Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Juninho Capixaba,br BRA,DF,24.0,34,2906.0,85.0,85.0,32.3,32,89.0,30,2,31.0,2,1.53,42.0,34.0,8.0,0.25,0.42,37.7,38.4,-0.6,-0.02,-0.39,Matches
Titi,br BRA,DF,33.0,34,2796.0,82.0,81.8,31.1,32,85.0,27,2,40.0,2,1.41,35.0,30.0,5.0,0.16,-0.13,33.4,35.5,-2.0,-0.07,-0.58,Matches
Marcelo,br BRA,DF,26.0,31,2612.0,84.0,76.4,29.0,29,88.0,27,2,26.0,4,1.19,31.0,32.0,-1.0,-0.03,-0.93,31.5,35.5,-4.1,-0.14,-0.76,Matches
Moises,br BRA,"FW,MF",25.0,37,2250.0,61.0,65.8,25.0,27,74.0,2,10,25.0,1,1.49,29.0,23.0,6.0,0.24,0.16,27.8,27.9,-0.1,-0.01,-0.13,Matches
Emanuel Brítez,ar ARG,DF,29.0,20,1800.0,90.0,52.6,20.0,20,90.0,20,0,,1,2.0,31.0,17.0,14.0,0.7,1.09,23.7,22.5,1.1,0.06,0.04,Matches
Fernando Miguel,br BRA,GK,36.0,20,1800.0,90.0,52.6,20.0,20,90.0,20,0,,10,2.15,31.0,15.0,16.0,0.8,1.3,24.6,21.1,3.5,0.18,0.29,Matches
José Welison,br BRA,MF,26.0,27,1723.0,64.0,50.4,19.1,19,80.0,13,8,26.0,3,1.52,26.0,19.0,7.0,0.37,0.37,26.2,23.5,2.7,0.14,0.2,Matches
Romarinho,br BRA,"FW,MF",27.0,26,1310.0,50.0,38.3,14.6,17,66.0,2,9,20.0,7,1.56,20.0,11.0,9.0,0.62,0.7,16.4,14.2,2.2,0.15,0.17,Matches
Robson,br BRA,"FW,MF",30.0,29,1448.0,50.0,42.3,16.1,16,76.0,2,13,18.0,2,1.41,16.0,19.0,-3.0,-0.19,-0.64,15.7,20.8,-5.1,-0.32,-0.62,Matches
Thiago Galhardo,br BRA,"FW,MF",32.0,19,1346.0,71.0,39.4,15.0,15,80.0,3,4,35.0,0,1.84,18.0,14.0,4.0,0.27,0.14,15.7,17.1,-1.4,-0.1,-0.23,Matches
Lucas Sasha,br BRA,MF,31.0,19,1270.0,67.0,37.1,14.1,15,79.0,8,4,22.0,1,1.84,17.0,12.0,5.0,0.35,0.27,13.2,15.7,-2.6,-0.18,-0.35,Matches
