Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Fernando Miguel,br BRA,GK,36.0,20.0,15,2,0,2,0,22.7,0.23,7.7,0.39,98,258,38.0,324,68,50.6,39.3,161,58.4,43.7,321,16,5.0,7,0.35,10.7,Matches
Marcelo Boeck,br BRA,GK,37.0,13.0,18,2,1,1,1,19.3,0.29,2.3,0.17,60,147,40.8,181,43,49.2,37.8,118,49.2,37.8,191,8,4.2,6,0.46,10.2,Matches
Max Walef,br BRA,GK,28.0,5.0,6,0,0,0,1,4.7,0.27,-0.3,-0.07,13,32,40.6,79,17,31.6,33.0,19,36.8,34.5,54,3,5.6,6,1.2,16.4,Matches
Squad Total,,,28.5,38.0,39,4,1,3,2,46.6,0.26,9.6,0.25,171,437,39.1,576,128,47.6,37.8,306,53.3,40.7,566,27,4.8,19,0.5,10.2,
Opponent Total,,,26.8,38.0,46,2,2,2,1,51.5,0.28,6.5,0.17,160,437,36.6,776,147,36.9,34.1,327,46.2,38.7,518,32,6.2,22,0.58,12.6,
