Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Felipe Alves Raymundo,br BRA,GK,31.0,37.0,1057,1426,74.1,31751,23017,151,154,98.1,449,457,98.2,433,782,55.4,0,0.0,0.0,0.0,0,23,0,0,1,Matches
David,br BRA,"FW,MF",24.0,29.6,433,602,71.9,6524,1071,242,304,79.6,154,210,73.3,24,40,60.0,5,2.2,1.3,2.8,31,20,9,0,43,Matches
Felipe,br BRA,MF,25.0,29.9,1436,1622,88.5,29015,7572,513,565,90.8,682,747,91.3,227,273,83.2,0,1.0,1.6,-1.0,24,220,19,1,190,Matches
Juninho,br BRA,MF,33.0,30.4,1510,1854,81.4,32377,8749,503,559,90.0,685,785,87.3,309,462,66.9,3,4.8,5.4,-1.8,55,189,21,3,189,Matches
Romarinho,br BRA,"FW,MF",25.0,28.7,757,909,83.3,12215,2282,403,460,87.6,294,338,87.0,49,63,77.8,0,1.5,1.3,-1.5,27,80,16,5,103,Matches
Paulão,br BRA,DF,33.0,30.2,1476,1695,87.1,30157,10348,375,410,91.5,842,888,94.8,192,315,61.0,0,0.2,0.6,-0.2,5,78,5,1,81,Matches
Osvaldo,br BRA,"FW,MF",32.0,21.9,496,694,71.5,8224,2328,238,297,80.1,219,270,81.1,33,75,44.0,5,4.4,3.0,0.6,26,41,29,10,84,Matches
Wellington Paulista,br BRA,FW,35.0,21.8,239,338,70.7,3430,725,140,169,82.8,73,105,69.5,13,28,46.4,1,1.5,1.2,-0.5,13,13,5,1,31,Matches
Gabriel Dias,br BRA,DF,25.0,21.8,664,859,77.3,10526,3118,344,400,86.0,284,367,77.4,29,52,55.8,1,2.1,1.7,-1.1,12,45,3,2,45,Matches
Guilherme Tinga,br BRA,"DF,FW",26.0,20.4,701,1041,67.3,14101,5296,271,337,80.4,305,426,71.6,120,220,54.5,3,4.4,3.4,-1.4,27,73,22,9,84,Matches
Carlinhos,br BRA,DF,33.0,20.9,763,993,76.8,13171,4702,346,396,87.4,356,439,81.1,56,121,46.3,0,1.7,1.2,-1.7,19,94,15,11,111,Matches
Jackson de Souza,br BRA,DF,29.0,18.8,801,913,87.7,17174,6128,187,199,94.0,496,524,94.7,109,174,62.6,0,0.0,0.3,0.0,1,56,0,0,70,Matches
Bruno Melo,br BRA,DF,27.0,18.8,908,1070,84.9,17176,5966,311,345,90.1,508,587,86.5,83,119,69.7,1,0.9,1.3,0.1,7,123,4,1,127,Matches
Ronald,br BRA,"MF,FW",22.0,15.4,543,615,88.3,9430,1780,228,249,91.6,253,274,92.3,46,60,76.7,1,1.3,1.1,-0.3,14,46,8,1,41,Matches
Juan Quintero,co COL,DF,24.0,11.4,562,602,93.4,11179,3853,157,169,92.9,351,360,97.5,51,68,75.0,0,0.0,0.1,0.0,1,38,0,0,44,Matches
Yuri,br BRA,"FW,MF",19.0,12.8,254,337,75.4,4427,868,117,144,81.3,117,133,88.0,19,40,47.5,2,1.9,1.4,0.1,19,21,9,2,35,Matches
Wanderson,br BRA,DF,28.0,8.1,307,357,86.0,6117,2096,86,98,87.8,187,201,93.0,33,50,66.0,0,0.0,0.1,0.0,0,21,0,0,16,Matches
