Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
João Ricardo Riedi,br BRA,GK,35.0,38.0,39,5,0,6,0,52.5,0.25,13.5,0.36,194,511,38.0,682,150,50.6,39.8,299,55.5,43.9,645,44,6.8,13,0.34,9.9,Matches
Squad Total,,,29.8,38.0,39,5,0,6,0,52.5,0.25,13.5,0.36,194,511,38.0,680,150,50.7,,301,55.1,43.7,645,44,6.8,13,0.34,,
Opponent Total,,,27.3,38.0,53,3,1,6,2,52.4,0.33,1.4,0.04,123,328,37.5,815,136,30.7,32.1,245,31.8,32.6,503,30,6.0,31,0.82,13.7,
