Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Felipe Alves Raymundo,br BRA,GK,31.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
David,br BRA,"FW,MF",24.0,35,35,2664.0,29.6,7.0,5.0,12.0,7.0,0.0,0.0,5.0,0.0,8.4,8.4,2.2,10.6,74.0,43.0,223.0,0.24,0.17,0.41,0.24,0.41,0.28,0.08,0.36,0.28,0.36,Matches
Felipe,br BRA,MF,25.0,33,32,2690.0,29.9,1.0,0.0,1.0,1.0,0.0,0.0,15.0,2.0,0.7,0.7,1.0,1.7,45.0,190.0,22.0,0.03,0.0,0.03,0.03,0.03,0.02,0.03,0.06,0.02,0.06,Matches
Juninho,br BRA,MF,33.0,32,31,2740.0,30.4,3.0,3.0,6.0,0.0,3.0,4.0,8.0,2.0,4.9,1.7,4.8,6.6,20.0,189.0,48.0,0.1,0.1,0.2,0.0,0.1,0.16,0.16,0.32,0.06,0.22,Matches
Romarinho,br BRA,"FW,MF",25.0,34,31,2579.0,28.7,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,3.4,3.4,1.5,4.9,91.0,103.0,170.0,0.14,0.0,0.14,0.14,0.14,0.12,0.05,0.17,0.12,0.17,Matches
Paulão,br BRA,DF,33.0,31,29,2721.0,30.2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.5,1.5,0.2,1.7,10.0,81.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches
Osvaldo,br BRA,"FW,MF",32.0,36,25,1975.0,21.9,1.0,5.0,6.0,1.0,0.0,1.0,2.0,0.0,2.8,2.0,4.4,6.4,100.0,84.0,223.0,0.05,0.23,0.27,0.05,0.27,0.13,0.2,0.33,0.09,0.29,Matches
Wellington Paulista,br BRA,FW,35.0,35,22,1959.0,21.8,9.0,1.0,10.0,7.0,2.0,3.0,3.0,0.0,9.2,6.8,1.5,8.3,12.0,31.0,64.0,0.41,0.05,0.46,0.32,0.37,0.42,0.07,0.49,0.31,0.38,Matches
Gabriel Dias,br BRA,DF,25.0,31,21,1958.0,21.8,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.8,1.8,2.1,3.8,22.0,45.0,90.0,0.05,0.05,0.09,0.05,0.09,0.08,0.09,0.18,0.08,0.18,Matches
Guilherme Tinga,br BRA,"DF,FW",26.0,28,20,1840.0,20.4,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,4.4,5.2,24.0,84.0,121.0,0.0,0.15,0.15,0.0,0.15,0.04,0.21,0.25,0.04,0.25,Matches
Carlinhos,br BRA,DF,33.0,27,19,1881.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.7,2.0,37.0,111.0,70.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.1,0.01,0.1,Matches
Jackson de Souza,br BRA,DF,29.0,21,19,1696.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.8,0.8,0.0,0.9,16.0,70.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.05,0.04,0.05,Matches
Bruno Melo,br BRA,DF,27.0,24,19,1695.0,18.8,2.0,1.0,3.0,2.0,0.0,0.0,4.0,1.0,1.1,1.1,0.9,2.0,18.0,127.0,53.0,0.11,0.05,0.16,0.11,0.16,0.06,0.05,0.11,0.06,0.11,Matches
Ronald,br BRA,"MF,FW",22.0,28,15,1385.0,15.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.3,2.1,28.0,41.0,31.0,0.0,0.06,0.06,0.0,0.06,0.05,0.09,0.14,0.05,0.14,Matches
Juan Quintero,co COL,DF,24.0,14,13,1024.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.4,0.4,0.0,0.4,6.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04,Matches
Yuri,br BRA,"FW,MF",19.0,28,8,1154.0,12.8,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,2.1,2.1,1.9,4.0,31.0,35.0,95.0,0.08,0.16,0.23,0.08,0.23,0.16,0.15,0.31,0.16,0.31,Matches
Wanderson,br BRA,DF,28.0,11,8,727.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marlon,br BRA,"MF,FW",29.0,16,7,623.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,16.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,Matches
Roger Carvalho,br BRA,DF,33.0,6,6,435.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bergson da Silva,br BRA,FW,28.0,14,5,554.0,6.2,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,2.4,2.4,0.4,2.8,8.0,6.0,33.0,0.49,0.0,0.49,0.49,0.49,0.4,0.06,0.46,0.4,0.46,Matches
Luiz Henrique,br BRA,MF,20.0,7,4,305.0,3.4,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.2,1.3,6.0,15.0,22.0,0.0,0.59,0.59,0.0,0.59,0.02,0.36,0.38,0.02,0.38,Matches
Mariano Vázquez,ar ARG,"MF,FW",27.0,19,3,369.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.4,1.1,7.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.17,0.11,0.28,0.17,0.28,Matches
João Paulo Alves,br BRA,"MF,FW",29.0,10,3,302.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.4,0.8,7.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.22,0.1,0.22,Matches
Igor Torres,br BRA,FW,19.0,7,2,214.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.7,5.0,4.0,12.0,0.42,0.0,0.42,0.42,0.42,0.28,0.03,0.31,0.28,0.31,Matches
Derley,br BRA,"MF,FW",33.0,10,1,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Éderson,br BRA,"FW,MF",30.0,8,1,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.18,0.07,0.18,Matches
Max Walef,br BRA,GK,26.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Edson Caríus,br BRA,FW,31.0,1,1,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.4,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.49,0.04,0.53,0.49,0.53,Matches
Franco Fragapane,ar ARG,"MF,FW",26.0,9,0,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,8.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches
Tiago Orobó,br BRA,"FW,MF",26.0,5,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.55,0.12,0.67,0.55,0.67,Matches
Pablo,br BRA,MF,23.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Alisson,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Geilson Almeida,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Marcelo Boeck,br BRA,GK,35.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Diguinho,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Kennedy,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Madson,br BRA,"FW,MF",20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Miguel,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Joao Paulo,br BRA,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Samuel,br BRA,MF,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Willian Santos,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,28.9,38,418,3420.0,38.0,33.0,24.0,57.0,28.0,5.0,8.0,83.0,8.0,43.2,37.4,30.8,68.2,598.0,1396.0,1385.0,0.87,0.63,1.5,0.74,1.37,1.14,0.81,1.95,0.98,1.79,
Opponent Total,,,26.4,38,418,3420.0,38.0,43.0,25.0,68.0,39.0,4.0,9.0,73.0,6.0,47.8,40.6,29.7,70.3,674.0,1524.0,1511.0,1.13,0.66,1.79,1.03,1.68,1.26,0.78,2.04,1.07,1.85,
