Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Juninho Capixaba,br BRA,DF,24.0,32.3,3,39,10,25.6,1.21,0.31,0.08,0.3,21.3,7,0,0,2.0,2.0,0.05,1.0,1.0,Matches
Titi,br BRA,DF,33.0,31.1,0,5,0,0.0,0.16,0.0,0.0,,13.6,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
Marcelo,br BRA,DF,26.0,29.0,0,15,7,46.7,0.52,0.24,0.0,0.0,11.1,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
Moises,br BRA,"FW,MF",25.0,25.0,7,58,22,37.9,2.32,0.88,0.12,0.32,18.0,2,0,0,6.2,6.2,0.11,0.8,0.8,Matches
Emanuel Brítez,ar ARG,DF,29.0,20.0,1,10,2,20.0,0.5,0.1,0.1,0.5,17.7,0,0,0,0.8,0.8,0.08,0.2,0.2,Matches
Fernando Miguel,br BRA,GK,36.0,20.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
José Welison,br BRA,MF,26.0,19.1,2,29,6,20.7,1.51,0.31,0.07,0.33,28.2,3,0,0,1.0,0.9,0.03,1.0,1.1,Matches
Romarinho,br BRA,"FW,MF",27.0,14.6,3,35,7,20.0,2.4,0.48,0.09,0.43,20.9,0,0,0,2.0,2.0,0.06,1.0,1.0,Matches
Robson,br BRA,"FW,MF",30.0,16.1,4,44,14,31.8,2.73,0.87,0.09,0.29,20.7,2,0,1,5.7,4.9,0.11,-1.7,-0.9,Matches
Thiago Galhardo,br BRA,"FW,MF",32.0,15.0,7,38,19,50.0,2.54,1.27,0.18,0.37,16.7,0,0,1,5.5,4.8,0.13,1.5,2.2,Matches
Lucas Sasha,br BRA,MF,31.0,14.1,1,13,5,38.5,0.92,0.35,0.08,0.2,20.5,0,0,0,0.8,0.8,0.06,0.2,0.2,Matches
Guilherme Tinga,br BRA,DF,28.0,13.1,0,11,5,45.5,0.84,0.38,0.0,0.0,20.7,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Lucas Crispim,br BRA,"DF,MF",27.0,13.0,1,12,1,8.3,0.92,0.08,0.08,1.0,29.0,3,0,0,0.4,0.4,0.03,0.6,0.6,Matches
Yago Pikachu,br BRA,"DF,MF",29.0,13.4,4,27,10,37.0,2.01,0.75,0.11,0.3,20.8,1,1,2,2.7,2.3,0.09,1.3,0.7,Matches
Marcelo Boeck,br BRA,GK,37.0,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lucas Lima,br BRA,"MF,FW",31.0,13.0,0,10,4,40.0,0.77,0.31,0.0,0.0,23.0,2,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Silvio Romero,ar ARG,FW,33.0,12.9,2,32,11,34.4,2.49,0.85,0.06,0.18,15.0,1,0,1,4.6,3.8,0.12,-2.6,-1.8,Matches
Ronald,br BRA,"MF,FW",24.0,11.7,0,9,1,11.1,0.77,0.09,0.0,0.0,23.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Hércules,br BRA,"MF,FW",21.0,15.2,4,28,11,39.3,1.84,0.72,0.14,0.36,24.3,0,0,0,2.2,2.2,0.08,1.8,1.8,Matches
Brayan Ceballos,co COL,DF,20.0,11.9,0,11,3,27.3,0.92,0.25,0.0,0.0,10.9,0,0,0,1.3,1.3,0.12,-1.3,-1.3,Matches
Caio Alexandre,br BRA,MF,22.0,11.0,1,6,1,16.7,0.54,0.09,0.17,1.0,21.5,0,0,0,0.8,0.8,0.13,0.2,0.2,Matches
Felipe,br BRA,MF,27.0,9.8,0,7,1,14.3,0.72,0.1,0.0,0.0,22.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Pedro Rocha Neves,br BRA,"FW,MF",27.0,7.7,3,18,5,27.8,2.33,0.65,0.11,0.4,20.3,0,1,1,2.2,1.4,0.08,0.8,0.6,Matches
Jussa,br BRA,"MF,DF",25.0,7.0,0,11,3,27.3,1.57,0.43,0.0,0.0,25.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Anthony Landazuri,ec ECU,DF,24.0,5.8,0,2,0,0.0,0.35,0.0,0.0,,10.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
Max Walef,br BRA,GK,28.0,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matheus de Vargas,br BRA,MF,25.0,4.6,0,15,5,33.3,3.23,1.08,0.0,0.0,25.7,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
Rómulo Otero,ve VEN,"MF,FW",29.0,2.6,1,12,7,58.3,4.68,2.73,0.08,0.14,28.5,6,0,0,0.4,0.4,0.03,0.6,0.6,Matches
Habraão,br BRA,DF,20.0,2.4,1,6,2,33.3,2.47,0.82,0.17,0.5,15.0,0,0,0,0.9,0.9,0.15,0.1,0.1,Matches
Vitor Ricardo,br BRA,DF,21.0,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Valentín Depietri,ar ARG,"FW,MF",21.0,2.6,0,6,1,16.7,2.31,0.38,0.0,0.0,18.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Renato Kayser,br BRA,FW,25.0,1.8,0,6,3,50.0,3.31,1.66,0.0,0.0,24.9,4,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
Fabrício Baiano,br BRA,"FW,MF",29.0,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Igor Torres,br BRA,"FW,MF",21.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,28.5,38.0,45,515,166,32.2,13.55,4.37,0.08,0.26,20.5,31,2,6,44.5,41.0,0.08,0.5,2.0,
Opponent Total,,,26.8,38.0,37,478,163,34.1,12.58,4.29,0.07,0.2,18.8,15,4,5,42.9,39.1,0.08,-5.9,-6.1,
