Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
João Ricardo Riedi,br BRA,GK,35.0,38.0,2,1,2,0,0,0,0,,0,0,0,0,0,2,10,3,Matches
Hércules,br BRA,MF,23.0,25.7,55,34,22,30,3,21,56,37.5,35,33,10,23,6,61,29,0,Matches
Emanuel Brítez,ar ARG,DF,31.0,27.8,60,42,42,14,4,34,58,58.6,24,33,18,15,37,97,125,1,Matches
Juan Martín Lucero,ar ARG,FW,32.0,25.0,17,8,1,13,3,5,21,23.8,16,10,4,6,0,17,22,0,Matches
Guilherme Tinga,br BRA,DF,30.0,23.9,33,22,24,8,1,19,32,59.4,13,24,8,16,33,66,108,1,Matches
Titi,br BRA,DF,35.0,22.4,31,18,21,10,0,14,34,41.2,20,30,15,15,29,60,71,3,Matches
Breno,br BRA,"FW,MF",28.0,21.1,12,5,6,6,0,3,8,37.5,5,14,2,12,5,17,12,0,Matches
Benjamín Kuscevic,cl CHI,DF,27.0,20.6,31,18,22,8,1,19,27,70.4,8,38,26,12,20,51,128,2,Matches
Tomas Pochettino,ar ARG,"MF,FW",27.0,18.3,27,10,8,18,1,8,26,30.8,18,27,3,24,5,32,16,0,Matches
Matheus Rossetto,br BRA,MF,27.0,17.2,22,17,4,16,2,5,18,27.8,13,11,0,11,18,40,17,0,Matches
Yago Pikachu,br BRA,"FW,MF",31.0,18.1,19,14,4,10,5,8,26,30.8,18,18,0,18,14,33,10,0,Matches
Felipe Jonatan,br BRA,DF,25.0,16.8,22,16,11,8,3,10,26,38.5,16,14,5,9,23,45,67,0,Matches
Tomás Cardona,ar ARG,DF,28.0,15.9,26,17,18,8,0,14,25,56.0,11,37,23,14,29,55,97,4,Matches
Marinho,br BRA,FW,33.0,15.0,28,20,10,10,8,11,26,42.3,15,21,1,20,8,36,11,1,Matches
Moises,br BRA,"FW,MF",27.0,13.0,6,4,1,5,0,2,17,11.8,15,7,0,7,5,11,11,0,Matches
Lucas Sasha,br BRA,MF,33.0,13.6,61,41,22,35,4,26,56,46.4,30,35,9,26,26,87,28,0,Matches
Bruno Pacheco,br BRA,DF,32.0,13.2,30,16,20,9,1,21,28,75.0,7,11,2,9,14,44,37,1,Matches
Pedro Borges,br BRA,MF,26.0,13.0,58,31,31,23,4,24,33,72.7,9,22,12,10,21,79,40,0,Matches
Renato Kayser,br BRA,FW,27.0,12.4,15,7,2,9,4,4,15,26.7,11,10,0,10,2,17,15,0,Matches
Leandro Emmanuel Martínez,ar ARG,"MF,FW",29.0,11.2,29,14,12,9,8,14,28,50.0,14,21,4,17,9,38,4,2,Matches
Eros Mancuso,ar ARG,"DF,FW",24.0,10.3,24,17,10,10,4,12,28,42.9,16,14,1,13,8,32,25,0,Matches
José Welison,br BRA,MF,28.0,9.8,31,22,17,14,0,14,24,58.3,10,19,7,12,12,43,18,1,Matches
Kervin Andrade,ve VEN,MF,18.0,5.4,3,2,2,1,0,3,6,50.0,3,7,0,7,4,7,3,0,Matches
Imanol Machuca,ar ARG,"FW,MF",24.0,4.8,8,6,3,5,0,4,8,50.0,4,5,0,5,0,8,0,0,Matches
Calebe,br BRA,"MF,FW",23.0,1.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Kauan,br BRA,MF,18.0,0.6,1,0,0,1,0,0,2,0.0,2,1,0,1,1,2,1,0,Matches
Pedro Rocha Neves,br BRA,"FW,MF",29.0,0.5,3,2,1,0,2,2,3,66.7,1,2,0,2,0,3,1,0,Matches
Luis Eduardo Marques dos Santos,br BRA,"FW,DF",26.0,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,,,29.8,38.0,654,404,316,280,58,297,633,46.9,336,464,150,314,329,983,906,19,
Opponent Total,,,27.3,38.0,559,368,238,257,64,239,541,44.2,302,357,126,231,275,834,719,11,
