Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Fernando Miguel,br BRA,GK,36.0,20,20,1800,20.0,15,0.75,90,75,85.6,13,4,3,12,60.0,2,2,0,0,0.0,Matches
Marcelo Boeck,br BRA,GK,37.0,13,13,1170,13.0,18,1.38,60,43,73.3,2,5,6,3,23.1,3,2,0,1,0.0,Matches
Max Walef,br BRA,GK,28.0,5,5,450,5.0,6,1.2,17,12,64.7,0,1,4,0,0.0,0,0,0,0,,Matches
Squad Total,,,28.5,38,38,3420,38.0,39,1.03,167,130,79.0,15,10,13,15,39.5,5,4,0,1,0.0,
Opponent Total,,,26.8,38,38,3420,38.0,46,1.21,171,123,74.3,13,10,15,9,23.7,6,2,3,1,60.0,
