Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Felipe Alves Raymundo,br BRA,GK,30.0,32,32,2826,31.4,39,1.24,133,94,73.7,13,8,11,6,18.8,6,4,1,1,20.0,Matches
Marcelo Boeck,br BRA,GK,34.0,8,6,594,6.6,10,1.52,37,27,75.7,2,0,4,2,33.3,1,1,0,0,0.0,Matches
Squad Total,,,28.1,38,38,3420,38.0,49,1.29,170,121,74.1,15,8,15,8,21.1,7,5,1,1,16.7,
Opponent Total,,,27.3,38,38,3420,38.0,50,1.32,148,99,71.6,15,8,15,10,26.3,9,8,1,0,11.1,
