Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Felipe Alves Raymundo,br BRA,GK,30.0,31.4,39,4,1,4,1,45.6,0.32,7.6,0.24,250,507,49.3,1055,73,33.2,31.8,310,50.6,38.1,552,21,3.8,17,0.54,10.7,Matches
Marcelo Boeck,br BRA,GK,34.0,6.6,10,1,0,3,0,11.2,0.28,1.2,0.19,34,69,49.3,160,28,32.5,31.1,57,29.8,30.7,124,3,2.4,2,0.3,8.6,Matches
Squad Total,,,28.1,38.0,49,5,1,7,1,56.9,0.31,8.9,0.23,284,576,49.3,1212,101,32.9,,370,47.8,37.1,676,24,3.6,19,0.5,,
Opponent Total,,,27.3,38.0,50,8,2,5,2,53.3,0.31,5.3,0.14,129,328,39.3,522,125,35.6,34.6,249,57.0,44.6,455,22,4.8,16,0.42,10.6,
