Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
João Ricardo Riedi,br BRA,GK,35.0,38.0,986,573,408,109,0,3,0,0,0,0,0,0,644,5,0,Matches
Hércules,br BRA,MF,23.0,25.7,909,895,6,5,2,9,33,1,0,0,0,0,716,8,20,Matches
Emanuel Brítez,ar ARG,DF,31.0,27.8,1027,909,116,39,1,18,13,77,0,0,0,0,770,2,8,Matches
Juan Martín Lucero,ar ARG,FW,32.0,25.0,380,324,52,1,3,0,5,0,0,0,0,0,287,4,20,Matches
Guilherme Tinga,br BRA,DF,30.0,23.9,1269,1031,234,39,0,8,70,194,1,1,0,0,876,4,32,Matches
Titi,br BRA,DF,35.0,22.4,816,759,56,52,0,2,1,4,0,0,0,0,675,1,7,Matches
Breno,br BRA,"FW,MF",28.0,21.1,708,666,41,11,0,8,78,4,25,25,0,0,557,1,23,Matches
Benjamín Kuscevic,cl CHI,DF,27.0,20.6,830,778,50,45,0,7,1,3,0,0,0,0,710,2,5,Matches
Tomas Pochettino,ar ARG,"MF,FW",27.0,18.3,742,635,100,35,5,16,131,16,47,8,34,1,505,7,23,Matches
Matheus Rossetto,br BRA,MF,27.0,17.2,1075,1030,44,32,0,8,2,12,0,0,0,0,1000,1,12,Matches
Yago Pikachu,br BRA,"FW,MF",31.0,18.1,517,478,37,9,1,7,44,15,13,1,6,0,396,2,16,Matches
Felipe Jonatan,br BRA,DF,25.0,16.8,827,659,166,31,1,2,51,131,4,1,0,0,627,2,20,Matches
Tomás Cardona,ar ARG,DF,28.0,15.9,750,728,20,19,0,6,1,1,0,0,0,0,582,2,4,Matches
Marinho,br BRA,FW,33.0,15.0,418,365,51,16,0,7,55,2,33,11,8,1,294,2,18,Matches
Moises,br BRA,"FW,MF",27.0,13.0,285,271,11,2,2,7,5,7,2,1,0,0,193,3,11,Matches
Lucas Sasha,br BRA,MF,33.0,13.6,432,414,18,15,1,1,4,0,2,0,0,0,361,0,6,Matches
Bruno Pacheco,br BRA,DF,32.0,13.2,555,446,105,11,1,4,17,94,0,0,0,0,400,4,8,Matches
Pedro Borges,br BRA,MF,26.0,13.0,482,475,7,6,1,2,1,1,0,0,0,0,389,0,7,Matches
Renato Kayser,br BRA,FW,27.0,12.4,228,199,27,5,1,1,2,3,1,0,0,0,155,2,6,Matches
Leandro Emmanuel Martínez,ar ARG,"MF,FW",29.0,11.2,482,448,33,9,2,0,34,4,20,2,15,0,403,1,6,Matches
Eros Mancuso,ar ARG,"DF,FW",24.0,10.3,441,360,76,7,1,2,14,68,1,1,0,0,334,5,8,Matches
José Welison,br BRA,MF,28.0,9.8,398,378,20,19,1,8,7,1,0,0,0,0,331,0,4,Matches
Kervin Andrade,ve VEN,MF,18.0,5.4,156,142,14,0,0,0,18,2,9,3,2,0,105,0,5,Matches
Imanol Machuca,ar ARG,"FW,MF",24.0,4.8,177,158,19,1,0,1,29,1,16,8,7,0,119,0,10,Matches
Calebe,br BRA,"MF,FW",23.0,1.4,64,63,1,0,0,0,4,1,0,0,0,0,52,0,1,Matches
Kauan,br BRA,MF,18.0,0.6,36,34,2,1,0,0,0,1,0,0,0,0,33,0,1,Matches
Pedro Rocha Neves,br BRA,"FW,MF",29.0,0.5,21,18,2,0,0,1,3,0,2,1,0,0,14,1,1,Matches
Luis Eduardo Marques dos Santos,br BRA,"FW,DF",26.0,0.2,11,10,1,0,0,1,1,1,0,0,0,0,6,0,0,Matches
Squad Total,,,29.8,38.0,15022,13246,1717,519,23,129,624,644,176,63,72,2,11534,59,282,
Opponent Total,,,27.3,38.0,20143,18245,1829,521,40,117,824,745,227,74,107,4,16511,69,392,
