Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
João Ricardo Riedi,br BRA,GK,35.0,38.0,644,986,65.3,20828,15565,80,81,98.8,263,268,98.1,299,630,47.5,0,0.0,0.0,0.0,1,19,0,0,0,Matches
Hércules,br BRA,MF,23.0,25.7,716,909,78.8,12563,3233,330,388,85.1,293,344,85.2,77,123,62.6,1,1.5,1.6,-0.5,19,92,11,3,96,Matches
Emanuel Brítez,ar ARG,DF,31.0,27.8,770,1027,75.0,14933,6371,297,349,85.1,356,447,79.6,106,201,52.7,2,1.9,1.0,0.1,9,58,5,1,64,Matches
Juan Martín Lucero,ar ARG,FW,32.0,25.0,287,380,75.5,3838,774,188,220,85.5,73,94,77.7,12,21,57.1,3,2.2,1.4,0.8,18,18,9,0,27,Matches
Guilherme Tinga,br BRA,DF,30.0,23.9,876,1269,69.0,18134,7795,317,377,84.1,398,550,72.4,154,292,52.7,1,1.9,1.4,-0.9,28,109,24,12,105,Matches
Titi,br BRA,DF,35.0,22.4,675,816,82.7,12671,5182,254,279,91.0,355,393,90.3,62,130,47.7,0,0.6,0.1,-0.6,4,31,1,0,44,Matches
Breno,br BRA,"FW,MF",28.0,21.1,557,708,78.7,9850,1261,268,301,89.0,211,242,87.2,69,123,56.1,3,1.3,1.8,1.7,18,31,10,5,43,Matches
Benjamín Kuscevic,cl CHI,DF,27.0,20.6,710,830,85.5,14172,5056,216,235,91.9,399,425,93.9,86,148,58.1,0,0.4,0.2,-0.4,3,32,1,0,37,Matches
Tomas Pochettino,ar ARG,"MF,FW",27.0,18.3,505,742,68.1,9933,3568,218,262,83.2,188,255,73.7,87,183,47.5,6,4.7,3.8,1.3,51,74,32,12,89,Matches
Matheus Rossetto,br BRA,MF,27.0,17.2,1000,1075,93.0,17170,4813,460,483,95.2,451,476,94.7,78,92,84.8,0,0.2,0.4,-0.2,5,119,4,0,94,Matches
Yago Pikachu,br BRA,"FW,MF",31.0,18.1,396,517,76.6,6769,1963,202,235,86.0,147,183,80.3,40,68,58.8,4,1.9,1.6,2.1,19,42,12,2,60,Matches
Felipe Jonatan,br BRA,DF,25.0,16.8,627,827,75.8,10895,4369,284,322,88.2,261,330,79.1,70,137,51.1,0,0.6,0.8,-0.6,11,56,9,4,59,Matches
Tomás Cardona,ar ARG,DF,28.0,15.9,582,750,77.6,12113,5058,161,175,92.0,341,389,87.7,76,171,44.4,0,0.0,0.1,0.0,0,47,1,0,50,Matches
Marinho,br BRA,FW,33.0,15.0,294,418,70.3,5197,1591,145,168,86.3,106,144,73.6,36,77,46.8,3,1.8,1.6,1.2,17,34,14,3,54,Matches
Moises,br BRA,"FW,MF",27.0,13.0,193,285,67.7,3229,855,117,159,73.6,51,77,66.2,22,28,78.6,2,2.7,1.2,-0.7,19,26,8,2,25,Matches
Lucas Sasha,br BRA,MF,33.0,13.6,361,432,83.6,5755,1453,180,200,90.0,148,171,86.5,20,35,57.1,0,1.6,1.2,-1.6,13,33,0,0,40,Matches
Bruno Pacheco,br BRA,DF,32.0,13.2,400,555,72.1,6711,2873,191,219,87.2,167,234,71.4,34,78,43.6,1,0.8,1.1,0.2,7,37,6,3,37,Matches
