Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2019-04-28,19:00,Série A,Matchweek 1,Sun,Away,L,0,4,Palmeiras,0.3,2.6,47,26701,Wellington Paulista,4-4-2,4-2-3-1,Braulio da Silva Machado,Match Report,
2019-05-01,21:30,Série A,Matchweek 2,Wed,Home,W,2,1,Ath Paranaense,1.3,0.3,37,20578,Paulo Roberto,4-2-2-2,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2019-05-05,16:00,Série A,Matchweek 3,Sun,Away,L,0,1,Botafogo (RJ),1.0,1.6,43,13749,Wellington Paulista,4-4-2,4-1-4-1,Wagner Reway,Match Report,
2019-05-12,19:00,Série A,Matchweek 4,Sun,Home,L,0,1,São Paulo,0.7,0.7,53,42955,Juan Quintero,4-4-2,4-3-3,Wilton Sampaio,Match Report,
2019-05-19,16:00,Série A,Matchweek 5,Sun,Away,W,3,1,Chapecoense,2.5,1.4,48,6765,Wellington Paulista,4-4-2,4-1-4-1,Thiago Duarte Peixoto,Match Report,
2019-05-26,19:00,Série A,Matchweek 6,Sun,Home,D,1,1,Vasco da Gama,2.1,2.0,61,28148,Juan Quintero,4-4-2,4-2-3-1,Anderson Daronco,Match Report,
2019-06-01,16:00,Série A,Matchweek 7,Sat,Away,L,0,2,Flamengo,0.4,3.2,36,37658,Juan Quintero,4-4-2,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,
2019-06-08,19:00,Série A,Matchweek 8,Sat,Away,L,0,1,Grêmio,0.2,0.9,35,3761,Juan Quintero,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,
2019-06-12,21:00,Série A,Matchweek 9,Wed,Home,W,2,1,Cruzeiro,1.6,0.5,46,17099,Juan Quintero,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2019-07-13,17:00,Série A,Matchweek 10,Sat,Home,W,2,0,Avaí,1.5,0.9,41,24864,Juan Quintero,4-4-2,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2019-07-21,16:00,Série A,Matchweek 11,Sun,Away,D,2,2,Atlético Mineiro,1.6,4.8,49,16043,Juan Quintero,4-2-3-1,4-2-3-1,Edina Alves Batista,Match Report,
2019-07-28,19:00,Série A,Matchweek 12,Sun,Home,L,1,3,Corinthians,1.3,2.1,48,41546,Juan Quintero,4-4-2,4-1-4-1,Wilton Sampaio,Match Report,
