Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Guilherme Tinga,br BRA,DF,27.0,36,3100.0,86.0,90.6,34.4,34,90.0,34.0,2,20.0,0,1.53,38.0,42.0,-4.0,-0.12,-0.96,46.6,43.6,3.1,0.09,0.3,Matches
Marcelo,br BRA,DF,25.0,34,3060.0,90.0,89.5,34.0,34,90.0,34.0,0,,0,1.59,41.0,38.0,3.0,0.09,1.09,45.2,41.7,3.5,0.1,0.4,Matches
Titi,br BRA,DF,32.0,34,3001.0,88.0,87.7,33.3,34,88.0,30.0,0,,2,1.5,39.0,39.0,0.0,0.0,0.21,45.3,41.5,3.8,0.11,0.42,Matches
Yago Pikachu,br BRA,DF,28.0,34,2868.0,84.0,83.9,31.9,33,86.0,23.0,1,45.0,1,1.65,39.0,37.0,2.0,0.06,0.55,43.0,38.2,4.8,0.15,0.55,Matches
Éderson,br BRA,MF,21.0,34,2623.0,77.0,76.7,29.1,29,85.0,22.0,5,32.0,0,1.53,34.0,31.0,3.0,0.1,0.55,39.7,36.7,3.0,0.1,0.17,Matches
Robson,br BRA,FW,29.0,34,2164.0,64.0,63.3,24.0,27,74.0,2.0,7,25.0,0,1.53,27.0,22.0,5.0,0.21,0.64,29.3,26.9,2.4,0.1,0.11,Matches
Lucas Crispim,br BRA,DF,26.0,26,1960.0,75.0,57.3,21.8,23,84.0,12.0,3,13.0,2,1.77,28.0,24.0,4.0,0.18,0.49,31.2,26.5,4.7,0.22,0.37,Matches
David,br BRA,FW,25.0,32,1937.0,61.0,56.6,21.5,23,72.0,1.0,9,31.0,0,1.5,30.0,21.0,9.0,0.42,1.03,30.0,24.2,5.8,0.27,0.48,Matches
Felipe,br BRA,MF,26.0,28,1824.0,65.0,53.3,20.3,22,77.0,9.0,6,21.0,4,1.79,24.0,23.0,1.0,0.05,0.16,25.9,23.3,2.5,0.13,0.14,Matches
Matheus de Vargas,br BRA,MF,24.0,31,1690.0,55.0,49.4,18.8,21,70.0,3.0,10,22.0,7,1.55,23.0,24.0,-1.0,-0.05,-0.05,25.0,24.1,0.9,0.05,-0.03,Matches
Jussa,br BRA,"MF,DF",24.0,24,1761.0,73.0,51.5,19.6,20,86.0,17.0,4,12.0,2,1.63,28.0,24.0,4.0,0.2,0.48,28.1,25.6,2.5,0.13,0.14,Matches
Felipe Alves Raymundo,br BRA,GK,32.0,20,1755.0,88.0,51.3,19.5,20,88.0,19.0,0,,15,1.65,26.0,22.0,4.0,0.21,0.48,27.9,21.5,6.4,0.33,0.55,Matches
Marcelo Boeck,br BRA,GK,36.0,19,1665.0,88.0,48.7,18.5,18,90.0,18.0,1,45.0,19,1.47,18.0,23.0,-5.0,-0.27,-0.48,22.7,26.8,-4.1,-0.22,-0.55,Matches
Ronald,br BRA,MF,23.0,23,1384.0,60.0,40.5,15.4,15,82.0,9.0,8,20.0,12,1.52,13.0,18.0,-5.0,-0.33,-0.5,16.4,21.5,-5.1,-0.33,-0.66,Matches
Bruno Melo,br BRA,DF,28.0,21,1110.0,53.0,32.5,12.3,12,84.0,9.0,9,11.0,17,1.67,11.0,20.0,-9.0,-0.73,-1.04,13.2,18.7,-5.4,-0.44,-0.74,Matches
Lucas Lima,br BRA,MF,30.0,17,996.0,59.0,29.1,11.1,11,76.0,1.0,6,26.0,2,1.0,11.0,12.0,-1.0,-0.09,-0.09,14.3,12.4,1.9,0.17,0.16,Matches
Romarinho,br BRA,"FW,MF",26.0,31,1081.0,35.0,31.6,12.0,9,66.0,0.0,22,22.0,6,1.48,17.0,14.0,3.0,0.25,0.4,17.3,14.2,3.0,0.25,0.28,Matches
Wellington Paulista,br BRA,FW,36.0,25,887.0,35.0,25.9,9.9,8,68.0,0.0,17,20.0,6,1.28,11.0,17.0,-6.0,-0.61,-0.79,13.7,14.8,-1.1,-0.11,-0.24,Matches
Ángelo Henríquez,cl CHI,FW,26.0,14,482.0,34.0,14.1,5.4,6,59.0,0.0,8,16.0,9,1.29,3.0,8.0,-5.0,-0.93,-1.06,8.5,7.9,0.6,0.11,0.06,Matches
Jackson de Souza,br BRA,DF,30.0,7,396.0,57.0,11.6,4.4,4,78.0,2.0,3,28.0,21,1.0,1.0,9.0,-8.0,-1.82,-2.03,3.6,7.5,-3.9,-0.89,-1.08,Matches
Valentín Depietri,ar ARG,FW,20.0,9,313.0,35.0,9.2,3.5,4,66.0,0.0,5,10.0,11,1.11,2.0,7.0,-5.0,-1.44,-1.55,3.4,6.2,-2.9,-0.83,-0.98,Matches
Osvaldo,br BRA,"DF,FW",33.0,12,299.0,25.0,8.7,3.3,2,69.0,0.0,10,16.0,15,1.5,4.0,5.0,-1.0,-0.3,-0.3,6.2,5.9,0.3,0.09,0.03,Matches
Luiz Henrique,br BRA,"MF,DF",21.0,8,268.0,34.0,7.8,3.0,2,71.0,0.0,6,21.0,8,1.5,4.0,3.0,1.0,0.34,0.39,4.3,3.9,0.4,0.14,0.08,Matches
