Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Bruno Pacheco,br BRA,DF,32.0,20,12,1185.0,13.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.8,1.2,20.0,37.0,16.0,0.08,0.08,0.15,0.08,0.15,0.03,0.06,0.09,0.03,0.09,Matches
Pedro Borges,br BRA,MF,26.0,27,12,1168.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.1,0.1,0.2,0.3,2.0,51.0,9.0,0.0,0.08,0.08,0.0,0.08,0.01,0.02,0.03,0.01,0.03,Matches
Renato Kayser,br BRA,FW,27.0,28,12,1112.0,12.4,5.0,1.0,6.0,4.0,1.0,1.0,2.0,1.0,6.2,5.4,1.2,6.6,20.0,23.0,40.0,0.4,0.08,0.49,0.32,0.4,0.5,0.1,0.6,0.44,0.53,Matches
Leandro Emmanuel Martínez,ar ARG,"MF,FW",29.0,20,11,1011.0,11.2,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.9,2.8,15.0,51.0,33.0,0.09,0.36,0.45,0.09,0.45,0.09,0.17,0.25,0.09,0.25,Matches
Eros Mancuso,ar ARG,"DF,FW",24.0,12,11,923.0,10.3,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,0.6,0.6,0.7,1.3,13.0,32.0,37.0,0.1,0.2,0.29,0.1,0.29,0.06,0.07,0.12,0.06,0.12,Matches
José Welison,br BRA,MF,28.0,21,10,883.0,9.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.7,0.8,7.0,42.0,8.0,0.0,0.1,0.1,0.0,0.1,0.01,0.07,0.08,0.01,0.08,Matches
Kervin Andrade,ve VEN,MF,18.0,13,4,484.0,5.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,1.1,2.2,6.0,17.0,39.0,0.19,0.19,0.37,0.19,0.37,0.2,0.21,0.41,0.2,0.41,Matches
Imanol Machuca,ar ARG,"FW,MF",24.0,15,4,436.0,4.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.9,25.0,14.0,34.0,0.21,0.21,0.41,0.21,0.41,0.17,0.21,0.39,0.17,0.39,Matches
Calebe,br BRA,"MF,FW",23.0,7,0,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,4.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.31,0.15,0.31,Matches
Kauan,br BRA,MF,18.0,3,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
Pedro Rocha Neves,br BRA,"FW,MF",29.0,4,0,48.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,2.0,1.0,5.0,0.0,1.87,1.87,0.0,1.87,0.15,1.09,1.24,0.15,1.24,Matches
Luis Eduardo Marques dos Santos,br BRA,"FW,DF",26.0,3,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Amorim,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Iarley Barros,br BRA,FW,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Bruno,br BRA,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Fabricio Dias,br BRA,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Gonzalo Escobar,ar ARG,DF,26.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Maurício Kozlinski,br BRA,GK,32.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Santos,br BRA,GK,33.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Jhonatan Silva,br BRA,DF,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,29.8,38,418,3420.0,38.0,51.0,38.0,89.0,48.0,3.0,5.0,99.0,10.0,43.6,39.7,31.6,71.2,544.0,1169.0,1156.0,1.34,1.0,2.34,1.26,2.26,1.15,0.83,1.98,1.04,1.87,
Opponent Total,,,27.3,38,418,3420.0,38.0,39.0,25.0,64.0,34.0,5.0,5.0,99.0,5.0,49.1,45.2,33.7,78.9,695.0,1637.0,1622.0,1.03,0.66,1.68,0.89,1.55,1.29,0.89,2.18,1.19,2.08,
