Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
João Ricardo Riedi,br BRA,GK,35.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hércules,br BRA,MF,23.0,32,30,2317.0,25.7,4.0,1.0,5.0,4.0,0.0,0.0,6.0,2.0,1.5,1.5,1.5,3.0,32.0,96.0,70.0,0.16,0.04,0.19,0.16,0.19,0.06,0.06,0.12,0.06,0.12,Matches
Emanuel Brítez,ar ARG,DF,31.0,30,29,2503.0,27.8,0.0,2.0,2.0,0.0,0.0,0.0,12.0,2.0,1.2,1.2,1.9,3.1,12.0,64.0,23.0,0.0,0.07,0.07,0.0,0.07,0.04,0.07,0.11,0.04,0.11,Matches
Juan Martín Lucero,ar ARG,FW,32.0,32,26,2246.0,25.0,8.0,3.0,11.0,6.0,2.0,3.0,8.0,0.0,6.3,4.1,2.2,6.3,13.0,27.0,93.0,0.32,0.12,0.44,0.24,0.36,0.25,0.09,0.34,0.16,0.25,Matches
Guilherme Tinga,br BRA,DF,30.0,29,23,2152.0,23.9,2.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,1.9,1.9,1.9,3.8,32.0,105.0,73.0,0.08,0.04,0.13,0.08,0.13,0.08,0.08,0.16,0.08,0.16,Matches
Titi,br BRA,DF,35.0,23,23,2020.0,22.4,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.2,0.2,0.6,0.8,8.0,44.0,1.0,0.04,0.0,0.04,0.04,0.04,0.01,0.03,0.04,0.01,0.04,Matches
Breno,br BRA,"FW,MF",28.0,32,22,1897.0,21.1,5.0,3.0,8.0,5.0,0.0,0.0,4.0,0.0,4.5,4.5,1.3,5.8,81.0,43.0,163.0,0.24,0.14,0.38,0.24,0.38,0.21,0.06,0.27,0.21,0.27,Matches
Benjamín Kuscevic,cl CHI,DF,27.0,22,21,1858.0,20.6,2.0,0.0,2.0,2.0,0.0,0.0,8.0,1.0,1.3,1.3,0.4,1.6,4.0,37.0,5.0,0.1,0.0,0.1,0.1,0.1,0.06,0.02,0.08,0.06,0.08,Matches
Tomas Pochettino,ar ARG,"MF,FW",27.0,32,19,1648.0,18.3,5.0,6.0,11.0,5.0,0.0,1.0,3.0,0.0,3.2,2.2,4.7,6.9,57.0,89.0,117.0,0.27,0.33,0.6,0.27,0.6,0.17,0.26,0.43,0.12,0.38,Matches
Matheus Rossetto,br BRA,MF,27.0,22,19,1548.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,26.0,94.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,Matches
Yago Pikachu,br BRA,"FW,MF",31.0,32,18,1633.0,18.1,2.0,4.0,6.0,2.0,0.0,0.0,6.0,0.0,3.6,3.6,1.9,5.5,25.0,60.0,117.0,0.11,0.22,0.33,0.11,0.33,0.2,0.11,0.3,0.2,0.3,Matches
Felipe Jonatan,br BRA,DF,25.0,22,17,1510.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,1.2,15.0,59.0,52.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,Matches
Tomás Cardona,ar ARG,DF,28.0,17,16,1435.0,15.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.0,0.5,11.0,50.0,0.0,0.06,0.0,0.06,0.06,0.06,0.03,0.0,0.03,0.03,0.03,Matches
Marinho,br BRA,FW,33.0,23,16,1348.0,15.0,4.0,3.0,7.0,4.0,0.0,0.0,4.0,1.0,2.2,2.2,1.8,4.0,55.0,54.0,89.0,0.27,0.2,0.47,0.27,0.47,0.15,0.12,0.27,0.15,0.27,Matches
Moises,br BRA,"FW,MF",27.0,26,13,1171.0,13.0,7.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,5.8,5.8,2.7,8.4,50.0,25.0,79.0,0.54,0.15,0.69,0.54,0.69,0.44,0.21,0.65,0.44,0.65,Matches
Lucas Sasha,br BRA,MF,33.0,21,12,1220.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.6,2.2,7.0,40.0,24.0,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.16,0.04,0.16,Matches
