Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Juninho Capixaba,br BRA,DF,24.0,32.3,8,0,0,61,67,1,157,66,38,0,0,0,223,88,53,62.4,Matches
Titi,br BRA,DF,33.0,31.1,2,0,0,54,27,2,2,43,21,0,0,0,173,31,25,55.4,Matches
Marcelo,br BRA,DF,26.0,29.0,5,0,0,23,19,0,4,52,20,0,2,0,144,94,42,69.1,Matches
Moises,br BRA,"FW,MF",25.0,25.0,0,0,0,10,22,5,27,10,12,0,0,0,77,16,34,32.0,Matches
Emanuel Brítez,ar ARG,DF,29.0,20.0,1,0,0,37,12,4,6,30,32,0,0,0,95,31,25,55.4,Matches
Fernando Miguel,br BRA,GK,36.0,20.0,2,0,0,0,4,0,0,0,0,0,0,0,11,4,0,100.0,Matches
José Welison,br BRA,MF,26.0,19.1,6,0,0,39,17,0,22,38,22,0,0,0,144,37,27,57.8,Matches
Romarinho,br BRA,"FW,MF",27.0,14.6,4,1,0,18,32,3,40,4,11,0,0,0,74,5,19,20.8,Matches
Robson,br BRA,"FW,MF",30.0,16.1,6,0,0,47,37,18,20,6,12,1,0,0,51,42,63,40.0,Matches
Thiago Galhardo,br BRA,"FW,MF",32.0,15.0,5,0,0,16,20,2,10,6,7,1,0,0,44,38,50,43.2,Matches
Lucas Sasha,br BRA,MF,31.0,14.1,2,0,0,21,16,1,8,20,46,0,0,0,98,19,20,48.7,Matches
Guilherme Tinga,br BRA,DF,28.0,13.1,3,0,0,15,10,1,28,19,17,0,0,0,86,46,32,59.0,Matches
Lucas Crispim,br BRA,"DF,MF",27.0,13.0,4,0,0,14,14,1,79,15,13,0,0,0,75,11,12,47.8,Matches
Yago Pikachu,br BRA,"DF,MF",29.0,13.4,3,0,0,12,30,2,48,5,9,0,0,0,82,4,14,22.2,Matches
Marcelo Boeck,br BRA,GK,37.0,13.0,2,0,0,1,3,0,0,1,0,0,1,0,7,6,0,100.0,Matches
Lucas Lima,br BRA,"MF,FW",31.0,13.0,4,0,0,21,24,3,81,4,10,1,0,0,70,2,12,14.3,Matches
Silvio Romero,ar ARG,FW,33.0,12.9,1,0,0,8,10,13,5,2,2,0,0,0,30,8,17,32.0,Matches
Ronald,br BRA,"MF,FW",24.0,11.7,5,0,0,21,9,0,10,8,17,0,0,0,79,5,15,25.0,Matches
Hércules,br BRA,"MF,FW",21.0,15.2,1,0,0,17,11,1,17,10,16,0,0,0,100,13,9,59.1,Matches
Brayan Ceballos,co COL,DF,20.0,11.9,8,1,1,15,4,1,3,14,9,0,0,0,55,42,24,63.6,Matches
Caio Alexandre,br BRA,MF,22.0,11.0,3,1,1,23,12,0,5,11,22,0,0,0,82,5,11,31.3,Matches
Felipe,br BRA,MF,27.0,9.8,2,1,0,12,13,0,3,13,7,0,0,0,56,15,8,65.2,Matches
Pedro Rocha Neves,br BRA,"FW,MF",27.0,7.7,1,0,0,7,6,5,12,4,5,1,0,0,26,9,8,52.9,Matches
Jussa,br BRA,"MF,DF",25.0,7.0,1,0,0,16,0,1,2,8,1,0,1,2,39,9,9,50.0,Matches
Anthony Landazuri,ec ECU,DF,24.0,5.8,1,0,0,15,6,0,5,8,4,1,0,0,30,6,9,40.0,Matches
Max Walef,br BRA,GK,28.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Matches
Matheus de Vargas,br BRA,MF,25.0,4.6,2,0,0,12,11,3,5,3,2,0,0,0,20,8,12,40.0,Matches
Rómulo Otero,ve VEN,"MF,FW",29.0,2.6,0,0,0,5,11,1,30,0,1,0,0,0,10,2,7,22.2,Matches
Habraão,br BRA,DF,20.0,2.4,0,0,0,6,4,0,0,1,2,0,1,0,8,11,8,57.9,Matches
Vitor Ricardo,br BRA,DF,21.0,1.3,1,0,0,0,0,0,6,0,2,0,0,0,7,1,1,50.0,Matches
Valentín Depietri,ar ARG,"FW,MF",21.0,2.6,0,0,0,7,2,0,13,2,2,0,0,0,16,4,3,57.1,Matches
Renato Kayser,br BRA,FW,25.0,1.8,0,0,0,3,3,0,1,0,0,0,0,0,8,1,4,20.0,Matches
Fabrício Baiano,br BRA,"FW,MF",29.0,0.6,0,0,0,1,1,0,8,1,2,0,0,0,5,2,7,22.2,Matches
Igor Torres,br BRA,"FW,MF",21.0,0.1,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,28.5,38.0,85,4,2,559,458,68,658,404,364,5,5,2,2033,615,580,51.5,
Opponent Total,,,26.8,38.0,92,3,1,479,527,51,730,387,364,5,6,1,1950,580,615,48.5,
