Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Juan Quintero,co COL,DF,23.0,36.8,20,14,16,4,0,15,26,57.7,11,33,28,5,43,63,182,2,Matches
Felipe Alves Raymundo,br BRA,GK,30.0,31.4,1,0,1,0,0,1,2,50.0,1,1,0,1,1,2,19,2,Matches
Juninho,br BRA,MF,32.0,30.2,59,39,26,30,3,15,60,25.0,45,30,10,20,26,85,40,0,Matches
Felipe,br BRA,MF,24.0,29.6,71,52,42,27,2,23,68,33.8,45,23,7,16,41,112,28,2,Matches
Romarinho,br BRA,"MF,FW",24.0,25.3,17,12,6,9,2,8,38,21.1,30,17,0,17,6,23,5,0,Matches
Wellington Paulista,br BRA,FW,34.0,27.0,17,7,3,11,3,3,14,21.4,11,9,2,7,4,21,31,0,Matches
Carlinhos,br BRA,DF,32.0,27.0,37,26,24,13,0,14,27,51.9,13,20,6,14,40,77,93,0,Matches
Gabriel Dias,br BRA,"DF,MF",24.0,24.6,53,39,32,20,1,19,49,38.8,30,20,12,8,16,69,111,1,Matches
Osvaldo,br BRA,"FW,MF",31.0,19.1,27,21,19,6,2,6,26,23.1,20,10,0,10,20,47,11,0,Matches
Edinho,br BRA,"FW,MF",24.0,19.4,9,6,6,3,0,4,12,33.3,8,5,0,5,4,13,10,0,Matches
Guilherme Tinga,br BRA,DF,25.0,20.3,28,20,15,11,2,16,39,41.0,23,16,4,12,35,63,68,0,Matches
André Luis,br BRA,"FW,MF",21.0,15.4,12,6,6,5,1,4,12,33.3,8,7,0,7,7,19,15,0,Matches
Bruno Melo,br BRA,DF,26.0,13.1,19,11,15,2,2,11,15,73.3,4,8,2,6,10,29,50,1,Matches
Roger Carvalho,br BRA,DF,32.0,10.9,3,2,3,0,0,2,5,40.0,3,15,10,5,12,15,43,0,Matches
Paulão,br BRA,DF,32.0,11.2,11,8,10,1,0,3,8,37.5,5,13,12,1,10,21,78,1,Matches
Jackson de Souza,br BRA,DF,28.0,10.1,3,2,3,0,0,1,3,33.3,2,5,5,0,14,17,50,0,Matches
Kieza,br BRA,FW,32.0,13.0,11,8,5,5,1,3,13,23.1,10,11,2,9,3,14,16,0,Matches
Felipe Araruna,br BRA,MF,22.0,6.9,14,8,9,5,0,7,13,53.8,6,3,2,1,10,24,8,1,Matches
Marcelo Boeck,br BRA,GK,34.0,6.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,0,Matches
Marcinho,br BRA,"MF,FW",23.0,5.2,9,6,2,6,1,4,5,80.0,1,4,1,3,3,12,0,0,Matches
Felipe Pires,br BRA,"FW,MF",23.0,6.0,4,2,1,3,0,0,7,0.0,7,4,0,4,0,4,5,0,Matches
Júnior Santos,br BRA,FW,24.0,3.8,7,4,1,4,2,2,8,25.0,6,1,0,1,2,9,6,0,Matches
Marlon,br BRA,"MF,FW",28.0,6.4,22,12,12,6,4,11,33,33.3,22,9,1,8,4,26,7,0,Matches
Nathan Otávio Ribeiro,br BRA,DF,28.0,3.4,4,4,3,0,1,2,6,33.3,4,1,0,1,3,7,10,1,Matches
Mariano Vázquez,ar ARG,"MF,FW",26.0,3.2,9,7,6,2,1,2,7,28.6,5,3,0,3,2,11,0,0,Matches
Paulo Roberto,br BRA,MF,31.0,2.8,7,3,3,2,2,3,11,27.3,8,3,2,1,1,8,5,0,Matches
Nenê Bonilha,br BRA,"MF,FW",26.0,2.9,4,2,2,2,0,1,2,50.0,1,2,0,2,2,6,2,0,Matches
Dodô,br BRA,"MF,FW",24.0,1.8,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,Matches
Matheus de Vargas,br BRA,MF,22.0,1.0,2,1,0,1,1,0,1,0.0,1,2,0,2,0,2,0,0,Matches
Matheus Alessandro,br BRA,"FW,MF",22.0,1.5,2,1,1,1,0,0,3,0.0,3,1,0,1,2,4,1,0,Matches
Derley,br BRA,"MF,DF",32.0,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Adalberto,br BRA,DF,31.0,0.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,Matches
Squad Total,,,28.1,38.0,482,323,272,179,31,180,515,35.0,335,276,106,170,323,805,913,11,
Opponent Total,,,27.3,38.0,512,345,206,246,60,219,577,38.0,358,263,92,171,312,824,585,8,
