Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2022-04-07,19:00,Libertadores,Group stage,Thu,Home,L,1,2,cl Colo-Colo,1.9,1.3,56,,Titi,3-5-2,4-2-3-1,Andrés Cunha,Match Report,
2022-04-10,18:00,Série A,Matchweek 1,Sun,Home,L,0,1,Cuiabá,1.4,0.4,65,18279.0,Guilherme Tinga,3-5-2,4-4-2,Felipe Fernandes de Lima,Match Report,
2022-04-13,21:00,Libertadores,Group stage,Wed,Away,L,0,2,ar River Plate,0.9,2.7,35,,Guilherme Tinga,3-4-1-2,4-1-3-2,Andrés Matonte,Match Report,
2022-04-17,18:00,Série A,Matchweek 2,Sun,Away,L,1,2,Internacional,0.8,1.7,48,31783.0,Titi,3-5-2,4-3-3,Flavio Rodrigues De Souza,Match Report,
2022-04-27,19:00,Libertadores,Group stage,Wed,Home,W,2,1,pe Alianza Lima,2.0,0.4,52,32557.0,Titi,3-4-1-2,4-1-4-1,Carlos Betancourt,Match Report,
2022-05-01,16:00,Série A,Matchweek 4,Sun,Away,L,0,1,Corinthians,0.9,0.6,45,37018.0,Guilherme Tinga,3-4-1-2,4-3-3,Savio Pereira,Match Report,
2022-05-05,19:00,Libertadores,Group stage,Thu,Home,D,1,1,ar River Plate,1.4,2.2,49,,Guilherme Tinga,3-4-1-2,4-3-3,Esteban Ostojich,Match Report,
2022-05-08,19:00,Série A,Matchweek 5,Sun,Home,D,1,1,São Paulo,0.7,0.3,54,25518.0,Titi,3-4-1-2,4-1-4-1,Ramon Abatti Abel,Match Report,
2022-05-15,18:00,Série A,Matchweek 6,Sun,Away,L,1,3,Botafogo (RJ),1.3,1.3,38,23616.0,Guilherme Tinga,3-4-1-2,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,
2022-05-18,21:00,Libertadores,Group stage,Wed,Away,W,2,0,pe Alianza Lima,2.3,1.0,43,,Guilherme Tinga,3-4-1-2,4-4-2,Franklin Congo,Match Report,
2022-05-22,16:00,Série A,Matchweek 7,Sun,Home,L,0,1,Fluminense,1.7,1.1,63,37507.0,Titi,3-4-1-2,4-4-1-1,Anderson Daronco,Match Report,
2022-05-25,18:00,Libertadores,Group stage,Wed,Away,W,4,3,cl Colo-Colo,1.8,1.8,35,,Guilherme Tinga,3-4-1-2,4-2-3-1,Esteban Ostojich,Match Report,
2022-05-28,20:30,Série A,Matchweek 8,Sat,Home,D,1,1,Juventude,0.8,1.1,62,22466.0,Guilherme Tinga,4-2-3-1,4-4-2,André Luiz de Freitas Castro,Match Report,
2022-06-01,20:30,Série A,Matchweek 3,Wed,Home,L,0,1,Ceará,0.7,2.0,42,37372.0,Titi,3-4-1-2,4-3-3,Braulio da Silva Machado,Match Report,
2022-06-05,16:00,Série A,Matchweek 9,Sun,Away,W,2,1,Flamengo,2.2,1.9,36,63975.0,Titi,3-4-3,4-3-3,Leandro Pedro Vuaden,Match Report,
2022-06-09,20:00,Série A,Matchweek 10,Thu,Home,D,1,1,Goiás,1.2,0.5,51,30017.0,Yago Pikachu,3-4-1-2,5-4-1,Bruno Arleu de Araujo,Match Report,
2022-06-12,19:00,Série A,Matchweek 11,Sun,Home,D,0,0,Ath Paranaense,1.4,0.3,63,18167.0,Titi,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2022-06-16,19:00,Série A,Matchweek 12,Thu,Away,L,2,3,Avaí,0.3,3.1,50,8937.0,Titi,4-4-1-1,4-1-4-1,Raphael Claus,Match Report,
2022-06-19,18:00,Série A,Matchweek 13,Sun,Home,W,1,0,América (MG),1.8,1.1,50,17709.0,Titi,3-4-3,4-1-4-1,Leandro Pedro Vuaden,Match Report,
2022-06-25,21:00,Série A,Matchweek 14,Sat,Away,L,2,3,Atlético Mineiro,0.8,1.0,34,30003.0,Titi,3-4-3,3-4-3,Jean Pierre Goncalves Lima,Match Report,
2022-06-30,21:30,Libertadores,Round of 16,Thu,Home,D,1,1,ar Estudiantes–LP,0.8,0.9,58,,Titi,3-4-3,5-4-1,Andrés Matonte,Match Report,Leg 1 of 2
2022-07-03,18:00,Série A,Matchweek 15,Sun,Away,L,1,2,Coritiba,1.6,1.0,62,18655.0,Titi,3-4-1-2,4-2-3-1,Felipe Fernandes de Lima,Match Report,
2022-07-07,21:30,Libertadores,Round of 16,Thu,Away,L,0,3,ar Estudiantes–LP,0.1,2.0,40,19942.0,Titi,3-4-3,5-3-2,Esteban Ostojich,Match Report,Leg 2 of 2; Estudiantes–LP won
2022-07-10,18:00,Série A,Matchweek 16,Sun,Home,D,0,0,Palmeiras,1.0,1.1,40,24888.0,Titi,3-4-1-2,4-2-3-1,Wilton Sampaio,Match Report,
