Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Juan Quintero,co COL,DF,23.0,36.8,5,0,0,18,11,0,3,43,14,0,1,0,108,54,38,58.7,Matches
Felipe Alves Raymundo,br BRA,GK,30.0,31.4,4,0,0,1,2,0,0,1,0,0,1,0,29,13,1,92.9,Matches
Juninho,br BRA,MF,32.0,30.2,5,0,0,57,28,0,155,26,39,0,1,1,192,16,32,33.3,Matches
Felipe,br BRA,MF,24.0,29.6,12,0,0,57,32,0,3,41,52,0,0,0,196,26,17,60.5,Matches
Romarinho,br BRA,"MF,FW",24.0,25.3,1,0,0,18,75,3,39,6,12,1,0,0,125,6,33,15.4,Matches
Wellington Paulista,br BRA,FW,34.0,27.0,7,0,0,60,48,13,16,4,7,1,0,0,58,40,59,40.4,Matches
Carlinhos,br BRA,DF,32.0,27.0,9,1,1,48,23,2,68,40,26,0,1,0,135,58,45,56.3,Matches
Gabriel Dias,br BRA,"DF,MF",24.0,24.6,11,1,1,35,37,3,44,16,39,1,0,0,70,76,40,65.5,Matches
Osvaldo,br BRA,"FW,MF",31.0,19.1,3,1,0,26,23,2,51,20,21,0,0,0,91,7,13,35.0,Matches
Edinho,br BRA,"FW,MF",24.0,19.4,1,0,0,15,48,2,57,4,6,1,0,0,96,8,27,22.9,Matches
Guilherme Tinga,br BRA,DF,25.0,20.3,0,0,0,11,6,0,63,35,20,0,0,0,90,56,40,58.3,Matches
André Luis,br BRA,"FW,MF",21.0,15.4,4,0,0,17,49,5,15,7,6,2,0,0,51,5,26,16.1,Matches
Bruno Melo,br BRA,DF,26.0,13.1,3,1,1,13,15,1,9,10,11,0,0,0,41,32,17,65.3,Matches
Roger Carvalho,br BRA,DF,32.0,10.9,0,0,0,5,3,0,1,12,2,0,2,0,33,18,19,48.6,Matches
Paulão,br BRA,DF,32.0,11.2,3,1,1,8,4,0,0,10,8,0,0,0,35,30,17,63.8,Matches
Jackson de Souza,br BRA,DF,28.0,10.1,2,0,0,10,10,1,0,14,2,0,0,0,37,24,19,55.8,Matches
Kieza,br BRA,FW,32.0,13.0,2,0,0,30,27,3,1,3,8,0,0,0,22,62,70,47.0,Matches
Felipe Araruna,br BRA,MF,22.0,6.9,1,0,0,4,5,0,5,10,8,0,0,0,38,5,7,41.7,Matches
Marcelo Boeck,br BRA,GK,34.0,6.6,1,0,0,0,1,0,0,0,0,0,0,0,6,4,1,80.0,Matches
Marcinho,br BRA,"MF,FW",23.0,5.2,2,0,0,5,9,3,3,3,6,0,0,0,19,3,3,50.0,Matches
Felipe Pires,br BRA,"FW,MF",23.0,6.0,0,0,0,6,14,1,9,0,2,0,0,0,27,2,3,40.0,Matches
Júnior Santos,br BRA,FW,24.0,3.8,0,0,0,5,2,2,0,2,4,0,0,0,12,7,15,31.8,Matches
Marlon,br BRA,"MF,FW",28.0,6.4,4,0,0,15,11,1,15,4,12,0,0,0,36,2,10,16.7,Matches
Nathan Otávio Ribeiro,br BRA,DF,28.0,3.4,2,1,1,3,1,0,1,3,4,0,0,0,12,2,2,50.0,Matches
Mariano Vázquez,ar ARG,"MF,FW",26.0,3.2,1,0,0,11,14,0,6,2,7,0,0,0,16,2,2,50.0,Matches
Paulo Roberto,br BRA,MF,31.0,2.8,0,0,0,4,7,0,0,1,3,0,0,0,15,0,2,0.0,Matches
Nenê Bonilha,br BRA,"MF,FW",26.0,2.9,1,0,0,6,4,0,10,2,2,0,0,0,17,2,1,66.7,Matches
Dodô,br BRA,"MF,FW",24.0,1.8,0,0,0,1,3,0,7,1,0,0,0,0,7,6,1,85.7,Matches
Matheus de Vargas,br BRA,MF,22.0,1.0,0,0,0,3,4,0,1,0,1,0,0,0,7,0,1,0.0,Matches
Matheus Alessandro,br BRA,"FW,MF",22.0,1.5,0,0,0,2,6,0,2,2,1,1,0,0,11,0,4,0.0,Matches
Derley,br BRA,"MF,DF",32.0,0.7,1,0,0,1,1,0,0,0,0,0,0,0,4,0,1,0.0,Matches
Adalberto,br BRA,DF,31.0,0.5,1,0,0,1,0,0,0,1,0,0,1,0,3,3,1,75.0,Matches
Squad Total,,,28.1,38.0,86,6,5,496,523,42,584,323,323,7,7,1,1639,569,567,50.1,
Opponent Total,,,27.3,38.0,94,7,6,565,456,58,848,312,345,6,9,2,1675,567,569,49.9,
