Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
João Ricardo Riedi,br BRA,GK,35.0,38,38,3420,38.0,39,1.03,195,156,82.6,19,11,8,13,34.2,5,5,0,0,0.0,Matches
Squad Total,,,29.8,38,38,3420,38.0,39,1.03,195,156,82.6,19,11,8,13,34.2,5,5,0,0,0.0,
Opponent Total,,,27.3,38,38,3420,38.0,53,1.39,146,93,65.8,8,11,19,7,18.4,5,3,2,0,40.0,
