Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Juan Quintero,co COL,DF,23.0,36.8,2005,293,885,1096,31,14,2005,3,3,100.0,0,0.0,1139,7373,5706,37,6,1,8,2,1387,4,Matches
Felipe Alves Raymundo,br BRA,GK,30.0,31.4,1460,1011,1407,53,0,0,1460,5,5,100.0,0,0.0,755,5093,3596,0,1,1,2,0,755,0,Matches
Juninho,br BRA,MF,32.0,30.2,2142,58,384,1350,428,6,2140,40,30,75.0,10,25.0,1091,4803,2259,21,28,0,21,29,1407,39,Matches
Felipe,br BRA,MF,24.0,29.6,1702,65,350,1140,230,4,1702,40,33,82.5,7,17.5,979,5540,3018,41,36,1,34,22,1147,33,Matches
Romarinho,br BRA,"MF,FW",24.0,25.3,921,5,114,459,377,53,921,126,81,64.3,45,35.7,704,5257,3092,110,64,30,61,56,736,157,Matches
Wellington Paulista,br BRA,FW,34.0,27.0,599,32,87,292,226,71,594,18,12,66.7,6,33.3,299,1072,363,9,10,3,46,14,402,80,Matches
Carlinhos,br BRA,DF,32.0,27.0,1379,114,404,665,333,34,1379,23,13,56.5,10,43.5,606,3350,2068,50,42,1,20,8,691,109,Matches
Gabriel Dias,br BRA,"DF,MF",24.0,24.6,1002,113,335,445,231,33,1002,8,4,50.0,4,50.0,354,1680,730,19,15,3,21,5,470,88,Matches
Osvaldo,br BRA,"FW,MF",31.0,19.1,717,15,124,306,321,67,717,74,42,56.8,32,43.2,511,4199,2303,84,58,23,58,33,525,131,Matches
Edinho,br BRA,"FW,MF",24.0,19.4,744,19,89,353,320,30,744,69,41,59.4,28,40.6,512,3285,1722,55,45,11,40,30,581,138,Matches
Guilherme Tinga,br BRA,DF,25.0,20.3,1164,80,311,553,315,29,1164,22,19,86.4,3,13.6,486,2807,1542,39,36,4,15,8,607,84,Matches
