Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Felipe Alves Raymundo,br BRA,GK,31.0,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
David,br BRA,"FW,MF",24.0,29.6,7,49,19,38.8,1.66,0.64,0.14,0.37,15.3,0,0,0,8.4,8.4,0.17,-1.4,-1.4,Matches
Felipe,br BRA,MF,25.0,29.9,1,23,5,21.7,0.77,0.17,0.04,0.2,28.1,0,0,0,0.7,0.7,0.03,0.3,0.3,Matches
Juninho,br BRA,MF,33.0,30.4,3,41,7,17.1,1.35,0.23,0.0,0.0,30.7,14,3,4,4.9,1.7,0.04,-1.9,-1.7,Matches
Romarinho,br BRA,"FW,MF",25.0,28.7,4,49,15,30.6,1.71,0.52,0.08,0.27,20.4,0,0,0,3.4,3.4,0.07,0.6,0.6,Matches
Paulão,br BRA,DF,33.0,30.2,0,13,3,23.1,0.43,0.1,0.0,0.0,10.7,0,0,0,1.5,1.5,0.11,-1.5,-1.5,Matches
Osvaldo,br BRA,"FW,MF",32.0,21.9,1,31,11,35.5,1.41,0.5,0.03,0.09,20.9,0,0,1,2.8,2.0,0.06,-1.8,-1.0,Matches
Wellington Paulista,br BRA,FW,35.0,21.8,9,43,15,34.9,1.98,0.69,0.16,0.47,15.4,0,2,3,9.2,6.8,0.16,-0.2,0.2,Matches
Gabriel Dias,br BRA,DF,25.0,21.8,1,17,5,29.4,0.78,0.23,0.06,0.2,13.6,0,0,0,1.8,1.8,0.1,-0.8,-0.8,Matches
Guilherme Tinga,br BRA,"DF,FW",26.0,20.4,0,14,3,21.4,0.68,0.15,0.0,0.0,17.8,1,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
