Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Juninho Capixaba,br BRA,DF,24.0,34,32,2906.0,32.3,3.0,4.0,7.0,3.0,0.0,0.0,8.0,0.0,2.0,2.0,3.7,5.8,97.0,169.0,175.0,0.09,0.12,0.22,0.09,0.22,0.06,0.12,0.18,0.06,0.18,Matches
Titi,br BRA,DF,33.0,34,32,2796.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,30.0,91.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Marcelo,br BRA,DF,26.0,31,29,2612.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.8,1.8,4.0,60.0,7.0,0.0,0.03,0.03,0.0,0.03,0.03,0.03,0.06,0.03,0.06,Matches
Moises,br BRA,"FW,MF",25.0,37,27,2250.0,25.0,7.0,3.0,10.0,7.0,0.0,0.0,0.0,0.0,6.2,6.2,2.4,8.6,89.0,66.0,183.0,0.28,0.12,0.4,0.28,0.4,0.25,0.1,0.35,0.25,0.35,Matches
Emanuel Brítez,ar ARG,DF,29.0,20,20,1800.0,20.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,1.2,2.0,4.0,39.0,16.0,0.05,0.15,0.2,0.05,0.2,0.04,0.06,0.1,0.04,0.1,Matches
Fernando Miguel,br BRA,GK,36.0,20,20,1800.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
José Welison,br BRA,MF,26.0,27,19,1723.0,19.1,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.0,0.9,0.9,1.8,15.0,90.0,35.0,0.1,0.0,0.1,0.1,0.1,0.05,0.04,0.09,0.05,0.09,Matches
Romarinho,br BRA,"FW,MF",27.0,26,17,1310.0,14.6,3.0,4.0,7.0,3.0,0.0,0.0,4.0,1.0,2.0,2.0,1.4,3.4,48.0,36.0,124.0,0.21,0.27,0.48,0.21,0.48,0.14,0.09,0.23,0.14,0.23,Matches
Robson,br BRA,"FW,MF",30.0,29,16,1448.0,16.1,4.0,4.0,8.0,4.0,0.0,1.0,6.0,0.0,5.7,4.9,2.7,7.6,24.0,38.0,113.0,0.25,0.25,0.5,0.25,0.5,0.35,0.17,0.52,0.3,0.47,Matches
Thiago Galhardo,br BRA,"FW,MF",32.0,19,15,1346.0,15.0,7.0,1.0,8.0,7.0,0.0,1.0,5.0,0.0,5.5,4.8,1.4,6.1,22.0,41.0,71.0,0.47,0.07,0.53,0.47,0.53,0.37,0.09,0.46,0.32,0.41,Matches
Lucas Sasha,br BRA,MF,31.0,19,15,1270.0,14.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.2,0.9,8.0,53.0,21.0,0.07,0.0,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07,Matches
Guilherme Tinga,br BRA,DF,28.0,17,14,1175.0,13.1,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,1.0,1.6,15.0,51.0,26.0,0.0,0.15,0.15,0.0,0.15,0.05,0.07,0.13,0.05,0.13,Matches
Lucas Crispim,br BRA,"DF,MF",27.0,23,14,1170.0,13.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,1.3,1.7,14.0,57.0,52.0,0.08,0.08,0.15,0.08,0.15,0.03,0.1,0.13,0.03,0.13,Matches
Yago Pikachu,br BRA,"DF,MF",29.0,14,13,1206.0,13.4,4.0,0.0,4.0,3.0,1.0,2.0,3.0,0.0,2.7,2.3,1.5,3.8,17.0,53.0,95.0,0.3,0.0,0.3,0.22,0.22,0.2,0.11,0.31,0.17,0.29,Matches
Marcelo Boeck,br BRA,GK,37.0,13,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Lima,br BRA,"MF,FW",31.0,22,13,1168.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,3.1,3.7,31.0,80.0,97.0,0.0,0.15,0.15,0.0,0.15,0.05,0.24,0.28,0.05,0.28,Matches
Silvio Romero,ar ARG,FW,33.0,30,13,1158.0,12.9,2.0,3.0,5.0,2.0,0.0,1.0,1.0,0.0,4.6,3.8,3.2,7.1,14.0,24.0,59.0,0.16,0.23,0.39,0.16,0.39,0.36,0.25,0.61,0.3,0.55,Matches
Ronald,br BRA,"MF,FW",24.0,20,13,1049.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.7,1.0,26.0,47.0,25.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,Matches
Hércules,br BRA,"MF,FW",21.0,28,12,1367.0,15.2,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,2.2,2.2,1.0,3.2,18.0,70.0,40.0,0.26,0.07,0.33,0.26,0.33,0.15,0.07,0.21,0.15,0.21,Matches
Brayan Ceballos,co COL,DF,20.0,16,12,1075.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.3,1.3,0.2,1.4,9.0,34.0,13.0,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.12,0.11,0.12,Matches
Caio Alexandre,br BRA,MF,22.0,12,11,994.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.8,0.8,0.4,1.1,28.0,69.0,16.0,0.09,0.0,0.09,0.09,0.09,0.07,0.03,0.1,0.07,0.1,Matches
Felipe,br BRA,MF,27.0,12,11,880.0,9.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.3,0.3,0.5,0.8,12.0,65.0,12.0,0.0,0.1,0.1,0.0,0.1,0.03,0.05,0.09,0.03,0.09,Matches
Pedro Rocha Neves,br BRA,"FW,MF",27.0,13,8,695.0,7.7,3.0,4.0,7.0,2.0,1.0,1.0,1.0,0.0,2.2,1.4,2.1,3.4,19.0,21.0,44.0,0.39,0.52,0.91,0.26,0.78,0.29,0.27,0.56,0.18,0.44,Matches
Jussa,br BRA,"MF,DF",25.0,12,7,629.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,1.0,8.0,38.0,15.0,0.0,0.14,0.14,0.0,0.14,0.03,0.11,0.14,0.03,0.14,Matches
Anthony Landazuri,ec ECU,DF,24.0,7,6,521.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,10.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches
Max Walef,br BRA,GK,28.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus de Vargas,br BRA,MF,25.0,11,5,418.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.3,1.2,18.0,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.19,0.06,0.26,0.19,0.26,Matches
