Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Guilherme Tinga,br BRA,DF,27.0,36,34,3100.0,34.4,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.9,1.9,2.2,4.1,80.0,235.0,67.0,0.03,0.06,0.09,0.03,0.09,0.05,0.06,0.12,0.05,0.12,Matches
Marcelo,br BRA,DF,25.0,34,34,3060.0,34.0,4.0,0.0,4.0,4.0,0.0,0.0,7.0,0.0,1.6,1.6,0.1,1.8,10.0,66.0,6.0,0.12,0.0,0.12,0.12,0.12,0.05,0.0,0.05,0.05,0.05,Matches
Titi,br BRA,DF,32.0,34,34,3001.0,33.3,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,2.1,2.1,0.9,3.0,32.0,118.0,10.0,0.06,0.03,0.09,0.06,0.09,0.06,0.03,0.09,0.06,0.09,Matches
Yago Pikachu,br BRA,DF,28.0,34,33,2868.0,31.9,9.0,5.0,14.0,7.0,2.0,3.0,6.0,0.0,7.4,4.9,5.5,10.5,40.0,119.0,211.0,0.28,0.16,0.44,0.22,0.38,0.23,0.17,0.41,0.16,0.33,Matches
Éderson,br BRA,MF,21.0,34,29,2623.0,29.1,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,2.7,2.7,1.9,4.6,34.0,105.0,65.0,0.03,0.07,0.1,0.03,0.1,0.09,0.07,0.16,0.09,0.16,Matches
Robson,br BRA,FW,29.0,34,27,2164.0,24.0,10.0,1.0,11.0,10.0,0.0,0.0,7.0,0.0,8.5,8.5,2.8,11.3,36.0,38.0,199.0,0.42,0.04,0.46,0.42,0.46,0.35,0.12,0.47,0.35,0.47,Matches
Lucas Crispim,br BRA,DF,26.0,26,23,1960.0,21.8,1.0,7.0,8.0,1.0,0.0,1.0,4.0,0.0,2.4,1.6,3.9,5.5,48.0,108.0,87.0,0.05,0.32,0.37,0.05,0.37,0.11,0.18,0.29,0.07,0.25,Matches
David,br BRA,FW,25.0,32,23,1937.0,21.5,5.0,2.0,7.0,5.0,0.0,0.0,5.0,1.0,6.4,6.4,3.1,9.5,68.0,48.0,196.0,0.23,0.09,0.33,0.23,0.33,0.3,0.14,0.44,0.3,0.44,Matches
Felipe,br BRA,MF,26.0,28,22,1824.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.7,0.7,0.9,1.6,44.0,137.0,26.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches
Matheus de Vargas,br BRA,MF,24.0,31,21,1690.0,18.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.7,3.7,2.3,6.0,38.0,76.0,92.0,0.05,0.0,0.05,0.05,0.05,0.2,0.12,0.32,0.2,0.32,Matches
Jussa,br BRA,"MF,DF",24.0,24,20,1761.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.6,0.6,0.8,1.4,15.0,80.0,25.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches
Felipe Alves Raymundo,br BRA,GK,32.0,20,20,1755.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcelo Boeck,br BRA,GK,36.0,19,18,1665.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ronald,br BRA,MF,23.0,23,15,1384.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.7,0.7,0.8,1.5,31.0,64.0,33.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches
Bruno Melo,br BRA,DF,28.0,21,12,1110.0,12.3,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.7,0.9,0.9,1.8,11.0,31.0,52.0,0.08,0.0,0.08,0.08,0.08,0.14,0.08,0.21,0.07,0.15,Matches
Lucas Lima,br BRA,MF,30.0,17,11,996.0,11.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,2.3,3.1,29.0,89.0,55.0,0.09,0.09,0.18,0.09,0.18,0.07,0.21,0.28,0.07,0.28,Matches
Romarinho,br BRA,"FW,MF",26.0,31,9,1081.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.4,2.1,45.0,49.0,94.0,0.0,0.08,0.08,0.0,0.08,0.06,0.11,0.17,0.06,0.17,Matches
