Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Felipe Alves Raymundo,br BRA,GK,31.0,37.0,44,4,2,4,1,45.7,0.27,2.7,0.07,296,598,49.5,1181,85,39.7,35.1,238,54.2,39.4,547,12,2.2,17,0.46,13.7,Matches
Max Walef,br BRA,GK,26.0,1.0,0,0,0,0,0,0.9,0.29,0.9,0.88,6,25,24.0,51,2,39.2,34.0,7,71.4,51.4,22,0,0.0,0,0.0,3.5,Matches
Squad Total,,,28.9,38.0,44,4,2,4,1,46.6,0.27,3.6,0.09,302,623,48.5,1169,87,41.7,,308,43.8,32.6,569,12,2.1,17,0.45,,
Opponent Total,,,26.4,38.0,34,5,0,3,1,37.8,0.25,4.8,0.13,120,369,32.5,706,121,35.4,34.9,256,46.5,39.4,473,12,2.5,19,0.5,13.7,
