Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Cássio,br BRA,GK,29.0,35.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Jô,br BRA,FW,29.0,33.5,18,80,42,52.5,2.39,1.25,0.21,0.4,,1,2,Matches
Gabriel,br BRA,MF,24.0,29.0,1,12,6,50.0,0.41,0.21,0.08,0.17,,0,0,Matches
Fabián Balbuena,py PAR,DF,25.0,31.6,4,16,6,37.5,0.51,0.19,0.25,0.67,,0,0,Matches
Guilherme Arana,br BRA,"DF,MF",19.0,31.4,2,21,4,19.0,0.67,0.13,0.1,0.5,,0,0,Matches
Rodriguinho Marinho,br BRA,"FW,MF",28.0,31.0,3,92,26,28.3,2.97,0.84,0.03,0.12,,0,0,Matches
Maycon,br BRA,MF,19.0,30.8,1,39,9,23.1,1.27,0.29,0.03,0.11,,0,0,Matches
Fagner,br BRA,DF,27.0,31.0,0,14,2,14.3,0.45,0.06,0.0,0.0,,0,0,Matches
Ángel Romero,py PAR,"FW,MF",24.0,27.5,3,37,19,51.4,1.35,0.69,0.08,0.16,,0,0,Matches
Jádson,br BRA,MF,33.0,21.4,6,38,12,31.6,1.77,0.56,0.11,0.33,,2,2,Matches
Pablo,br BRA,DF,25.0,22.4,0,20,3,15.0,0.89,0.13,0.0,0.0,,0,0,Matches
Pedro Henrique,br BRA,DF,21.0,20.6,1,9,3,33.3,0.44,0.15,0.11,0.33,,0,0,Matches
Clayson,br BRA,"FW,MF",21.0,15.0,4,29,10,34.5,1.93,0.67,0.1,0.3,,1,1,Matches
Marquinhos Gabriel,br BRA,"FW,MF",26.0,12.6,3,22,10,45.5,1.74,0.79,0.14,0.3,,0,0,Matches
Guilherme Camacho,br BRA,MF,26.0,10.4,0,6,1,16.7,0.58,0.1,0.0,0.0,,0,0,Matches
Colin Kazim-Richards,tr TUR,"FW,MF",30.0,4.5,1,12,4,33.3,2.69,0.9,0.08,0.25,,0,0,Matches
Paulo Roberto,br BRA,MF,29.0,4.4,0,1,1,100.0,0.23,0.23,0.0,0.0,,0,0,Matches
Léo Príncipe,br BRA,DF,20.0,4.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Giovanni Augusto,br BRA,MF,27.0,4.6,1,9,4,44.4,1.94,0.86,0.11,0.25,,0,0,Matches
Moisés,br BRA,DF,21.0,3.3,0,1,0,0.0,0.3,0.0,0.0,,,0,0,Matches
Marciel,br BRA,MF,21.0,2.9,0,2,0,0.0,0.69,0.0,0.0,,,0,0,Matches
Caíque França,br BRA,GK,21.0,2.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Fellipe Bastos,br BRA,MF,26.0,1.7,0,3,2,66.7,1.78,1.18,0.0,0.0,,0,0,Matches
Pedrinho,br BRA,"FW,MF",18.0,2.4,0,5,3,60.0,2.07,1.24,0.0,0.0,,0,0,Matches
Léo Santos,br BRA,DF,18.0,1.3,0,0,0,,0.0,0.0,,,,0,0,Matches
Rodrigo Figueiredo,br BRA,MF,20.0,1.1,0,2,1,50.0,1.89,0.95,0.0,0.0,,0,0,Matches
Walter,br BRA,GK,29.0,0.9,0,0,0,,0.0,0.0,,,,0,0,Matches
Danilo,br BRA,MF,37.0,0.4,0,0,0,,0.0,0.0,,,,0,0,Matches
Clayton,br BRA,"FW,MF",21.0,0.2,2,2,2,100.0,8.18,8.18,1.0,1.0,,0,0,Matches
Léo Jabá,br BRA,"FW,MF",18.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Carlinhos,br BRA,FW,19.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Guilherme Mantuan,br BRA,MF,19.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,25.7,38.0,50,472,170,36.0,12.42,4.47,0.1,0.27,,4,5,
Opponent Total,,,27.3,38.0,30,488,141,28.9,12.84,3.71,0.06,0.21,,1,4,
