Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Cássio,br BRA,GK,27.0,35,3105.0,89.0,90.8,34.5,35,89.0,34.0,0,,0,2.14,66.0,29.0,37.0,1.07,0.22,Matches
Gil,br BRA,DF,27.0,34,3060.0,90.0,89.5,34.0,34,90.0,34.0,0,,1,2.15,62.0,28.0,34.0,1.0,-0.5,Matches
Jádson,br BRA,MF,31.0,34,2961.0,87.0,86.6,32.9,34,87.0,23.0,0,,1,2.09,59.0,28.0,31.0,0.94,-0.82,Matches
Renato Augusto,br BRA,MF,26.0,30,2571.0,86.0,75.2,28.6,30,86.0,21.0,0,,1,2.13,55.0,24.0,31.0,1.09,0.13,Matches
Malcom,br BRA,"FW,MF",17.0,31,2432.0,78.0,71.1,27.0,29,80.0,11.0,2,52.0,1,2.29,49.0,20.0,29.0,1.07,0.07,Matches
Vágner Love,br BRA,FW,30.0,31,2355.0,76.0,68.9,26.2,28,81.0,10.0,3,31.0,5,2.16,47.0,16.0,31.0,1.18,0.42,Matches
Felipe,br BRA,DF,25.0,26,2331.0,90.0,68.2,25.9,26,90.0,25.0,0,,6,2.27,56.0,19.0,37.0,1.43,1.18,Matches
Fagner,br BRA,DF,25.0,26,2172.0,84.0,63.5,24.1,26,84.0,22.0,0,,3,2.04,44.0,23.0,21.0,0.87,-0.5,Matches
Elías,br BRA,MF,29.0,24,1970.0,82.0,57.6,21.9,23,85.0,16.0,1,5.0,3,2.29,42.0,15.0,27.0,1.23,0.43,Matches
Ralf,br BRA,MF,30.0,31,1963.0,63.0,57.4,21.8,21,85.0,16.0,10,17.0,5,2.26,44.0,20.0,24.0,1.1,0.11,Matches
Bruno Henrique,br BRA,MF,25.0,22,1609.0,73.0,47.0,17.9,19,81.0,9.0,3,22.0,3,2.05,31.0,14.0,17.0,0.95,-0.19,Matches
Uendel,br BRA,DF,26.0,19,1527.0,80.0,44.6,17.0,19,80.0,15.0,0,,8,2.11,33.0,9.0,24.0,1.41,0.65,Matches
Edu Dracena,br BRA,DF,33.0,16,1340.0,84.0,39.2,14.9,15,89.0,14.0,1,6.0,22,1.75,23.0,15.0,8.0,0.54,-0.85,Matches
Edílson Mendes,br BRA,DF,28.0,18,1322.0,73.0,38.7,14.7,12,90.0,12.0,6,40.0,14,2.11,34.0,11.0,23.0,1.57,0.84,Matches
Guilherme Arana,br BRA,"DF,MF",17.0,12,918.0,77.0,26.8,10.2,10,82.0,8.0,2,49.0,4,2.5,24.0,10.0,14.0,1.37,0.44,Matches
Stiven Mendoza,co COL,"FW,MF",22.0,10,578.0,58.0,16.9,6.4,6,80.0,3.0,4,24.0,8,1.9,6.0,5.0,1.0,0.16,-1.08,Matches
Ángel Romero,py PAR,"FW,MF",22.0,12,561.0,47.0,16.4,6.2,6,78.0,3.0,6,15.0,23,1.67,11.0,10.0,1.0,0.16,-1.07,Matches
Fábio Santos,br BRA,DF,29.0,6,540.0,90.0,15.8,6.0,6,90.0,6.0,0,,0,1.67,5.0,6.0,-1.0,-0.17,-1.45,Matches
Rodriguinho Marinho,br BRA,"FW,MF",26.0,12,531.0,44.0,15.5,5.9,6,75.0,1.0,6,14.0,16,2.08,14.0,5.0,9.0,1.53,0.56,Matches
Cristian Baroni,br BRA,MF,31.0,13,466.0,36.0,13.6,5.2,5,75.0,3.0,8,12.0,14,2.15,8.0,4.0,4.0,0.77,-0.32,Matches
Petros,br BRA,MF,25.0,8,441.0,55.0,12.9,4.9,5,70.0,2.0,3,30.0,0,1.63,2.0,4.0,-2.0,-0.41,-1.68,Matches
Yago,br BRA,DF,22.0,8,455.0,57.0,13.3,5.1,4,91.0,4.0,4,23.0,21,2.5,9.0,4.0,5.0,0.99,-0.07,Matches
Luciano,br BRA,"FW,MF",21.0,6,412.0,69.0,12.0,4.6,4,84.0,2.0,2,38.0,0,2.17,12.0,6.0,6.0,1.31,0.29,Matches
Danilo,br BRA,MF,35.0,29,613.0,21.0,17.9,6.8,3,77.0,1.0,26,15.0,9,2.03,19.0,4.0,15.0,2.2,1.4,Matches
Walter,br BRA,GK,27.0,4,315.0,79.0,9.2,3.5,3,90.0,3.0,1,45.0,34,2.25,5.0,2.0,3.0,0.86,-0.22,Matches
Marciel,br BRA,MF,19.0,4,235.0,59.0,6.9,2.6,3,70.0,1.0,1,25.0,18,2.0,5.0,5.0,0.0,0.0,-1.13,Matches
Lucca,br BRA,"FW,MF",24.0,10,278.0,28.0,8.1,3.1,2,79.0,1.0,8,15.0,1,2.4,13.0,4.0,9.0,2.91,2.03,Matches
Rildo,br BRA,"FW,MF",25.0,12,223.0,19.0,6.5,2.5,2,37.0,0.0,10,15.0,1,2.33,6.0,1.0,5.0,2.02,1.03,Matches
Paolo Guerrero,pe PER,FW,31.0,2,180.0,90.0,5.3,2.0,2,90.0,2.0,0,,0,2.0,1.0,0.0,1.0,0.5,-0.58,Matches
Emerson Sheik,qa QAT,FW,36.0,3,93.0,31.0,2.7,1.0,0,,0.0,3,30.0,0,2.33,1.0,0.0,1.0,0.97,-0.09,Matches
Lincom,br BRA,FW,30.0,3,35.0,12.0,1.0,0.4,0,,0.0,3,11.0,8,2.0,1.0,1.0,0.0,0.0,-1.06,Matches
Matheus Pereira da Silva,br BRA,MF,16.0,1,2.0,2.0,0.1,0.0,0,,0.0,1,1.0,24,3.0,0.0,0.0,0.0,0.0,-1.05,Matches
