Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Guilherme,br BRA,"FW,MF",27.0,26,16,1481.0,16.5,6.0,4.0,10.0,6.0,0.0,0.0,6.0,1.0,0.36,0.24,0.61,0.36,0.61,Matches
Marlone,br BRA,MF,23.0,24,15,1395.0,15.5,6.0,2.0,8.0,5.0,1.0,1.0,1.0,0.0,0.39,0.13,0.52,0.32,0.45,Matches
Vilson,br BRA,"DF,MF",27.0,14,14,1260.0,14.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches
Yago,br BRA,DF,23.0,15,14,1235.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Guilherme Camacho,br BRA,MF,25.0,17,13,1141.0,12.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.08,0.08,0.16,0.08,0.16,Matches
Cristian Baroni,br BRA,MF,32.0,14,12,938.0,10.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches
Pedro Henrique,br BRA,DF,20.0,13,11,1041.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luciano,br BRA,"FW,MF",22.0,15,10,853.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.11,0.11,0.21,0.11,0.21,Matches
Elías,br BRA,MF,30.0,10,8,697.0,7.7,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.13,0.13,0.26,0.13,0.26,Matches
Lucca,br BRA,"FW,MF",25.0,21,7,853.0,9.5,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.32,0.11,0.42,0.32,0.42,Matches
Felipe,br BRA,DF,26.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guilherme Arana,br BRA,"DF,MF",18.0,10,6,723.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
André,br BRA,FW,25.0,11,6,529.0,5.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.17,0.17,0.34,0.17,0.34,Matches
Willians,br BRA,MF,30.0,11,5,514.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Léo Príncipe,br BRA,DF,19.0,6,5,434.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.21,0.0,0.21,0.21,0.21,Matches
Gustavo,br BRA,FW,21.0,9,4,435.0,4.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches
Danilo,br BRA,MF,36.0,6,1,233.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39,Matches
Léo Santos,br BRA,DF,17.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marciel,br BRA,MF,20.0,3,1,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rildo,br BRA,"FW,MF",26.0,7,0,139.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.65,0.0,0.65,0.65,0.65,Matches
Caíque França,br BRA,GK,20.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Maycon,br BRA,MF,18.0,2,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Léo Jabá,br BRA,"FW,MF",17.0,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jean,br BRA,MF,21.0,2,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Warian Ameixa,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Carlinhos,br BRA,FW,18.0,0,0,,,,,,,,,,,,,,,,Matches
Vinicius Del Amore,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Guilherme Mantuan,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Matheus Caldeira Vidotto de Oliveira,br BRA,GK,21.0,0,0,,,,,,,,,,,,,,,,Matches
Bruno Paulo,br BRA,"FW,MF",25.0,0,0,,,,,,,,,,,,,,,,Matches
Isaac Prado,br BRA,FW,21.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.0,38,418,3420.0,38.0,47.0,40.0,87.0,44.0,3.0,4.0,83.0,5.0,1.24,1.05,2.29,1.16,2.21,
Opponent Total,,,27.0,38,418,3420.0,38.0,41.0,23.0,64.0,36.0,5.0,6.0,108.0,4.0,1.08,0.61,1.68,0.95,1.55,
