Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Gil,br BRA,DF,32.0,36.0,2,27,6,22.2,0.75,0.17,0.07,0.33,11.8,0,0,0,2.9,2.9,0.11,-0.9,-0.9,Matches
Cássio,br BRA,GK,32.0,34.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Fagner,br BRA,DF,30.0,30.9,2,21,8,38.1,0.68,0.26,0.05,0.13,22.1,1,1,1,2.1,1.3,0.06,-0.1,-0.3,Matches
Jô,br BRA,FW,32.0,23.5,6,39,19,48.7,1.66,0.81,0.15,0.32,12.4,0,0,1,7.1,6.3,0.17,-1.1,-0.3,Matches
Gabriel,br BRA,MF,27.0,22.4,2,18,5,27.8,0.8,0.22,0.11,0.4,18.8,0,0,0,1.9,1.9,0.11,0.1,0.1,Matches
Víctor Cantillo,co COL,MF,26.0,17.3,0,13,2,15.4,0.75,0.12,0.0,0.0,27.5,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Ramiro Benetti,br BRA,"MF,FW",26.0,20.0,1,31,11,35.5,1.55,0.55,0.03,0.09,20.4,0,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches
Fábio Santos,br BRA,DF,34.0,19.8,3,7,0,0.0,0.35,0.0,0.0,,23.4,0,3,3,2.6,0.3,0.04,0.4,-0.3,Matches
Rómulo Otero,ve VEN,"FW,MF",27.0,17.0,2,46,19,41.3,2.71,1.12,0.04,0.11,27.2,17,0,0,2.8,2.8,0.06,-0.8,-0.8,Matches
Gustavo Mosquito,br BRA,"FW,MF",22.0,14.3,5,30,15,50.0,2.1,1.05,0.17,0.33,14.8,0,0,0,4.0,4.0,0.13,1.0,1.0,Matches
Lucas Piton,br BRA,"DF,FW",19.0,14.8,0,10,1,10.0,0.68,0.07,0.0,0.0,21.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Léo Natel,br BRA,"FW,MF",22.0,14.6,4,38,14,36.8,2.6,0.96,0.11,0.29,21.5,1,0,0,3.3,3.3,0.09,0.7,0.7,Matches
Bruno Méndez,uy URU,DF,20.0,14.4,0,7,1,14.3,0.49,0.07,0.0,0.0,12.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Mateus Vital,br BRA,"FW,MF",21.0,13.5,4,27,17,63.0,2.0,1.26,0.15,0.24,19.0,0,0,0,2.2,2.2,0.08,1.8,1.8,Matches
Danilo Avelar,br BRA,DF,30.0,12.9,2,11,8,72.7,0.85,0.62,0.18,0.25,15.6,0,0,0,0.7,0.7,0.06,1.3,1.3,Matches
Ángelo Araos,cl CHI,MF,23.0,8.9,1,17,5,29.4,1.91,0.56,0.06,0.2,21.8,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
Luan Vieira,br BRA,"MF,FW",26.0,12.3,2,25,9,36.0,2.04,0.73,0.08,0.22,20.7,1,0,0,2.5,2.5,0.1,-0.5,-0.5,Matches
Juan Cazares,ec ECU,MF,27.0,12.1,2,26,9,34.6,2.15,0.75,0.08,0.22,25.4,2,0,0,1.5,1.5,0.06,0.5,0.5,Matches
Xavier,br BRA,MF,19.0,9.4,0,3,1,33.3,0.32,0.11,0.0,0.0,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Éderson,br BRA,MF,20.0,7.9,0,10,3,30.0,1.27,0.38,0.0,0.0,26.6,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Jemerson,br BRA,DF,27.0,6.9,0,3,1,33.3,0.43,0.14,0.0,0.0,13.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Marllon Borges,br BRA,DF,27.0,6.7,0,3,1,33.3,0.45,0.15,0.0,0.0,6.2,0,0,0,0.7,0.7,0.22,-0.7,-0.7,Matches
Budiga Roni,br BRA,"MF,FW",20.0,5.7,1,4,1,25.0,0.7,0.18,0.25,1.0,22.9,0,0,0,0.1,0.1,0.04,0.9,0.9,Matches
Michel,br BRA,DF,29.0,5.8,0,3,0,0.0,0.51,0.0,0.0,,14.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Sidcley,br BRA,DF,26.0,5.7,0,2,0,0.0,0.35,0.0,0.0,,14.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Guilherme Camacho,br BRA,MF,29.0,6.4,0,8,2,25.0,1.26,0.31,0.0,0.0,22.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Everaldo,br BRA,"FW,MF",25.0,5.4,2,14,4,28.6,2.58,0.74,0.14,0.5,23.1,0,0,0,0.7,0.7,0.05,1.3,1.3,Matches
Matheus Davó,br BRA,FW,20.0,2.9,2,6,3,50.0,2.1,1.05,0.33,0.67,13.4,0,0,0,2.3,2.3,0.38,-0.3,-0.3,Matches
Gustavo Mantuan,br BRA,"FW,MF",18.0,3.1,1,8,4,50.0,2.56,1.28,0.13,0.25,20.6,0,0,0,0.7,0.7,0.08,0.3,0.3,Matches
Walter,br BRA,GK,32.0,3.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mauro Boselli,ar ARG,"FW,MF",34.0,2.2,0,4,0,0.0,1.81,0.0,0.0,,13.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Ruan Oliveira Ferreira,br BRA,"FW,MF",19.0,1.2,0,2,1,50.0,1.67,0.83,0.0,0.0,17.8,1,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Jonathan Cafu,br BRA,"FW,MF",28.0,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gabriel Pereira,br BRA,"FW,MF",18.0,2.5,0,8,2,25.0,3.14,0.79,0.0,0.0,22.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Janderson,br BRA,FW,20.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Raul Bicalho,br BRA,DF,20.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.6,38.0,44,471,172,36.5,12.39,4.53,0.08,0.23,19.9,24,4,5,44.1,40.2,0.09,-0.1,-0.2,
Opponent Total,,,26.6,38.0,44,509,170,33.4,13.39,4.47,0.08,0.24,19.0,26,4,5,54.4,51.0,0.1,-10.4,-11.0,
