Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,MP,W,D,L,GF,GA,GD,Pts,Pts/MP
1,Corinthians,19,16,2,1,41,11,30,50,2.63,19,8,7,4,30,20,10,31,1.63
2,Atlético Mineiro,19,13,2,4,36,20,16,41,2.16,19,8,4,7,29,27,2,28,1.47
3,Grêmio,19,14,3,2,35,15,20,45,2.37,19,6,5,8,17,17,0,23,1.21
