Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Cássio,br BRA,GK,33.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gil,br BRA,DF,33.0,37,37,3330.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.1,1.1,0.6,1.7,3.0,53.0,1.0,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.04,0.03,0.04,Matches
João Victor,br BRA,DF,22.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.3,1.3,0.3,1.5,20.0,138.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,Matches
Fagner,br BRA,DF,31.0,35,35,3043.0,33.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.5,0.5,3.7,4.3,71.0,213.0,86.0,0.0,0.03,0.03,0.0,0.03,0.02,0.11,0.13,0.02,0.13,Matches
Fábio Santos,br BRA,DF,35.0,32,32,2880.0,32.0,3.0,3.0,6.0,0.0,3.0,3.0,4.0,0.0,2.7,0.3,1.4,1.8,45.0,197.0,70.0,0.09,0.09,0.19,0.0,0.09,0.08,0.04,0.13,0.01,0.05,Matches
Gabriel,br BRA,MF,28.0,31,29,2411.0,26.8,2.0,1.0,3.0,2.0,0.0,0.0,6.0,1.0,1.0,1.0,0.4,1.5,23.0,109.0,37.0,0.07,0.04,0.11,0.07,0.11,0.04,0.02,0.05,0.04,0.05,Matches
Jô,br BRA,FW,33.0,32,24,2147.0,23.9,7.0,4.0,11.0,6.0,1.0,1.0,0.0,0.0,7.2,6.4,2.6,9.0,16.0,39.0,114.0,0.29,0.17,0.46,0.25,0.42,0.3,0.11,0.41,0.27,0.38,Matches
Gustavo Mosquito,br BRA,"FW,MF",23.0,37,21,2066.0,23.0,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,4.1,4.1,2.5,6.6,109.0,48.0,272.0,0.09,0.13,0.22,0.09,0.22,0.18,0.11,0.29,0.18,0.29,Matches
Giuliano de Paula,br BRA,MF,30.0,21,21,1774.0,19.7,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,3.7,3.7,2.1,5.8,27.0,94.0,65.0,0.15,0.15,0.3,0.15,0.3,0.19,0.11,0.29,0.19,0.29,Matches
Roger Guedes,br BRA,"FW,MF",24.0,19,19,1679.0,18.7,7.0,2.0,9.0,6.0,1.0,1.0,3.0,0.0,4.7,3.9,2.1,6.0,58.0,82.0,161.0,0.38,0.11,0.48,0.32,0.43,0.25,0.11,0.37,0.21,0.32,Matches
Víctor Cantillo,co COL,MF,27.0,21,18,1441.0,16.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.4,0.4,2.0,2.4,13.0,110.0,11.0,0.12,0.06,0.19,0.12,0.19,0.02,0.13,0.15,0.02,0.15,Matches
Gabriel Pereira,br BRA,"FW,MF",19.0,21,17,1326.0,14.7,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.9,1.9,2.3,4.2,57.0,42.0,168.0,0.14,0.07,0.2,0.14,0.2,0.13,0.16,0.29,0.13,0.29,Matches
Renato Augusto,br BRA,"MF,FW",32.0,21,16,1483.0,16.5,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,2.7,2.7,1.2,3.9,36.0,113.0,113.0,0.24,0.06,0.3,0.24,0.3,0.17,0.07,0.24,0.17,0.24,Matches
Budiga Roni,br BRA,MF,21.0,21,14,1101.0,12.2,3.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,1.3,1.3,1.1,2.4,12.0,41.0,34.0,0.25,0.08,0.33,0.25,0.33,0.1,0.09,0.2,0.1,0.2,Matches
Du Queiroz,br BRA,"MF,DF",21.0,16,10,987.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.5,1.2,20.0,49.0,42.0,0.0,0.09,0.09,0.0,0.09,0.06,0.05,0.11,0.06,0.11,Matches
Mateus Vital,br BRA,"FW,MF",22.0,16,10,890.0,9.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.3,1.4,0.7,2.1,41.0,26.0,86.0,0.0,0.0,0.0,0.0,0.0,0.23,0.07,0.3,0.14,0.21,Matches
Vitinho,br BRA,"MF,FW",21.0,22,7,801.0,8.9,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,1.7,2.9,14.0,48.0,43.0,0.11,0.22,0.34,0.11,0.34,0.13,0.19,0.32,0.13,0.32,Matches
Luan Vieira,br BRA,"FW,MF",27.0,18,6,575.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.4,1.2,9.0,27.0,26.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.18,0.11,0.18,Matches
Adson,br BRA,"FW,MF",20.0,16,6,555.0,6.2,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.2,1.2,0.4,1.7,16.0,27.0,54.0,0.49,0.16,0.65,0.49,0.65,0.2,0.07,0.27,0.2,0.27,Matches
Lucas Piton,br BRA,DF,20.0,7,6,534.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,11.0,31.0,22.0,0.0,0.17,0.17,0.0,0.17,0.02,0.05,0.07,0.02,0.07,Matches
Willian,br BRA,"FW,MF",32.0,9,6,450.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.2,1.7,37.0,21.0,53.0,0.0,0.4,0.4,0.0,0.4,0.1,0.24,0.34,0.1,0.34,Matches
Raul Bicalho,br BRA,DF,21.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Ángelo Araos,cl CHI,"MF,FW",24.0,11,2,333.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.2,8.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
Xavier,br BRA,MF,20.0,16,2,290.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.2,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
Ramiro Benetti,br BRA,"MF,FW",27.0,6,2,231.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.2,1.2,0.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.4,0.08,0.48,0.4,0.48,Matches
Matheus Donelli,br BRA,GK,18.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guilherme Camacho,br BRA,MF,30.0,2,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marquinhos,br BRA,"FW,MF",24.0,10,0,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.9,5.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.12,0.3,0.42,0.12,0.42,Matches
Gustavo Mantuan,br BRA,"FW,MF",19.0,3,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Léo Natel,br BRA,"FW,MF",23.0,3,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,0.0,0.57,Matches
Felipe Augusto,br BRA,FW,16.0,3,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cauê,br BRA,FW,18.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
João Pedro,br BRA,DF,24.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus Alexandre,br BRA,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Lucas Belezi,br BRA,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Caíque França,br BRA,GK,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Jemerson,br BRA,DF,28.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Luis Mandaca,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Bruno Méndez,uy URU,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Reginaldo,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Léo Santos,br BRA,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Rodrigo Varanda,br BRA,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Guilherme Vicentini,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,28.3,38,418,3420.0,38.0,39.0,29.0,68.0,34.0,5.0,6.0,62.0,3.0,40.2,35.5,28.6,64.1,656.0,1554.0,1540.0,1.03,0.76,1.79,0.89,1.66,1.06,0.75,1.81,0.94,1.69,
Opponent Total,,,26.8,38,418,3420.0,38.0,36.0,24.0,60.0,33.0,3.0,3.0,73.0,6.0,37.0,35.0,26.4,61.4,665.0,1432.0,1419.0,0.95,0.63,1.58,0.87,1.5,0.97,0.69,1.67,0.92,1.62,
