Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2022-04-05,20:30,Libertadores,Group stage,Tue,Away,L,0,2,bo Always Ready,0.7,1.3,68,4536.0,Cássio,4-2-3-1,4-1-4-1,Piero Maza,Match Report,
2022-04-10,16:00,Série A,Matchweek 1,Sun,Away,W,3,1,Botafogo (RJ),2.1,1.5,44,36898.0,Cássio,4-3-3,4-3-3,Wilton Sampaio,Match Report,
2022-04-13,21:00,Libertadores,Group stage,Wed,Home,W,1,0,co AD Cali,1.5,0.4,63,37708.0,Cássio,4-3-3,4-4-1-1,Eber Aquino,Match Report,
2022-04-16,19:00,Série A,Matchweek 2,Sat,Home,W,3,0,Avaí,1.5,1.4,54,30497.0,Cássio,4-2-3-1,4-3-3,Bruno Arleu de Araujo,Match Report,
2022-04-23,19:00,Série A,Matchweek 3,Sat,Away,L,0,3,Palmeiras,0.2,1.5,56,23973.0,Paulinho,4-3-3,4-2-3-1,Anderson Daronco,Match Report,
2022-04-26,21:30,Libertadores,Group stage,Tue,Home,W,2,0,ar Boca Juniors,1.2,0.3,42,,Cássio,4-3-3,4-1-4-1,Andrés Matonte,Match Report,
2022-05-01,16:00,Série A,Matchweek 4,Sun,Home,W,1,0,Fortaleza,0.6,0.9,55,37018.0,Cássio,4-3-3,3-4-1-2,Savio Pereira,Match Report,
2022-05-04,19:00,Libertadores,Group stage,Wed,Away,D,0,0,co AD Cali,2.1,1.8,55,,Cássio,4-3-3,4-2-3-1,Andrés Cunha,Match Report,
2022-05-08,18:00,Série A,Matchweek 5,Sun,Away,W,1,0,RB Bragantino,0.2,0.5,42,9993.0,Cássio,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2022-05-14,19:00,Série A,Matchweek 6,Sat,Away,D,2,2,Internacional,1.7,2.1,52,18482.0,Cássio,4-3-1-2,4-4-1-1,Braulio da Silva Machado,Match Report,
2022-05-17,21:30,Libertadores,Group stage,Tue,Away,D,1,1,ar Boca Juniors,0.1,1.1,25,,Cássio,3-4-3,4-1-4-1,Christian Ferreyra,Match Report,
2022-05-22,16:00,Série A,Matchweek 7,Sun,Home,D,1,1,São Paulo,0.6,1.1,55,44672.0,Cássio,3-4-1-2,3-4-3,Wilton Sampaio,Match Report,
2022-05-26,21:00,Libertadores,Group stage,Thu,Home,D,1,1,bo Always Ready,2.2,0.4,67,,Gil,4-3-3,4-4-2,José Argote,Match Report,
2022-05-29,18:00,Série A,Matchweek 8,Sun,Home,D,1,1,América (MG),0.8,1.4,62,34922.0,Cássio,4-3-3,4-1-4-1,Anderson Daronco,Match Report,
2022-06-04,20:30,Série A,Matchweek 9,Sat,Away,W,1,0,Atl Goianiense,0.9,1.1,44,12089.0,Cássio,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2022-06-07,20:30,Série A,Matchweek 10,Tue,Away,L,0,1,Cuiabá,0.6,0.8,61,22129.0,Cássio,3-4-3,4-2-3-1,Marcelo de Lima Henrique,Match Report,
