Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Gil,br BRA,DF,32.0,36.0,1782,1693,88,85,0,15,3,3,0,0,0,0,1513,1,5,Matches
Cássio,br BRA,GK,32.0,34.9,1090,638,449,136,0,0,0,0,0,0,0,0,783,3,0,Matches
Fagner,br BRA,DF,30.0,30.9,1864,1376,484,69,1,20,182,346,69,0,63,4,1336,4,43,Matches
Jô,br BRA,FW,32.0,23.5,554,506,48,1,0,1,8,0,0,0,0,0,400,0,7,Matches
Gabriel,br BRA,MF,27.0,22.4,1272,1233,39,35,1,16,11,3,0,0,0,0,1077,0,21,Matches
Víctor Cantillo,co COL,MF,26.0,17.3,990,960,27,20,2,23,2,7,0,0,0,0,872,3,11,Matches
Ramiro Benetti,br BRA,"MF,FW",26.0,20.0,1120,1076,38,16,0,10,30,21,1,0,0,0,858,6,23,Matches
Fábio Santos,br BRA,DF,34.0,19.8,1075,862,211,30,0,5,35,181,0,0,0,0,864,2,18,Matches
Rómulo Otero,ve VEN,"FW,MF",27.0,17.0,594,485,107,41,1,4,103,8,58,32,19,3,435,2,16,Matches
Gustavo Mosquito,br BRA,"FW,MF",22.0,14.3,340,331,7,1,0,0,39,6,0,0,0,0,244,2,24,Matches
Lucas Piton,br BRA,"DF,FW",19.0,14.8,816,664,151,15,0,1,63,127,9,0,9,0,635,1,17,Matches
Léo Natel,br BRA,"FW,MF",22.0,14.6,471,445,24,1,1,2,54,6,4,3,0,1,305,2,26,Matches
Bruno Méndez,uy URU,DF,20.0,14.4,606,575,28,22,1,6,2,5,0,0,0,0,465,3,5,Matches
Mateus Vital,br BRA,"FW,MF",21.0,13.5,472,444,25,8,1,1,28,5,9,5,1,0,383,3,10,Matches
Danilo Avelar,br BRA,DF,30.0,12.9,837,811,25,21,0,6,1,4,0,0,0,0,766,1,3,Matches
Ángelo Araos,cl CHI,MF,23.0,8.9,299,290,7,1,2,1,17,0,5,2,3,0,217,2,8,Matches
Luan Vieira,br BRA,"MF,FW",26.0,12.3,613,565,44,18,2,3,44,5,20,5,13,2,481,4,8,Matches
Juan Cazares,ec ECU,MF,27.0,12.1,560,507,48,13,5,4,41,4,28,15,3,1,427,5,11,Matches
Xavier,br BRA,MF,19.0,9.4,325,316,6,6,2,6,4,0,0,0,0,0,258,3,6,Matches
Éderson,br BRA,MF,20.0,7.9,305,302,3,3,0,2,2,0,0,0,0,0,257,0,6,Matches
Jemerson,br BRA,DF,27.0,6.9,298,288,10,10,0,6,0,0,0,0,0,0,251,0,2,Matches
Marllon Borges,br BRA,DF,27.0,6.7,186,175,10,9,0,0,0,1,0,0,0,0,138,1,3,Matches
Budiga Roni,br BRA,"MF,FW",20.0,5.7,180,177,3,0,0,0,4,3,0,0,0,0,135,0,11,Matches
Michel,br BRA,DF,29.0,5.8,312,263,48,2,0,0,14,46,0,0,0,0,262,1,6,Matches
Sidcley,br BRA,DF,26.0,5.7,345,284,60,9,1,0,23,43,8,0,7,1,290,1,7,Matches
Guilherme Camacho,br BRA,MF,29.0,6.4,408,403,5,4,0,2,2,1,0,0,0,0,353,0,4,Matches
Everaldo,br BRA,"FW,MF",25.0,5.4,127,122,5,0,0,0,8,5,0,0,0,0,96,0,7,Matches
Matheus Davó,br BRA,FW,20.0,2.9,47,40,6,0,0,0,1,0,0,0,0,0,32,1,2,Matches
Gustavo Mantuan,br BRA,"FW,MF",18.0,3.1,80,73,7,1,0,3,7,1,2,1,0,0,57,0,3,Matches
Walter,br BRA,GK,32.0,3.1,97,53,44,13,0,0,0,0,0,0,0,0,50,0,0,Matches
Mauro Boselli,ar ARG,"FW,MF",34.0,2.2,39,34,5,0,0,0,1,0,0,0,0,0,28,0,1,Matches
Ruan Oliveira Ferreira,br BRA,"FW,MF",19.0,1.2,39,37,2,0,0,0,1,0,2,0,1,0,31,0,1,Matches
Jonathan Cafu,br BRA,"FW,MF",28.0,1.2,29,26,3,0,0,0,2,2,1,1,0,0,23,0,1,Matches
Gabriel Pereira,br BRA,"FW,MF",18.0,2.5,86,75,11,4,0,0,7,0,7,1,3,0,60,0,3,Matches
Janderson,br BRA,FW,20.0,0.3,4,3,1,1,0,0,1,0,0,0,0,0,3,0,0,Matches
Raul Bicalho,br BRA,DF,20.0,0.2,20,15,5,1,0,1,1,4,0,0,0,0,14,0,0,Matches
Squad Total,,,27.6,38.0,18282,16147,2084,596,20,138,741,837,223,65,122,12,14399,51,319,
Opponent Total,,,26.6,38.0,18355,16258,2017,637,22,155,758,829,195,79,87,1,14578,80,346,
