Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Fábio Santos,br BRA,DF,28.0,35,3071.0,88.0,89.8,34.1,35,88.0,31.0,0,,0,1.86,44.0,27.0,17.0,0.5,0.24,Matches
Cássio,br BRA,GK,26.0,35,3068.0,88.0,89.7,34.1,35,88.0,34.0,0,,0,1.77,41.0,28.0,13.0,0.38,-0.9,Matches
Gil,br BRA,DF,26.0,34,3050.0,90.0,89.2,33.9,34,90.0,33.0,0,,0,1.82,45.0,28.0,17.0,0.5,0.26,Matches
Fagner,br BRA,DF,24.0,35,2976.0,85.0,87.0,33.1,34,87.0,29.0,1,15.0,0,1.77,44.0,28.0,16.0,0.48,0.08,Matches
Ralf,br BRA,MF,29.0,30,2683.0,89.0,78.5,29.8,30,89.0,29.0,0,,3,1.83,38.0,24.0,14.0,0.47,-0.02,Matches
Petros,br BRA,MF,24.0,28,2264.0,81.0,66.2,25.2,28,81.0,14.0,0,,4,2.04,30.0,17.0,13.0,0.52,0.13,Matches
Paolo Guerrero,pe PER,FW,30.0,28,2362.0,84.0,69.1,26.2,26,89.0,20.0,2,28.0,0,1.86,35.0,23.0,12.0,0.46,-0.05,Matches
Elías,br BRA,MF,28.0,24,2091.0,87.0,61.1,23.2,24,87.0,18.0,0,,0,1.79,30.0,19.0,11.0,0.47,0.0,Matches
Renato Augusto,br BRA,MF,25.0,30,2093.0,70.0,61.2,23.3,22,85.0,13.0,8,29.0,5,1.83,28.0,22.0,6.0,0.26,-0.56,Matches
Jádson,br BRA,MF,30.0,30,1711.0,57.0,50.0,19.0,20,78.0,5.0,10,15.0,5,1.57,25.0,13.0,12.0,0.63,0.32,Matches
Anderson Martins,br BRA,DF,26.0,17,1517.0,89.0,44.4,16.9,17,89.0,15.0,0,,8,1.65,23.0,17.0,6.0,0.36,-0.21,Matches
Bruno Henrique,br BRA,MF,24.0,25,1417.0,57.0,41.4,15.7,16,85.0,10.0,9,7.0,12,2.12,25.0,13.0,12.0,0.76,0.49,Matches
Cléber,br BRA,DF,23.0,15,1350.0,90.0,39.5,15.0,15,90.0,15.0,0,,0,1.87,17.0,7.0,10.0,0.67,0.32,Matches
Malcom,br BRA,"FW,MF",16.0,20,1203.0,60.0,35.2,13.4,14,76.0,4.0,6,24.0,13,1.85,17.0,13.0,4.0,0.3,-0.27,Matches
