Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Luciano,br BRA,"FW,MF",20.0,33,1316.0,40.0,38.5,14.6,13,73.0,3.0,20,18.0,3,1.79,22.0,14.0,8.0,0.55,0.12,Matches
Ángel Romero,py PAR,"FW,MF",21.0,21,997.0,47.0,29.2,11.1,11,73.0,4.0,10,19.0,6,1.67,11.0,6.0,5.0,0.45,-0.03,Matches
Felipe,br BRA,DF,24.0,11,878.0,80.0,25.7,9.8,10,88.0,9.0,1,0.0,24,2.09,11.0,9.0,2.0,0.21,-0.36,Matches
Romarinho,br BRA,"FW,MF",23.0,17,916.0,54.0,26.8,10.2,9,79.0,2.0,8,26.0,1,1.71,13.0,5.0,8.0,0.79,0.43,Matches
Danilo,br BRA,MF,34.0,23,617.0,27.0,18.0,6.9,5,82.0,2.0,18,11.0,15,1.91,14.0,7.0,7.0,1.02,0.67,Matches
Guilherme,br BRA,MF,22.0,5,424.0,85.0,12.4,4.7,5,85.0,3.0,0,,2,1.6,3.0,2.0,1.0,0.21,-0.3,Matches
Walter,br BRA,GK,26.0,4,352.0,88.0,10.3,3.9,3,90.0,3.0,1,81.0,25,2.5,8.0,3.0,5.0,1.28,0.9,Matches
Uendel,br BRA,DF,25.0,6,342.0,57.0,10.0,3.8,3,91.0,3.0,3,23.0,31,1.67,4.0,4.0,0.0,0.0,-0.53,Matches
Ferrugem,br BRA,"DF,MF",25.0,6,314.0,52.0,9.2,3.5,3,86.0,2.0,3,19.0,28,2.0,5.0,3.0,2.0,0.57,0.11,Matches
Nicolás Lodeiro,uy URU,"FW,MF",24.0,7,267.0,38.0,7.8,3.0,3,62.0,0.0,4,20.0,11,1.14,3.0,6.0,-3.0,-1.01,-1.61,Matches
Guilherme Andrade,br BRA,DF,25.0,6,243.0,41.0,7.1,2.7,3,62.0,0.0,3,19.0,23,2.17,1.0,2.0,-1.0,-0.37,-0.91,Matches
Gustavo Tocantins,br BRA,FW,18.0,4,36.0,9.0,1.1,0.4,0,,0.0,4,8.0,5,1.75,2.0,0.0,2.0,5.0,4.57,Matches
Zé Paulo,br BRA,MF,19.0,2,20.0,10.0,0.6,0.2,0,,0.0,2,9.0,10,1.0,0.0,1.0,-1.0,-4.5,-5.0,Matches
Paulinho,br BRA,FW,20.0,1,8.0,8.0,0.2,0.1,0,,0.0,1,7.0,4,0.0,0.0,0.0,0.0,0.0,-0.47,Matches
Guilherme Arana,br BRA,"DF,MF",16.0,0,,,,,0,,0.0,0,,12,,,,,,,Matches
Júlio César,br BRA,GK,29.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Danilo Fernandes,br BRA,GK,25.0,0,,,,,0,,0.0,0,,28,,,,,,,Matches
Pedro Henrique,br BRA,DF,18.0,0,,,,,0,,0.0,0,,13,,,,,,,Matches
Matheus Caldeira Vidotto de Oliveira,br BRA,GK,19.0,0,,,,,0,,0.0,0,,6,,,,,,,Matches
Squad Total,,,26.2,38,3420.0,90.0,100.0,38.0,418,85.0,,114,18.0,299,1.82,49.0,31.0,18.0,0.47,,
Opponent Total,,,26.2,38,3420.0,90.0,100.0,38.0,418,85.0,,108,23.0,257,0.87,31.0,49.0,-18.0,-0.47,,
