Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2014-04-20,16:00,Série A,Matchweek 1,Sun,Away,D,0,0,Atlético Mineiro,,8724,,4-3-2-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2014-04-27,16:00,Série A,Matchweek 2,Sun,Home,W,2,0,Flamengo,,36402,,4-2-2-2,4-2-2-2,Leandro Pedro Vuaden,Match Report,
2014-05-04,18:30,Série A,Matchweek 3,Sun,Away,W,1,0,Chapecoense,,15009,,4-2-3-1,4-1-2-1-2,Wagner Reway,Match Report,
2014-05-11,16:00,Série A,Matchweek 4,Sun,Away,D,1,1,São Paulo,,14000,,4-2-2-2,4-2-3-1,Raphael Claus,Match Report,
2014-05-18,16:00,Série A,Matchweek 5,Sun,Home,L,0,1,Figueirense,,36123,,4-4-2,4-4-2,Jailson Macêdo Freitas,Match Report,
2014-05-21,22:00,Série A,Matchweek 6,Wed,Home,D,1,1,Ath Paranaense,,13137,,4-2-3-1,4-3-2-1,Marcelo de Lima Henrique,Match Report,
2014-05-25,16:00,Série A,Matchweek 7,Sun,Away,W,4,1,Sport Recife,,20718,,4-2-2-2,4-2-2-2,Péricles Bassols Pegado Cortez,Match Report,
2014-05-28,22:00,Série A,Matchweek 8,Wed,Home,W,1,0,Cruzeiro,,17696,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2014-06-01,16:00,Série A,Matchweek 9,Sun,Home,D,1,1,Botafogo (RJ),,37119,,4-2-3-1,4-2-2-2,Leandro Pedro Vuaden,Match Report,
2014-07-17,19:30,Série A,Matchweek 10,Thu,Home,W,2,1,Internacional,,32644,,4-1-2-1-2◆,4-2-3-1,Wagner Reway,Match Report,
2014-07-20,16:00,Série A,Matchweek 11,Sun,Away,D,0,0,Vitória,,15259,,4-1-2-1-2◆,4-2-3-1,Heber Roberto Lopes,Match Report,
2014-07-27,16:00,Série A,Matchweek 12,Sun,Home,W,2,0,Palmeiras,,31031,,4-2-2-2,4-2-3-1,Sandro Ricci,Match Report,
2014-08-03,16:00,Série A,Matchweek 13,Sun,Away,D,0,0,Coritiba,,21296,,4-2-2-2,4-3-2-1,Leandro Pedro Vuaden,Match Report,
2014-08-10,16:00,Série A,Matchweek 14,Sun,Away,W,1,0,Santos,,12329,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2014-08-16,21:00,Série A,Matchweek 15,Sat,Home,D,1,1,Bahia,,30819,,4-2-2-2,4-3-2-1,Anderson Daronco,Match Report,
2014-08-21,19:30,Série A,Matchweek 16,Thu,Home,W,5,2,Goiás,,26486,,4-2-2-2,4-2-2-2,Marcelo de Lima Henrique,Match Report,
2014-08-24,16:00,Série A,Matchweek 17,Sun,Away,L,1,2,Grêmio,,30117,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2014-08-31,16:00,Série A,Matchweek 18,Sun,Home,D,1,1,Fluminense,,34889,,4-2-2-2,4-2-3-1,Paulo Henrique De Godoy Bezerra,Match Report,
