Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Cássio,br BRA,GK,35.0,36.8,48,6,0,8,1,53.1,0.27,6.1,0.17,165,354,46.6,734,146,33.9,33.8,369,28.5,29.8,638,27,4.2,14,0.38,10.8,Matches
Carlos Miguel,br BRA,GK,24.0,1.2,0,0,0,0,0,1.1,0.18,1.1,0.86,7,14,50.0,31,7,29.0,33.0,11,45.5,33.7,36,1,2.8,0,0.0,11.8,Matches
Squad Total,,,27.4,38.0,48,6,0,8,1,54.2,0.26,7.2,0.19,172,368,46.7,760,153,33.9,,385,28.6,29.6,674,28,4.2,14,0.37,,
Opponent Total,,,27.7,38.0,47,6,1,7,2,44.6,0.24,-0.4,-0.01,121,345,35.1,691,152,34.6,34.0,279,38.0,33.8,538,42,7.8,25,0.66,12.1,
