Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Cássio,br BRA,GK,33.0,37.0,4,0,0,1,2,0,0,0,1,0,0,0,17,7,0,100.0,Matches
Gil,br BRA,DF,33.0,37.0,5,0,0,18,5,2,0,41,8,0,0,0,133,83,39,68.0,Matches
João Victor,br BRA,DF,22.0,36.0,5,0,0,22,37,1,1,51,36,0,0,0,161,87,49,64.0,Matches
Fagner,br BRA,DF,31.0,33.8,6,1,0,41,44,1,131,54,48,0,0,0,167,27,43,38.6,Matches
Fábio Santos,br BRA,DF,35.0,32.0,4,0,0,27,45,0,49,35,17,0,0,0,130,35,28,55.6,Matches
Gabriel,br BRA,MF,28.0,26.8,6,1,1,42,38,2,9,49,45,0,0,0,127,25,19,56.8,Matches
Jô,br BRA,FW,33.0,23.9,0,0,0,29,41,5,3,4,3,0,1,0,41,85,63,57.4,Matches
Gustavo Mosquito,br BRA,"FW,MF",23.0,23.0,2,0,0,26,48,2,101,14,8,3,0,0,82,9,37,19.6,Matches
Giuliano de Paula,br BRA,MF,30.0,19.7,1,0,0,11,20,1,14,11,12,0,0,0,89,10,14,41.7,Matches
Roger Guedes,br BRA,"FW,MF",24.0,18.7,3,0,0,16,57,7,46,3,7,1,0,0,48,17,19,47.2,Matches
Víctor Cantillo,co COL,MF,27.0,16.0,3,0,0,20,39,0,0,24,18,0,0,0,125,18,27,40.0,Matches
Gabriel Pereira,br BRA,"FW,MF",19.0,14.7,1,0,0,17,38,2,63,11,9,0,1,0,59,10,28,26.3,Matches
Renato Augusto,br BRA,"MF,FW",32.0,16.5,2,0,0,19,28,0,16,8,14,0,0,0,75,3,12,20.0,Matches
Budiga Roni,br BRA,MF,21.0,12.2,7,0,0,22,6,2,16,9,13,0,0,0,55,8,22,26.7,Matches
Du Queiroz,br BRA,"MF,DF",21.0,11.0,1,0,0,17,4,0,14,11,11,0,0,0,62,6,8,42.9,Matches
Mateus Vital,br BRA,"FW,MF",22.0,9.9,1,0,0,10,19,1,44,4,2,0,0,0,54,9,10,47.4,Matches
Vitinho,br BRA,"MF,FW",21.0,8.9,0,0,0,8,23,1,31,7,6,0,0,0,34,6,9,40.0,Matches
Luan Vieira,br BRA,"FW,MF",27.0,6.4,1,0,0,11,19,0,29,0,2,0,0,0,28,5,12,29.4,Matches
Adson,br BRA,"FW,MF",20.0,6.2,0,0,0,9,11,1,25,3,7,0,0,0,19,3,3,50.0,Matches
Lucas Piton,br BRA,DF,20.0,5.9,0,0,0,11,5,0,18,17,6,0,1,0,32,13,9,59.1,Matches
Willian,br BRA,"FW,MF",32.0,5.0,0,0,0,2,15,1,26,3,3,0,0,0,27,5,4,55.6,Matches
Raul Bicalho,br BRA,DF,21.0,3.0,1,0,0,3,2,0,0,3,2,0,0,0,12,7,4,63.6,Matches
Ángelo Araos,cl CHI,"MF,FW",24.0,3.7,3,0,0,10,5,0,2,5,6,0,0,0,24,13,13,50.0,Matches
Xavier,br BRA,MF,20.0,3.2,0,1,0,7,3,0,0,2,0,0,0,0,27,10,1,90.9,Matches
Ramiro Benetti,br BRA,"MF,FW",27.0,2.6,2,0,0,6,4,2,7,3,0,0,0,0,19,8,13,38.1,Matches
Matheus Donelli,br BRA,GK,18.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Guilherme Camacho,br BRA,MF,30.0,0.9,2,0,0,4,0,0,0,5,2,0,0,0,3,0,0,,Matches
Marquinhos,br BRA,"FW,MF",24.0,2.1,1,0,0,7,6,0,4,2,3,0,0,0,11,2,2,50.0,Matches
Gustavo Mantuan,br BRA,"FW,MF",19.0,0.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Matches
Léo Natel,br BRA,"FW,MF",23.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,50.0,Matches
Felipe Augusto,br BRA,FW,16.0,0.2,0,0,0,2,1,0,0,0,0,0,0,0,1,1,8,11.1,Matches
Cauê,br BRA,FW,18.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0,Matches
João Pedro,br BRA,DF,24.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
Squad Total,,,28.3,38.0,62,3,1,419,567,31,649,379,289,4,3,0,1668,516,499,50.8,
Opponent Total,,,26.8,38.0,73,6,1,595,399,63,698,446,372,2,6,1,1854,499,516,49.2,
