Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2021-04-22,20:30,Sudamericana,Group stage,Thu,Away,D,0,0,py River Plate,,,77,,Cássio,4-3-3,4-2-3-1,Darío Herrera,Match Report,
2021-04-29,19:15,Sudamericana,Group stage,Thu,Home,L,0,2,uy Peñarol,,,62,,Cássio,4-2-3-1,4-4-1-1,Facundo Tello,Match Report,
2021-05-06,19:30,Sudamericana,Group stage,Thu,Away,W,3,0,pe Sport Huancayo,,,54,,Cássio,3-4-1-2,4-2-3-1,John J. Ospina,Match Report,
2021-05-13,21:30,Sudamericana,Group stage,Thu,Away,L,0,4,uy Peñarol,,,47,,Cássio,4-3-3,4-1-4-1,Néstor Pitana,Match Report,
2021-05-20,21:30,Sudamericana,Group stage,Thu,Home,W,5,0,pe Sport Huancayo,,,76,,Cássio,4-2-3-1,4-2-3-1,Angelo Hermosilla,Match Report,
2021-05-26,21:30,Sudamericana,Group stage,Wed,Home,W,4,0,py River Plate,,,71,,Cássio,4-2-3-1,4-1-4-1,José Argote,Match Report,
2021-05-30,18:15,Série A,Matchweek 1,Sun,Home,L,0,1,Atl Goianiense,1.6,0.4,60,,Cássio,4-2-3-1,4-2-3-1,Felipe Fernandes de Lima,Match Report,
2021-06-06,16:00,Série A,Matchweek 2,Sun,Away,W,1,0,América (MG),1.1,0.6,44,,Cássio,4-1-4-1,4-4-1-1,Marcelo de Lima Henrique,Match Report,
2021-06-12,19:00,Série A,Matchweek 3,Sat,Away,D,1,1,Palmeiras,0.7,0.9,48,,Cássio,4-1-4-1,4-3-3,Flavio Rodrigues De Souza,Match Report,
2021-06-16,20:30,Série A,Matchweek 4,Wed,Home,L,1,2,RB Bragantino,0.5,1.9,42,,Cássio,4-2-3-1,4-2-3-1,Thiago Luis Scarascati,Match Report,
2021-06-20,16:00,Série A,Matchweek 5,Sun,Away,D,0,0,Bahia,0.5,0.8,49,,Cássio,4-1-4-1,4-3-3,Bruno Arleu de Araujo,Match Report,
2021-06-24,19:00,Série A,Matchweek 6,Thu,Home,W,2,1,Sport Recife,2.7,1.0,51,,Cássio,4-3-3,5-4-1,Paulo Roberto Alves Júnior,Match Report,
2021-06-27,16:00,Série A,Matchweek 7,Sun,Away,D,1,1,Fluminense,1.4,1.6,54,,Cássio,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,
2021-06-30,21:30,Série A,Matchweek 8,Wed,Home,D,0,0,São Paulo,0.7,0.6,41,,Cássio,4-2-3-1,3-1-4-2,Leandro Pedro Vuaden,Match Report,
2021-07-03,21:00,Série A,Matchweek 9,Sat,Home,D,1,1,Internacional,1.9,1.0,57,,Cássio,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2021-07-08,21:00,Série A,Matchweek 10,Thu,Away,W,1,0,Chapecoense,1.4,1.0,58,,Cássio,4-2-3-1,4-3-3,Ricardo Marques Ribeiro,Match Report,
2021-07-11,20:30,Série A,Matchweek 11,Sun,Away,L,0,1,Fortaleza,0.4,1.0,56,,Cássio,4-2-3-1,3-4-1-2,Caio Max Augusto Vieira,Match Report,
2021-07-17,19:00,Série A,Matchweek 12,Sat,Home,L,1,2,Atlético Mineiro,1.6,0.7,38,,Cássio,4-3-3,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2021-07-26,19:00,Série A,Matchweek 13,Mon,Away,W,2,1,Cuiabá,0.4,0.9,48,,Cássio,4-3-3,4-4-2,Ramon Abatti Abel,Match Report,
2021-08-01,16:00,Série A,Matchweek 14,Sun,Home,L,1,3,Flamengo,1.0,1.3,36,,Cássio,4-1-4-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2021-08-08,16:00,Série A,Matchweek 15,Sun,Away,D,0,0,Santos,0.9,0.6,43,,Cássio,4-1-4-1,4-3-3,Flavio Rodrigues De Souza,Match Report,
2021-08-15,16:00,Série A,Matchweek 16,Sun,Home,W,3,1,Ceará,0.7,1.4,60,,Cássio,4-3-3,4-2-3-1,Rodolpho Toski Marques,Match Report,
2021-08-22,16:00,Série A,Matchweek 17,Sun,Away,W,1,0,Ath Paranaense,0.7,1.0,55,,Cássio,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2021-08-28,21:00,Série A,Matchweek 18,Sat,Away,W,1,0,Grêmio,0.8,0.9,55,,Cássio,4-5-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2021-09-07,21:30,Série A,Matchweek 19,Tue,Home,D,1,1,Juventude,0.6,0.6,58,,Cássio,4-5-1,4-1-2-1-2,Ramon Abatti Abel,Match Report,
2021-09-12,18:15,Série A,Matchweek 20,Sun,Away,D,1,1,Atl Goianiense,0.6,0.9,49,,Cássio,4-5-1,4-4-2,Antonio Dib Moraes de Sousa,Match Report,
2021-09-19,18:15,Série A,Matchweek 21,Sun,Home,D,1,1,América (MG),2.1,1.6,65,,Cássio,4-3-3,4-2-3-1,Savio Pereira,Match Report,
2021-09-25,19:00,Série A,Matchweek 22,Sat,Home,W,2,1,Palmeiras,0.8,1.2,49,,Cássio,4-3-3,4-2-3-1,Raphael Claus,Match Report,
2021-10-02,19:00,Série A,Matchweek 23,Sat,Away,D,2,2,RB Bragantino,0.8,1.5,61,,Cássio,4-1-4-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2021-10-05,21:30,Série A,Matchweek 24,Tue,Home,W,3,1,Bahia,2.6,0.9,71,10470.0,Cássio,4-1-4-1,4-4-2,Denis Ribeiro Serafim,Match Report,
2021-10-09,16:30,Série A,Matchweek 25,Sat,Away,L,0,1,Sport Recife,0.4,0.7,66,2697.0,Cássio,4-1-4-1,4-1-4-1,Savio Pereira,Match Report,
2021-10-13,21:00,Série A,Matchweek 26,Wed,Home,W,1,0,Fluminense,0.6,1.0,54,11892.0,Cássio,4-1-4-1,4-3-3,Marielson Alves Silva,Match Report,
2021-10-18,20:00,Série A,Matchweek 27,Mon,Away,L,0,1,São Paulo,0.5,0.6,54,23874.0,Cássio,4-1-4-1,4-1-3-2,Leandro Pedro Vuaden,Match Report,
2021-10-24,16:00,Série A,Matchweek 28,Sun,Away,D,2,2,Internacional,2.5,1.5,51,11437.0,Cássio,4-3-3,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2021-11-01,21:30,Série A,Matchweek 29,Mon,Home,W,1,0,Chapecoense,1.1,0.2,79,39897.0,Gil,4-3-3,4-5-1,Paulo Cesar Zanovelli da Silva,Match Report,
2021-11-06,17:00,Série A,Matchweek 30,Sat,Home,W,1,0,Fortaleza,1.2,0.3,58,36059.0,Cássio,4-2-3-1,3-4-1-2,Ramon Abatti Abel,Match Report,
