Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
3,Palmeiras,38,20,6,12,58,43,15,66,1.74,56.3,48.5,7.8,0.21,5850,Raphael Veiga - 10,Wéverton,
4,Fortaleza,38,17,7,14,44,45,-1,58,1.53,50.6,48.2,2.3,0.06,9133,Robson - 10,Felipe Alves Raymundo,
5,Corinthians,38,15,12,11,40,36,4,57,1.5,40.2,37.0,3.3,0.09,13772,"Jô, Roger Guedes - 7",Cássio,
6,RB Bragantino,38,14,14,10,55,46,9,56,1.47,47.2,48.5,-1.3,-0.03,1032,"Ytalo, Artur - 12",Cleiton Schwengber,
7,Fluminense,38,15,9,14,38,38,0,54,1.42,44.3,46.4,-2.1,-0.06,5647,Luiz Henrique - 6,Marcos Felipe,
