Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2018-02-28,19:45,Libertadores,Group stage,Wed,Away,D,0,0,co Millonarios,45,,Fabián Balbuena,4-2-4-0,4-1-4-1,Roddy Zambrano,Match Report,
2018-03-14,21:45,Libertadores,Group stage,Wed,Home,W,2,0,ve Deportivo Lara,68,31767.0,Fabián Balbuena,4-2-3-1,4-2-3-1,Raúl Orosco,Match Report,
2018-04-15,16:00,Série A,Matchweek 1,Sun,Home,W,2,1,Fluminense,65,28777.0,Rodriguinho Marinho,4-2-4-0,5-4-1,Anderson Daronco,Match Report,
2018-04-18,21:45,Libertadores,Group stage,Wed,Away,W,1,0,ar Independiente,38,,Fagner,4-2-4-0,4-2-3-1,Daniel Fedorczuk,Match Report,
2018-04-22,11:00,Série A,Matchweek 2,Sun,Away,W,4,0,Paraná,52,15714.0,Jádson,4-2-4-0,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,
2018-04-29,16:00,Série A,Matchweek 3,Sun,Away,L,0,1,Atlético Mineiro,42,19825.0,Fagner,4-2-4-0,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,
2018-05-02,21:45,Libertadores,Group stage,Wed,Home,L,1,2,ar Independiente,59,,Fabián Balbuena,4-2-4-0,5-4-1,Víctor Carrillo,Match Report,
2018-05-06,11:00,Série A,Matchweek 4,Sun,Home,D,1,1,Ceará,62,40350.0,Henrique,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,
2018-05-13,16:00,Série A,Matchweek 5,Sun,Home,W,1,0,Palmeiras,53,34967.0,Jádson,4-2-4-0,4-2-3-1,Anderson Daronco,Match Report,
2018-05-17,20:30,Libertadores,Group stage,Thu,Away,W,7,2,ve Deportivo Lara,48,,Fabián Balbuena,4-2-4-0,4-2-3-1,Andrés Cunha,Match Report,
2018-05-20,16:00,Série A,Matchweek 6,Sun,Away,D,1,1,Sport Recife,56,28942.0,Gabriel,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2018-05-24,21:30,Libertadores,Group stage,Thu,Home,L,0,1,co Millonarios,64,,Fabián Balbuena,4-2-4-0,4-1-4-1,Diego Haro,Match Report,
2018-05-27,16:00,Série A,Matchweek 7,Sun,Away,L,1,2,Internacional,45,28627.0,Jádson,4-2-3-1,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,
