Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Rodrigo Garro,ar ARG,"MF,FW",26.0,33.3,10,65,30,46.2,1.95,0.9,0.14,0.3,23.7,10,1,1,6.0,5.2,0.08,4.0,3.8,Matches
Raniele,br BRA,"MF,DF",27.0,25.4,0,25,10,40.0,0.98,0.39,0.0,0.0,18.4,0,0,0,1.4,1.4,0.06,-1.4,-1.4,Matches
Cacá,br BRA,DF,24.0,25.5,4,23,6,26.1,0.9,0.23,0.17,0.67,14.4,0,0,0,4.3,4.3,0.19,-0.3,-0.3,Matches
Yuri Alberto,br BRA,FW,22.0,24.4,15,79,33,41.8,3.24,1.35,0.15,0.36,16.5,0,3,3,10.7,8.3,0.11,4.3,3.7,Matches
Matheuzinho,br BRA,DF,23.0,24.9,1,18,6,33.3,0.72,0.24,0.06,0.17,20.6,0,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches
Hugo Souza,br BRA,GK,25.0,22.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Hugo,br BRA,DF,26.0,20.2,0,13,3,23.1,0.64,0.15,0.0,0.0,18.8,1,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
Breno,br BRA,MF,18.0,19.8,0,22,8,36.4,1.11,0.4,0.0,0.0,26.2,0,0,0,1.4,1.4,0.07,-1.4,-1.4,Matches
Félix Torres Caicedo,ec ECU,DF,27.0,19.0,0,8,1,12.5,0.42,0.05,0.0,0.0,10.5,0,0,0,0.8,0.8,0.1,-0.8,-0.8,Matches
André Ramalho,br BRA,DF,31.0,16.5,0,10,2,20.0,0.61,0.12,0.0,0.0,17.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Gustavo Henrique,br BRA,DF,30.0,16.4,1,12,3,25.0,0.73,0.18,0.08,0.33,12.2,0,0,0,0.8,0.8,0.07,0.2,0.2,Matches
Wesley,br BRA,FW,18.0,16.0,2,30,13,43.3,1.88,0.81,0.07,0.15,20.1,0,0,0,1.8,1.8,0.06,0.2,0.2,Matches
Matheus Bidu,br BRA,DF,24.0,16.7,2,24,9,37.5,1.44,0.54,0.08,0.22,21.3,0,0,0,1.1,1.1,0.05,0.9,0.9,Matches
Ángel Romero,py PAR,FW,31.0,16.1,5,45,12,26.7,2.8,0.75,0.11,0.42,17.1,4,0,1,5.2,4.4,0.1,-0.2,0.6,Matches
Fagner,br BRA,DF,34.0,10.1,0,4,1,25.0,0.39,0.1,0.0,0.0,25.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Igor Coronado,br BRA,"MF,FW",31.0,15.3,1,36,8,22.2,2.35,0.52,0.03,0.13,26.8,8,0,0,1.1,1.1,0.03,-0.1,-0.1,Matches
Memphis,nl NED,FW,29.0,8.8,7,33,14,42.4,3.75,1.59,0.18,0.43,19.5,3,1,1,3.7,2.9,0.09,3.3,3.1,Matches
André Carrillo,pe PER,MF,32.0,8.1,0,4,1,25.0,0.49,0.12,0.0,0.0,13.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
