Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Henrique,br BRA,DF,31.0,35,35,3150.0,35.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Pedrinho,br BRA,"FW,MF",19.0,35,27,2389.0,26.5,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches
Cássio,br BRA,GK,30.0,27,27,2377.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ángel Romero,py PAR,"FW,MF",25.0,27,27,2204.0,24.5,6.0,2.0,8.0,6.0,0.0,0.0,9.0,1.0,0.25,0.08,0.33,0.25,0.33,Matches
Gabriel,br BRA,MF,25.0,25,23,2041.0,22.7,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Jádson,br BRA,MF,34.0,25,23,1992.0,22.1,4.0,5.0,9.0,3.0,1.0,1.0,1.0,0.0,0.18,0.23,0.41,0.14,0.36,Matches
Léo Santos,br BRA,DF,19.0,22,20,1775.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fagner,br BRA,DF,28.0,20,20,1718.0,19.1,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches
Danilo Avelar,br BRA,"DF,MF",28.0,19,19,1710.0,19.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.05,0.05,0.11,0.05,0.11,Matches
Mateus Vital,br BRA,"FW,MF",19.0,33,18,1671.0,18.6,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.11,0.05,0.16,0.11,0.16,Matches
Ralf,br BRA,MF,33.0,19,18,1563.0,17.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Douglas,br BRA,MF,21.0,15,14,1128.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.08,0.0,0.08,0.08,0.08,Matches
Roger,br BRA,FW,33.0,21,13,1246.0,13.8,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches
Guilherme Mantuan,br BRA,MF,20.0,14,13,1221.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Clayson,br BRA,"FW,MF",22.0,23,12,1173.0,13.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.08,0.08,0.15,0.08,0.15,Matches
Pedro Henrique,br BRA,DF,22.0,12,12,1070.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
