Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Cássio,br BRA,GK,33.0,37,3330.0,90.0,97.4,37.0,37,90.0,37.0,0,,0,1.46,39.0,36.0,3.0,0.08,-0.92,39.1,36.7,2.4,0.06,-0.81,Matches
Gil,br BRA,DF,33.0,37,3330.0,90.0,97.4,37.0,37,90.0,37.0,0,,0,1.51,39.0,35.0,4.0,0.11,0.11,39.6,36.1,3.5,0.1,0.35,Matches
João Victor,br BRA,DF,22.0,36,3240.0,90.0,94.7,36.0,36,90.0,36.0,0,,1,1.56,38.0,33.0,5.0,0.14,0.64,36.1,35.0,1.1,0.03,-1.08,Matches
Fagner,br BRA,DF,31.0,35,3043.0,87.0,89.0,33.8,35,87.0,31.0,0,,0,1.51,35.0,32.0,3.0,0.09,-0.15,37.1,33.0,4.1,0.12,0.32,Matches
Fábio Santos,br BRA,DF,35.0,32,2880.0,90.0,84.2,32.0,32,90.0,32.0,0,,5,1.56,32.0,28.0,4.0,0.12,0.12,32.5,30.1,2.4,0.07,-0.08,Matches
Gabriel,br BRA,MF,28.0,31,2411.0,78.0,70.5,26.8,29,82.0,18.0,2,13.0,3,1.65,24.0,24.0,0.0,0.0,-0.36,25.3,26.6,-1.3,-0.05,-0.46,Matches
Jô,br BRA,FW,33.0,32,2147.0,67.0,62.8,23.9,24,84.0,12.0,8,17.0,2,1.5,29.0,19.0,10.0,0.42,0.84,27.0,21.4,5.6,0.23,0.4,Matches
Gustavo Mosquito,br BRA,"FW,MF",23.0,37,2066.0,56.0,60.4,23.0,21,78.0,3.0,16,27.0,0,1.51,26.0,21.0,5.0,0.22,0.28,21.9,22.6,-0.7,-0.03,-0.29,Matches
Giuliano de Paula,br BRA,MF,30.0,21,1774.0,84.0,51.9,19.7,21,84.0,13.0,0,,0,1.62,23.0,19.0,4.0,0.2,0.2,19.5,19.1,0.5,0.02,-0.13,Matches
Roger Guedes,br BRA,"FW,MF",24.0,19,1679.0,88.0,49.1,18.7,19,88.0,17.0,0,,0,1.58,23.0,19.0,4.0,0.21,0.21,20.2,16.8,3.4,0.18,0.19,Matches
Víctor Cantillo,co COL,MF,27.0,21,1441.0,69.0,42.1,16.0,18,76.0,4.0,3,25.0,8,1.43,15.0,16.0,-1.0,-0.06,-0.29,16.3,13.6,2.7,0.17,0.14,Matches
Gabriel Pereira,br BRA,"FW,MF",19.0,21,1326.0,63.0,38.8,14.7,17,72.0,0.0,4,24.0,6,1.57,15.0,12.0,3.0,0.2,0.16,16.1,13.3,2.8,0.19,0.17,Matches
Renato Augusto,br BRA,"MF,FW",32.0,21,1483.0,71.0,43.4,16.5,16,84.0,7.0,5,26.0,1,1.81,21.0,16.0,5.0,0.3,0.35,18.4,13.4,5.0,0.31,0.39,Matches
Budiga Roni,br BRA,MF,21.0,21,1101.0,52.0,32.2,12.2,14,70.0,2.0,7,17.0,5,1.48,11.0,12.0,-1.0,-0.08,-0.28,10.6,12.8,-2.2,-0.18,-0.39,Matches
Du Queiroz,br BRA,"MF,DF",21.0,16,987.0,62.0,28.9,11.0,10,76.0,4.0,6,38.0,12,,9.0,8.0,1.0,0.09,-0.02,9.8,11.0,-1.2,-0.11,-0.27,Matches
Mateus Vital,br BRA,"FW,MF",22.0,16,890.0,56.0,26.0,9.9,10,77.0,2.0,6,19.0,1,1.31,8.0,10.0,-2.0,-0.2,-0.42,11.1,9.5,1.6,0.16,0.1,Matches
Vitinho,br BRA,"MF,FW",21.0,22,801.0,36.0,23.4,8.9,7,76.0,3.0,15,18.0,16,1.32,8.0,12.0,-4.0,-0.45,-0.72,10.7,11.5,-0.8,-0.09,-0.23,Matches
Luan Vieira,br BRA,"FW,MF",27.0,18,575.0,32.0,16.8,6.4,6,74.0,1.0,12,11.0,16,1.17,7.0,6.0,1.0,0.16,0.06,7.0,7.0,0.0,0.0,-0.11,Matches
Adson,br BRA,"FW,MF",20.0,16,555.0,35.0,16.2,6.2,6,70.0,1.0,10,13.0,17,1.56,9.0,7.0,2.0,0.32,0.26,4.5,7.5,-3.1,-0.49,-0.69,Matches
Lucas Piton,br BRA,DF,20.0,7,534.0,76.0,15.6,5.9,6,88.0,5.0,1,5.0,29,1.43,8.0,8.0,0.0,0.0,-0.12,7.8,7.0,0.9,0.15,0.07,Matches
Willian,br BRA,"FW,MF",32.0,9,450.0,50.0,13.2,5.0,6,58.0,0.0,3,35.0,1,2.0,7.0,6.0,1.0,0.2,0.11,6.2,5.0,1.2,0.25,0.18,Matches
Raul Bicalho,br BRA,DF,21.0,3,270.0,90.0,7.9,3.0,3,90.0,3.0,0,,34,0.67,3.0,4.0,-1.0,-0.33,-0.48,4.7,2.8,2.0,0.65,0.61,Matches
Ángelo Araos,cl CHI,"MF,FW",24.0,11,333.0,30.0,9.7,3.7,2,72.0,0.0,9,21.0,10,0.73,4.0,1.0,3.0,0.81,0.78,5.8,2.9,2.9,0.78,0.77,Matches
Xavier,br BRA,MF,20.0,16,290.0,18.0,8.5,3.2,2,60.0,0.0,14,12.0,19,2.06,3.0,3.0,0.0,0.0,-0.12,4.2,4.3,-0.1,-0.02,-0.11,Matches
Ramiro Benetti,br BRA,"MF,FW",27.0,6,231.0,39.0,6.8,2.6,2,85.0,1.0,4,15.0,1,1.33,0.0,3.0,-3.0,-1.17,-1.37,3.1,2.7,0.4,0.16,0.08,Matches
