Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Matheus Donelli,br BRA,GK,18.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,37,3.0,1.0,0.0,1.0,1.0,0.92,1.1,0.2,0.9,0.88,0.81,Matches
Guilherme Camacho,br BRA,MF,30.0,2,78.0,39.0,2.3,0.9,1,72.0,0.0,1,6.0,0,1.5,0.0,1.0,-1.0,-1.15,-1.29,1.5,0.7,0.8,0.95,0.88,Matches
Marquinhos,br BRA,"FW,MF",24.0,10,186.0,19.0,5.4,2.1,0,,0.0,10,19.0,8,1.3,2.0,3.0,-1.0,-0.48,-0.62,3.8,2.2,1.6,0.78,0.74,Matches
Gustavo Mantuan,br BRA,"FW,MF",19.0,3,38.0,13.0,1.1,0.4,0,,0.0,3,13.0,16,0.0,0.0,1.0,-1.0,-2.37,-2.5,0.0,1.1,-1.1,-2.53,-2.65,Matches
Léo Natel,br BRA,"FW,MF",23.0,3,20.0,7.0,0.6,0.2,0,,0.0,3,7.0,4,1.33,0.0,0.0,0.0,0.0,-0.11,0.1,0.3,-0.1,-0.65,-0.74,Matches
Felipe Augusto,br BRA,FW,16.0,3,19.0,6.0,0.6,0.2,0,,0.0,3,6.0,6,2.0,0.0,0.0,0.0,0.0,-0.11,0.9,0.2,0.7,3.35,3.28,Matches
Cauê,br BRA,FW,18.0,1,10.0,10.0,0.3,0.1,0,,0.0,1,10.0,2,1.0,0.0,0.0,0.0,0.0,-0.11,0.0,0.2,-0.1,-1.23,-1.32,Matches
João Pedro,br BRA,DF,24.0,1,9.0,9.0,0.3,0.1,0,,0.0,1,9.0,11,0.0,1.0,1.0,0.0,0.0,-0.11,0.3,0.1,0.2,1.91,1.83,Matches
Matheus Alexandre,br BRA,DF,21.0,0,,,,,0,,,0,,4,,,,,,,,,,,,Matches
Lucas Belezi,br BRA,DF,17.0,0,,,,,0,,,0,,2,,,,,,,,,,,,Matches
Caíque França,br BRA,GK,25.0,0,,,,,0,,,0,,6,,,,,,,,,,,,Matches
Jemerson,br BRA,DF,28.0,0,,,,,0,,,0,,5,,,,,,,,,,,,Matches
Luis Mandaca,br BRA,MF,19.0,0,,,,,0,,,0,,4,,,,,,,,,,,,Matches
Bruno Méndez,uy URU,DF,21.0,0,,,,,0,,,0,,5,,,,,,,,,,,,Matches
Reginaldo,br BRA,MF,19.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Léo Santos,br BRA,DF,22.0,0,,,,,0,,,0,,4,,,,,,,,,,,,Matches
Rodrigo Varanda,br BRA,FW,18.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Guilherme Vicentini,br BRA,GK,20.0,0,,,,,0,,,0,,3,,,,,,,,,,,,Matches
Squad Total,,,28.3,38,3420.0,90.0,100.0,38.0,418,83.0,270.0,147,18.0,306,1.5,40.0,36.0,4.0,0.11,,40.2,37.0,3.3,0.09,,
Opponent Total,,,26.8,38,3420.0,90.0,100.0,38.0,418,83.0,243.0,173,21.0,263,1.18,36.0,40.0,-4.0,-0.11,,37.0,40.2,-3.3,-0.09,,
