Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Cássio,br BRA,GK,34.0,34,3059.0,90.0,89.4,34.0,34,90.0,33,0,,0,1.74,39.0,28.0,11.0,0.32,1.07,37.2,35.2,2.0,0.06,0.6,Matches
Roger Guedes,br BRA,"FW,MF",25.0,36,2550.0,71.0,74.6,28.3,33,74.0,12,3,35.0,1,1.75,37.0,25.0,12.0,0.42,0.84,32.7,29.3,3.4,0.12,0.49,Matches
Du Queiroz,br BRA,MF,22.0,36,2603.0,72.0,76.1,28.9,28,83.0,19,8,36.0,0,1.78,34.0,28.0,6.0,0.21,-0.01,30.1,31.6,-1.5,-0.05,-0.19,Matches
Gil,br BRA,DF,34.0,25,2047.0,82.0,59.9,22.7,23,87.0,20,2,26.0,8,1.8,25.0,20.0,5.0,0.22,0.02,27.9,24.7,3.3,0.14,0.37,Matches
Lucas Piton,br BRA,"DF,FW",21.0,28,1770.0,63.0,51.8,19.7,20,77.0,14,8,28.0,7,1.75,24.0,16.0,8.0,0.41,0.41,21.4,21.4,0.0,0.0,0.01,Matches
Raul Bicalho,br BRA,DF,22.0,20,1684.0,84.0,49.2,18.7,18,90.0,18,2,32.0,8,1.7,25.0,17.0,8.0,0.43,0.43,19.4,20.1,-0.7,-0.04,-0.06,Matches
Giuliano de Paula,br BRA,MF,31.0,32,1652.0,52.0,48.3,18.4,18,69.0,4,14,29.0,4,1.75,23.0,17.0,6.0,0.33,0.23,21.2,19.8,1.4,0.07,0.15,Matches
Fábio Santos,br BRA,DF,36.0,22,1567.0,71.0,45.8,17.4,17,81.0,12,5,39.0,12,1.73,17.0,17.0,0.0,0.0,-0.39,18.4,17.3,1.2,0.07,0.13,Matches
Renato Augusto,br BRA,MF,33.0,25,1402.0,56.0,41.0,15.6,16,69.0,3,9,32.0,4,1.6,17.0,11.0,6.0,0.39,0.3,17.9,15.0,2.9,0.19,0.33,Matches
Fausto Vera,ar ARG,MF,21.0,18,1303.0,72.0,38.1,14.5,16,79.0,10,2,21.0,0,1.61,16.0,12.0,4.0,0.28,0.11,18.1,14.5,3.6,0.25,0.41,Matches
Yuri Alberto,br BRA,FW,20.0,20,1453.0,73.0,42.5,16.1,15,83.0,12,5,42.0,0,1.8,19.0,16.0,3.0,0.19,-0.04,19.6,16.4,3.2,0.2,0.35,Matches
Rafael Ramos,pt POR,DF,27.0,20,1304.0,65.0,38.1,14.5,15,76.0,7,5,33.0,6,1.85,16.0,10.0,6.0,0.41,0.33,14.4,15.7,-1.3,-0.09,-0.14,Matches
Adson,br BRA,"FW,MF",21.0,25,1239.0,50.0,36.2,13.8,13,69.0,3,12,29.0,3,1.68,18.0,9.0,9.0,0.65,0.7,15.4,12.2,3.2,0.23,0.37,Matches
Bruno Méndez,uy URU,DF,22.0,18,1133.0,63.0,33.1,12.6,13,75.0,7,5,31.0,6,1.44,13.0,17.0,-4.0,-0.32,-0.79,12.5,14.5,-2.0,-0.16,-0.23,Matches
Gustavo Mosquito,br BRA,"FW,MF",24.0,22,1132.0,51.0,33.1,12.6,13,71.0,3,9,23.0,6,1.77,15.0,14.0,1.0,0.08,-0.2,14.4,14.3,0.1,0.01,0.02,Matches
Fabián Balbuena,py PAR,DF,30.0,13,1080.0,83.0,31.6,12.0,13,83.0,11,0,,3,1.92,17.0,11.0,6.0,0.5,0.42,13.2,11.8,1.3,0.11,0.17,Matches
Víctor Cantillo,co COL,MF,28.0,19,916.0,48.0,26.8,10.2,10,69.0,3,9,25.0,12,1.63,12.0,10.0,2.0,0.2,-0.02,9.2,10.1,-0.9,-0.08,-0.11,Matches
Robert Renan,br BRA,DF,18.0,10,900.0,90.0,26.3,10.0,10,90.0,10,0,,14,1.5,8.0,10.0,-2.0,-0.2,-0.56,8.5,11.7,-3.1,-0.31,-0.42,Matches
Gustavo Mantuan,br BRA,"FW,DF",20.0,14,863.0,62.0,25.2,9.6,10,75.0,4,4,28.0,1,1.79,11.0,10.0,1.0,0.1,-0.14,9.7,10.1,-0.5,-0.05,-0.06,Matches
Willian,br BRA,FW,33.0,14,828.0,59.0,24.2,9.2,10,69.0,1,4,34.0,0,2.07,11.0,6.0,5.0,0.54,0.44,7.8,8.1,-0.3,-0.03,-0.03,Matches
Maycon,br BRA,MF,24.0,16,791.0,49.0,23.1,8.8,10,67.0,1,6,21.0,0,2.13,13.0,10.0,3.0,0.34,0.17,9.5,11.8,-2.4,-0.27,-0.34,Matches
