Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
11,São Paulo,38,14,11,13,40,38,2,53,1.39,49.5,36.7,12.7,0.33,43800,"Luciano, Jonathan Calleri - 9",Rafael Pires,
12,Cuiabá,38,14,9,15,40,39,1,51,1.34,38.7,42.1,-3.4,-0.09,16859,Deyverson - 12,Walter,
13,Corinthians,38,12,14,12,47,48,-1,50,1.32,40.5,49.6,-9.1,-0.24,36565,"Ángel Romero, Yuri Alberto - 8",Cássio,
14,Cruzeiro,38,11,14,13,35,32,3,47,1.24,48.9,42.2,6.7,0.18,30527,Bruno Nascimento - 8,Rafael Cabral,
15,Vasco da Gama,38,12,9,17,41,51,-10,45,1.18,47.6,46.2,1.3,0.03,21746,Pablo Vegetti - 10,Léo Jardim,
