Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Cássio,br BRA,GK,27.0,35,35,3105,34.5,,,0,0.0,,22,9,4,15,42.9,2,0,1,1,100.0,Matches
Walter,br BRA,GK,27.0,4,3,315,3.5,,,0,0.0,,2,0,1,3,100.0,0,0,0,0,,Matches
Squad Total,,,27.2,38,38,3420,38.0,0.0,0.0,0,0.0,,24,9,5,17,44.7,2,0,1,1,100.0,
Opponent Total,,,26.4,38,38,3420,38.0,,,0,,,5,9,24,5,13.2,6,6,0,0,0.0,
