Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Rodrigo Garro,ar ARG,"MF,FW",26.0,36,2995.0,83.0,87.6,33.3,35,85.0,22,1,13.0,0,1.53,48.0,38.0,10.0,0.3,0.51,44.6,37.4,7.2,0.22,0.47,Matches
Raniele,br BRA,"MF,DF",27.0,33,2290.0,69.0,67.0,25.4,28,78.0,9,5,22.0,1,1.48,30.0,34.0,-4.0,-0.16,-1.19,29.1,28.8,0.3,0.01,-0.43,Matches
Cacá,br BRA,DF,24.0,26,2298.0,88.0,67.2,25.5,26,88.0,23,0,,8,1.38,35.0,32.0,3.0,0.12,-0.36,30.4,31.2,-0.8,-0.03,-0.58,Matches
Yuri Alberto,br BRA,FW,22.0,29,2197.0,76.0,64.2,24.4,25,80.0,12,4,49.0,0,1.45,38.0,32.0,6.0,0.25,0.03,29.4,28.2,1.2,0.05,-0.3,Matches
Matheuzinho,br BRA,DF,23.0,31,2244.0,72.0,65.6,24.9,23,87.0,18,8,29.0,5,1.48,40.0,27.0,13.0,0.52,0.83,32.7,25.7,6.9,0.28,0.35,Matches
Hugo Souza,br BRA,GK,25.0,22,1980.0,90.0,57.9,22.0,22,90.0,22,0,,0,2.0,42.0,23.0,19.0,0.86,1.49,33.4,23.6,9.8,0.45,0.69,Matches
Hugo,br BRA,DF,26.0,25,1822.0,73.0,53.3,20.2,22,82.0,12,3,10.0,10,1.16,22.0,28.0,-6.0,-0.3,-1.14,20.5,24.8,-4.4,-0.21,-0.8,Matches
Breno,br BRA,MF,18.0,29,1780.0,61.0,52.0,19.8,22,71.0,5,7,30.0,8,1.52,25.0,22.0,3.0,0.15,-0.18,26.5,19.5,7.0,0.35,0.41,Matches
Félix Torres Caicedo,ec ECU,DF,27.0,22,1710.0,78.0,50.0,19.0,19,87.0,17,3,20.0,2,1.23,16.0,21.0,-5.0,-0.26,-1.0,21.3,20.8,0.5,0.03,-0.26,Matches
