Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2015-02-04,22:00,Libertadores,First stage,Wed,Home,W,4,0,co Once Caldas,,35000.0,,,,Patricio Loustau,Match Report,Leg 1 of 2
2015-02-11,19:00,Libertadores,First stage,Wed,Away,D,1,1,co Once Caldas,,15000.0,,,,Darío Ubríaco,Match Report,Leg 2 of 2; Corinthians won
2015-02-18,22:00,Libertadores,Second stage,Wed,Home,W,2,0,br São Paulo,,50000.0,,,,Ricardo Marques Ribeiro,Match Report,
2015-03-04,22:00,Libertadores,Second stage,Wed,Away,W,1,0,ar San Lorenzo,,,,,,Carlos Vera,Match Report,
2015-03-17,19:30,Libertadores,Second stage,Tue,Away,W,2,1,uy Danubio,,,,,,Julio Bascuñán,Match Report,
2015-04-01,22:00,Libertadores,Second stage,Wed,Home,W,4,0,uy Danubio,,,,,,Diego Haro,Match Report,
2015-04-16,22:00,Libertadores,Second stage,Thu,Home,D,0,0,ar San Lorenzo,,41500.0,,,,Víctor Carrillo,Match Report,
2015-04-22,22:00,Libertadores,Second stage,Wed,Away,L,0,2,br São Paulo,,40000.0,,,,Sandro Ricci,Match Report,
2015-05-06,18:45,Libertadores,Round of 16,Wed,Away,L,0,2,py Guaraní,,10000.0,,4-2-3-1,5-4-1,Daniel Fedorczuk,Match Report,Leg 1 of 2
2015-05-10,15:00,Série A,Matchweek 1,Sun,Away,W,1,0,Cruzeiro,44.0,8975.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2015-05-13,22:00,Libertadores,Round of 16,Wed,Home,L,0,1,py Guaraní,,,,,,Enrique Osses,Match Report,Leg 2 of 2; Guaraní won
2015-05-16,21:00,Série A,Matchweek 2,Sat,Home,W,1,0,Chapecoense,46.0,10144.0,,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2015-05-24,16:00,Série A,Matchweek 3,Sun,Away,D,0,0,Fluminense,57.0,28572.0,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2015-05-31,16:00,Série A,Matchweek 4,Sun,Home,L,0,2,Palmeiras,54.0,29479.0,,4-2-3-1,4-3-1-2,Vinicius Gonçalves Dias Araujo,Match Report,
2015-06-03,22:00,Série A,Matchweek 5,Wed,Away,L,1,3,Grêmio,62.0,17971.0,,4-2-3-1,4-4-2,Wilton Sampaio,Match Report,
2015-06-06,22:00,Série A,Matchweek 6,Sat,Away,W,1,0,Joinville,49.0,14131.0,,4-2-3-1,4-4-1-1,Dewson Fernando Freitas da Silva,Match Report,
2015-06-13,16:30,Série A,Matchweek 7,Sat,Home,W,2,1,Internacional,48.0,27270.0,,4-2-3-1,4-2-2-2,Marcelo de Lima Henrique,Match Report,
2015-06-20,16:30,Série A,Matchweek 8,Sat,Away,L,0,1,Santos,59.0,7674.0,,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2015-06-27,21:00,Série A,Matchweek 9,Sat,Home,W,2,1,Figueirense,52.0,24786.0,,4-1-4-1,4-3-1-2,Igor Junior Benevenuto,Match Report,
2015-07-02,19:30,Série A,Matchweek 10,Thu,Home,W,2,0,Ponte Preta,47.0,26649.0,,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2015-07-05,16:00,Série A,Matchweek 11,Sun,Away,D,0,0,Goiás,61.0,9579.0,,4-2-3-1,4-2-2-2,Heber Roberto Lopes,Match Report,
2015-07-09,19:30,Série A,Matchweek 12,Thu,Home,W,2,0,Ath Paranaense,48.0,32442.0,,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
