Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Cássio,br BRA,GK,31.0,31.8,933,503,430,129,0,3,0,0,0,0,0,0,655,0,0,Matches
Manoel,br BRA,DF,28.0,31.0,1568,1481,85,82,0,18,2,3,0,0,0,0,1375,2,6,Matches
Gil,br BRA,DF,31.0,29.0,1303,1243,58,57,0,4,0,1,0,0,0,0,1157,2,4,Matches
Fagner,br BRA,DF,29.0,28.4,1789,1409,373,57,3,13,124,296,20,0,20,0,1363,7,32,Matches
Pedrinho,br BRA,MF,20.0,24.1,1100,1067,30,10,3,9,77,8,10,0,7,0,873,3,11,Matches
Júnior Urso,br BRA,MF,29.0,23.6,966,956,9,7,0,2,17,2,0,0,0,0,826,1,20,Matches
Danilo Avelar,br BRA,DF,29.0,24.2,1356,1073,281,24,0,4,58,257,0,0,0,0,999,2,29,Matches
Clayson,br BRA,MF,23.0,22.3,929,860,66,24,0,6,111,7,35,15,18,0,683,3,31,Matches
Ralf,br BRA,MF,34.0,21.3,839,815,23,21,0,4,3,2,0,0,0,0,715,1,5,Matches
Mateus Vital,br BRA,"MF,FW",20.0,21.9,842,788,50,23,0,4,50,10,16,7,6,0,720,4,15,Matches
Vágner Love,br BRA,"FW,MF",34.0,19.5,402,381,20,0,3,0,10,2,0,0,0,0,308,1,12,Matches
Junior Sornoza,ec ECU,MF,25.0,15.1,740,629,107,41,1,14,94,1,64,26,33,2,578,4,11,Matches
Gabriel,br BRA,MF,26.0,15.3,983,969,13,12,1,5,8,1,0,0,0,0,877,1,11,Matches
Mauro Boselli,ar ARG,FW,33.0,15.0,258,225,33,2,0,1,0,2,1,0,0,0,189,0,4,Matches
Carlos Augusto,br BRA,DF,20.0,13.3,735,579,155,11,0,2,35,144,0,0,0,0,571,1,12,Matches
Ramiro Benetti,br BRA,MF,25.0,10.9,552,524,27,18,1,2,28,4,5,2,2,0,438,1,9,Matches
Janderson,br BRA,"MF,FW",19.0,10.8,355,349,6,1,0,0,40,4,1,1,0,0,248,0,19,Matches
Gustavo,br BRA,FW,24.0,11.3,239,213,23,0,1,0,4,1,0,0,0,0,156,3,4,Matches
Michel,br BRA,DF,28.0,7.7,446,371,75,5,0,0,15,70,0,0,0,0,377,0,8,Matches
Walter,br BRA,GK,31.0,6.0,195,128,67,13,0,1,0,0,0,0,0,0,140,0,0,Matches
Jádson,br BRA,MF,35.0,7.4,458,409,47,22,1,5,40,0,25,7,14,0,372,2,1,Matches
Bruno Méndez,uy URU,DF,19.0,5.8,266,230,35,10,0,2,2,25,0,0,0,0,214,1,3,Matches
Henrique,br BRA,DF,32.0,5.0,194,172,22,22,0,3,0,0,0,0,0,0,181,0,1,Matches
Marllon Borges,br BRA,DF,26.0,4.0,218,208,10,10,0,1,0,0,0,0,0,0,194,0,2,Matches
Everaldo,br BRA,MF,24.0,3.7,135,134,1,0,0,1,8,1,0,0,0,0,105,0,6,Matches
Pedro Henrique,br BRA,DF,23.0,3.0,131,125,6,5,0,1,0,1,0,0,0,0,117,0,0,Matches
Matheus Jesus,br BRA,MF,21.0,2.3,104,103,1,1,0,0,3,0,0,0,0,0,82,0,5,Matches
Richard,br BRA,MF,24.0,1.0,39,39,0,0,0,0,0,0,0,0,0,0,35,0,0,Matches
André Luis,br BRA,MF,21.0,0.7,12,12,0,0,0,0,0,0,0,0,0,0,9,0,2,Matches
Régis,br BRA,"MF,FW",26.0,1.0,48,47,1,0,0,0,3,1,0,0,0,0,40,0,0,Matches
Lucas Piton,br BRA,DF,18.0,0.5,33,29,4,0,0,0,3,4,0,0,0,0,27,0,0,Matches
Renê Júnior,br BRA,MF,29.0,0.3,14,13,1,1,0,0,0,0,0,0,0,0,9,0,0,Matches
Caíque França,br BRA,GK,23.0,0.2,8,4,4,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Squad Total,,,28.0,38.0,18190,16088,2063,608,14,105,735,847,177,58,100,2,14639,39,263,
Opponent Total,,,27.4,38.0,17399,15548,1781,499,28,136,681,710,188,68,84,1,13754,70,293,
