Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Cássio,br BRA,GK,35.0,37,37,3310,36.8,48,1.31,181,134,76.8,11,14,12,8,21.6,7,6,0,1,0.0,Matches
Carlos Miguel,br BRA,GK,24.0,2,1,110,1.2,0,0.0,6,6,100.0,1,0,0,2,200.0,0,0,0,0,,Matches
Squad Total,,,27.4,38,38,3420,38.0,48,1.26,187,140,77.5,12,14,12,10,26.3,7,6,0,1,0.0,
Opponent Total,,,27.7,38,38,3420,38.0,47,1.24,162,117,74.7,12,14,12,8,21.1,7,6,0,1,0.0,
