Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Cássio,br BRA,GK,34.0,34.0,28,6,0,4,1,32.0,0.2,5.0,0.15,176,410,42.9,670,151,38.2,35.5,288,53.5,41.8,491,22,4.5,23,0.68,12.2,Matches
Matheus Donelli,br BRA,GK,19.0,2.0,6,0,0,3,0,4.4,0.32,-1.6,-0.82,5,12,41.7,25,8,28.0,32.3,19,26.3,30.8,20,1,5.0,2,0.99,15.8,Matches
Carlos Miguel,br BRA,GK,23.0,2.0,2,0,0,1,0,3.5,0.35,1.5,0.76,7,29,24.1,33,9,48.5,40.9,23,56.5,42.3,34,2,5.9,0,0.0,6.7,Matches
Squad Total,,,26.9,38.0,36,6,0,8,1,39.9,0.22,4.9,0.13,188,451,41.7,727,168,38.2,,331,52.3,41.2,545,25,4.6,25,0.66,,
Opponent Total,,,27.2,38.0,44,3,1,7,2,41.3,0.28,-0.7,-0.02,189,485,39.0,794,152,44.7,37.7,265,49.1,38.3,473,34,7.2,25,0.66,12.3,
