Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Cássio,br BRA,GK,31.0,31.8,987,800,987,0,0,0,987,1,1,100.0,0,0.0,422,3069,2169,0,0,0,3,0,278,0,Matches
Manoel,br BRA,DF,28.0,31.0,1831,213,883,923,34,17,1831,2,1,50.0,1,50.0,1079,5251,3177,5,4,0,8,2,1236,1,Matches
Gil,br BRA,DF,31.0,29.0,1543,174,726,768,53,42,1543,6,5,83.3,1,16.7,820,3546,1936,2,0,0,6,1,1015,12,Matches
Fagner,br BRA,DF,29.0,28.4,2099,80,418,1077,623,37,2099,61,28,45.9,33,54.1,1124,5470,3212,69,45,10,39,16,1281,150,Matches
Pedrinho,br BRA,MF,20.0,24.1,1367,8,74,633,681,43,1367,98,67,68.4,31,31.6,992,6394,3074,94,87,9,50,50,1097,206,Matches
Júnior Urso,br BRA,MF,29.0,23.6,1195,29,167,719,324,43,1195,37,23,62.2,14,37.8,702,3052,1164,25,16,3,33,27,899,81,Matches
Danilo Avelar,br BRA,DF,29.0,24.2,1587,94,432,862,306,39,1587,22,11,50.0,11,50.0,666,2248,1212,20,19,3,31,11,885,60,Matches
Clayson,br BRA,MF,23.0,22.3,1226,10,167,491,597,63,1225,98,47,48.0,51,52.0,861,6345,3170,120,91,28,79,40,912,206,Matches
Ralf,br BRA,MF,34.0,21.3,1061,75,248,746,77,6,1061,9,7,77.8,2,22.2,484,1875,769,6,6,1,13,7,525,6,Matches
Mateus Vital,br BRA,"MF,FW",20.0,21.9,1080,14,121,578,408,36,1080,119,82,68.9,37,31.1,784,6423,3170,86,48,13,45,41,843,125,Matches
Vágner Love,br BRA,"FW,MF",34.0,19.5,655,25,55,292,312,59,654,58,28,48.3,30,51.7,412,2245,953,33,31,10,66,43,509,119,Matches
Junior Sornoza,ec ECU,MF,25.0,15.1,856,14,101,504,263,11,856,12,7,58.3,5,41.7,426,1851,940,18,13,3,20,11,532,39,Matches
Gabriel,br BRA,MF,26.0,15.3,1127,33,202,823,113,3,1127,11,7,63.6,4,36.4,604,2900,1322,8,19,1,7,7,780,9,Matches
Mauro Boselli,ar ARG,FW,33.0,15.0,345,11,20,197,129,42,344,6,2,33.3,4,66.7,166,546,174,1,3,1,12,12,258,50,Matches
Carlos Augusto,br BRA,DF,20.0,13.3,872,43,230,465,181,17,872,25,15,60.0,10,40.0,411,1935,1046,25,9,2,13,7,504,45,Matches
Ramiro Benetti,br BRA,MF,25.0,10.9,653,7,66,424,165,16,653,10,6,60.0,4,40.0,350,1141,480,9,9,1,17,18,497,58,Matches
Janderson,br BRA,"MF,FW",19.0,10.8,534,6,52,191,300,38,534,82,42,51.2,40,48.8,372,2975,1692,70,45,14,37,27,404,130,Matches
Gustavo,br BRA,FW,24.0,11.3,369,9,25,173,173,74,368,4,2,50.0,2,50.0,153,642,178,8,3,5,29,6,271,66,Matches
Michel,br BRA,DF,28.0,7.7,510,27,127,279,107,8,510,14,11,78.6,3,21.4,268,1392,743,17,10,3,13,4,332,38,Matches
Walter,br BRA,GK,31.0,6.0,209,193,209,0,0,0,209,0,0,,0,,112,677,530,0,0,0,0,0,76,0,Matches
Jádson,br BRA,MF,35.0,7.4,508,1,35,281,198,13,508,8,3,37.5,5,62.5,352,1876,940,23,26,0,14,10,404,37,Matches
Bruno Méndez,uy URU,DF,19.0,5.8,330,46,164,135,33,3,330,3,0,0.0,3,100.0,158,785,482,1,3,0,7,3,179,4,Matches
Henrique,br BRA,DF,32.0,5.0,241,39,146,96,2,1,241,0,0,,0,,140,666,310,0,0,0,2,1,157,0,Matches
