Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2020-02-05,21:30,Libertadores,Second qualifying stage,Wed,Away,L,0,1,py Guaraní,2.2,0.7,71,,Cássio,4-2-3-1,4-1-4-1,Alexis Herrera,Match Report,Leg 1 of 2
2020-02-12,21:30,Libertadores,Second qualifying stage,Wed,Home,W,2,1,py Guaraní,1.7,0.9,58,,Cássio,4-2-3-1,5-3-2,Néstor Pitana,Match Report,Leg 2 of 2; Guaraní won
2020-08-12,19:15,Série A,Matchweek 2,Wed,Away,L,2,3,Atlético Mineiro,1.0,2.3,44,,Cássio,4-2-3-1,4-3-3,Wagner do Nascimento Magalhaes,Match Report,
2020-08-15,19:00,Série A,Matchweek 3,Sat,Away,D,0,0,Grêmio,0.3,3.1,52,,Cássio,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2020-08-19,21:30,Série A,Matchweek 4,Wed,Home,W,3,1,Coritiba,2.8,0.8,62,,Cássio,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2020-08-26,21:30,Série A,Matchweek 5,Wed,Home,D,1,1,Fortaleza,1.6,1.0,59,,Cássio,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2020-08-30,11:00,Série A,Matchweek 6,Sun,Away,L,1,2,São Paulo,0.4,0.8,46,,Cássio,4-2-3-1,4-3-3,Flavio Rodrigues De Souza,Match Report,
2020-09-02,19:15,Série A,Matchweek 7,Wed,Away,W,2,1,Goiás,1.2,1.6,54,,Cássio,4-2-3-1,4-3-3,Jose Mendonca da Silva Junior,Match Report,
2020-09-05,19:00,Série A,Matchweek 8,Sat,Home,D,2,2,Botafogo (RJ),1.7,0.9,61,,Cássio,4-2-3-1,3-5-2,Rafael Traci,Match Report,
2020-09-10,19:15,Série A,Matchweek 9,Thu,Home,L,0,2,Palmeiras,0.5,2.6,54,,Cássio,4-2-3-1,4-1-4-1,Leandro Pedro Vuaden,Match Report,
2020-09-13,16:00,Série A,Matchweek 10,Sun,Away,L,1,2,Fluminense,0.7,1.4,52,,Cássio,4-1-4-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2020-09-16,21:30,Série A,Matchweek 11,Wed,Home,W,3,2,Bahia,1.7,2.6,34,,Cássio,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2020-09-23,21:30,Série A,Matchweek 12,Wed,Away,L,0,1,Sport Recife,0.9,1.1,53,,Cássio,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2020-09-30,21:30,Série A,Matchweek 1,Wed,Home,D,0,0,Atl Goianiense,0.9,1.6,54,,Cássio,4-4-2,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,
2020-10-03,21:00,Série A,Matchweek 13,Sat,Away,D,0,0,RB Bragantino,0.4,0.6,59,,Cássio,4-2-3-1,4-1-4-1,Edina Alves Batista,Match Report,
2020-10-07,19:00,Série A,Matchweek 14,Wed,Home,D,1,1,Santos,0.7,0.9,62,,Cássio,4-4-2,4-4-2,Marcelo de Lima Henrique,Match Report,
2020-10-11,20:30,Série A,Matchweek 15,Sun,Away,L,1,2,Ceará,0.8,2.2,60,,Cássio,4-4-2,4-2-3-1,Anderson Daronco,Match Report,
2020-10-14,21:30,Série A,Matchweek 16,Wed,Away,W,1,0,Ath Paranaense,1.5,1.0,39,,Fagner,4-3-3,4-2-3-1,Savio Pereira,Match Report,
2020-10-18,16:00,Série A,Matchweek 17,Sun,Home,L,1,5,Flamengo,1.0,2.4,39,,Cássio,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2020-10-21,21:30,Série A,Matchweek 18,Wed,Away,W,2,1,Vasco da Gama,2.1,2.0,37,,Cássio,4-1-4-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2020-10-31,19:00,Série A,Matchweek 19,Sat,Home,W,1,0,Internacional,0.8,0.4,36,,Cássio,4-2-3-1,4-4-2,Paulo Roberto Alves Júnior,Match Report,
2020-11-07,21:00,Série A,Matchweek 20,Sat,Away,D,1,1,Atl Goianiense,1.5,1.1,54,,Cássio,4-2-3-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2020-11-14,19:00,Série A,Matchweek 21,Sat,Home,L,1,2,Atlético Mineiro,1.3,2.2,35,,Cássio,4-4-2,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,
2020-11-22,20:30,Série A,Matchweek 22,Sun,Home,D,0,0,Grêmio,0.3,1.3,32,,Cássio,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2020-11-25,21:30,Série A,Matchweek 23,Wed,Away,W,1,0,Coritiba,1.8,0.8,47,,Cássio,4-2-3-1,4-3-3,Leandro Pedro Vuaden,Match Report,
2020-12-02,21:30,Série A,Matchweek 24,Wed,Away,D,0,0,Fortaleza,0.7,0.7,55,,Cássio,4-2-3-1,4-4-2,Braulio da Silva Machado,Match Report,
2020-12-13,18:15,Série A,Matchweek 25,Sun,Home,W,1,0,São Paulo,1.2,0.8,38,,Cássio,4-2-3-1,4-4-2,Raphael Claus,Match Report,
2020-12-21,20:00,Série A,Matchweek 26,Mon,Home,W,2,1,Goiás,2.1,1.9,63,,Cássio,4-2-3-1,5-3-2,Bruno Arleu de Araujo,Match Report,
2020-12-27,16:00,Série A,Matchweek 27,Sun,Away,W,2,0,Botafogo (RJ),1.1,0.6,53,,Gil,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2021-01-13,21:30,Série A,Matchweek 29,Wed,Home,W,5,0,Fluminense,2.0,0.7,56,,Cássio,4-2-3-1,4-3-3,Rafael Traci,Match Report,
2021-01-18,19:00,Série A,Matchweek 28,Mon,Away,L,0,4,Palmeiras,0.4,2.4,45,,Cássio,4-2-3-1,4-1-4-1,Jean Pierre Goncalves Lima,Match Report,
2021-01-21,21:00,Série A,Matchweek 31,Thu,Home,W,3,0,Sport Recife,1.9,0.4,61,,Cássio,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2021-01-25,20:00,Série A,Matchweek 32,Mon,Home,L,0,2,RB Bragantino,0.5,1.6,60,,Cássio,4-2-3-1,4-4-2,Bruno Arleu de Araujo,Match Report,
2021-01-28,19:00,Série A,Matchweek 30,Thu,Away,L,1,2,Bahia,1.4,1.7,59,,Cássio,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2021-02-03,21:30,Série A,Matchweek 34,Wed,Home,W,2,1,Ceará,2.0,0.8,36,,Cássio,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2021-02-10,21:30,Série A,Matchweek 35,Wed,Home,D,3,3,Ath Paranaense,2.5,1.6,45,,Cássio,4-2-3-1,4-2-2-2,Jean Pierre Goncalves Lima,Match Report,
2021-02-14,16:00,Série A,Matchweek 36,Sun,Away,L,1,2,Flamengo,0.8,2.0,34,,Cássio,4-2-3-1,4-4-2,Rafael Traci,Match Report,
2021-02-17,19:00,Série A,Matchweek 33,Wed,Away,L,0,1,Santos,0.4,2.2,54,,Cássio,4-2-3-1,4-3-3,Vinicius Gonçalves Dias Araujo,Match Report,
2021-02-21,16:00,Série A,Matchweek 37,Sun,Home,D,0,0,Vasco da Gama,0.8,0.3,66,,Cássio,4-2-3-1,4-1-4-1,Anderson Daronco,Match Report,
2021-02-25,21:30,Série A,Matchweek 38,Thu,Away,D,0,0,Internacional,0.3,1.9,46,,Cássio,4-2-3-1,4-1-4-1,Wilton Sampaio,Match Report,
