Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Guilherme Arana,br BRA,"DF,MF",18.0,10,723.0,72.0,21.1,8.0,6,90.0,6.0,4,45.0,25,0.9,4.0,12.0,-8.0,-1.0,-1.46,Matches
André,br BRA,FW,25.0,11,529.0,48.0,15.5,5.9,6,78.0,3.0,5,12.0,3,1.64,9.0,7.0,2.0,0.34,0.22,Matches
Willians,br BRA,MF,30.0,11,514.0,47.0,15.0,5.7,5,91.0,5.0,6,10.0,17,1.82,7.0,11.0,-4.0,-0.7,-1.01,Matches
Léo Príncipe,br BRA,DF,19.0,6,434.0,72.0,12.7,4.8,5,86.0,3.0,1,2.0,22,1.5,8.0,5.0,3.0,0.62,0.53,Matches
Gustavo,br BRA,FW,21.0,9,435.0,48.0,12.7,4.8,4,85.0,3.0,5,19.0,5,0.78,5.0,5.0,0.0,0.0,-0.18,Matches
Danilo,br BRA,MF,36.0,6,233.0,39.0,6.8,2.6,1,95.0,1.0,5,28.0,6,1.83,5.0,1.0,4.0,1.55,1.49,Matches
Léo Santos,br BRA,DF,17.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,24,1.0,1.0,1.0,0.0,0.0,-0.16,Matches
Marciel,br BRA,MF,20.0,3,75.0,25.0,2.2,0.8,1,47.0,0.0,2,14.0,8,2.0,0.0,2.0,-2.0,-2.4,-2.62,Matches
Rildo,br BRA,"FW,MF",26.0,7,139.0,20.0,4.1,1.5,0,,0.0,7,19.0,12,1.29,4.0,3.0,1.0,0.65,0.51,Matches
Caíque França,br BRA,GK,20.0,1,45.0,45.0,1.3,0.5,0,,0.0,1,45.0,9,3.0,2.0,0.0,2.0,4.0,3.89,Matches
Maycon,br BRA,MF,18.0,2,32.0,16.0,0.9,0.4,0,,0.0,2,15.0,12,1.5,1.0,0.0,1.0,2.81,2.68,Matches
Léo Jabá,br BRA,"FW,MF",17.0,2,20.0,10.0,0.6,0.2,0,,0.0,2,9.0,4,1.5,0.0,0.0,0.0,0.0,-0.16,Matches
Jean,br BRA,MF,21.0,2,12.0,6.0,0.4,0.1,0,,0.0,2,5.0,9,3.0,0.0,0.0,0.0,0.0,-0.16,Matches
Warian Ameixa,br BRA,MF,19.0,0,,,,,0,,0.0,0,,6,,,,,,,Matches
Carlinhos,br BRA,FW,18.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Vinicius Del Amore,br BRA,DF,19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Guilherme Mantuan,br BRA,MF,18.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Matheus Caldeira Vidotto de Oliveira,br BRA,GK,21.0,0,,,,,0,,0.0,0,,17,,,,,,,Matches
Bruno Paulo,br BRA,"FW,MF",25.0,0,,,,,0,,0.0,0,,5,,,,,,,Matches
Isaac Prado,br BRA,FW,21.0,0,,,,,0,,0.0,0,,14,,,,,,,Matches
Squad Total,,,26.0,38,3420.0,90.0,100.0,38.0,418,84.0,,107,22.0,330,1.45,48.0,42.0,6.0,0.16,,
Opponent Total,,,27.0,38,3420.0,90.0,100.0,38.0,418,84.0,,112,22.0,301,1.29,42.0,48.0,-6.0,-0.16,,
