Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 17_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Henrique,br BRA,DF,31.0,35.0,5,0,0,19,19,1,1,42,18,0,2,0,Matches
Pedrinho,br BRA,"FW,MF",19.0,26.5,2,0,0,32,57,2,71,32,17,0,0,0,Matches
Cássio,br BRA,GK,30.0,26.4,3,0,0,1,3,0,0,1,1,0,0,0,Matches
Ángel Romero,py PAR,"FW,MF",25.0,24.5,9,1,0,29,89,3,40,21,38,0,0,0,Matches
Gabriel,br BRA,MF,25.0,22.7,6,0,0,44,29,2,13,57,59,0,1,0,Matches
Jádson,br BRA,MF,34.0,22.1,1,0,0,16,10,4,127,5,5,0,0,0,Matches
Léo Santos,br BRA,DF,19.0,19.7,2,0,0,21,14,0,2,30,15,0,0,0,Matches
Fagner,br BRA,DF,28.0,19.1,4,0,0,21,25,0,82,30,36,0,1,0,Matches
Danilo Avelar,br BRA,"DF,MF",28.0,19.0,2,0,0,50,22,2,55,41,20,0,0,0,Matches
Mateus Vital,br BRA,"FW,MF",19.0,18.6,0,0,0,14,43,3,54,10,14,1,0,0,Matches
Ralf,br BRA,MF,33.0,17.4,6,0,0,16,26,0,3,39,20,0,0,1,Matches
Douglas,br BRA,MF,21.0,12.5,5,1,1,28,20,0,8,18,22,0,0,0,Matches
Roger,br BRA,FW,33.0,13.8,3,0,0,40,18,14,4,3,9,0,0,0,Matches
Guilherme Mantuan,br BRA,MF,20.0,13.6,1,0,0,24,22,0,21,21,24,0,0,0,Matches
Clayson,br BRA,"FW,MF",22.0,13.0,3,0,0,18,20,6,55,18,15,0,0,0,Matches
Pedro Henrique,br BRA,DF,22.0,11.9,6,0,0,12,10,1,0,12,9,0,0,0,Matches
Walter,br BRA,GK,30.0,11.6,1,0,0,0,2,0,0,0,1,0,0,0,Matches
Rodriguinho Marinho,br BRA,"FW,MF",29.0,10.9,1,0,0,19,23,3,9,7,2,0,0,0,Matches
Sidcley,br BRA,"DF,MF",24.0,10.5,1,0,0,6,10,0,27,16,14,0,0,0,Matches
Maycon,br BRA,MF,20.0,8.5,3,0,0,13,8,0,22,15,14,0,0,0,Matches
Fabián Balbuena,py PAR,DF,26.0,8.0,1,0,0,4,5,0,0,14,11,0,0,0,Matches
Carlos Augusto,br BRA,"DF,MF",19.0,7.0,1,0,0,10,5,1,16,10,10,0,0,0,Matches
Ángelo Araos,cl CHI,MF,21.0,6.4,3,1,1,20,14,0,10,9,9,0,0,0,Matches
Danilo,br BRA,MF,38.0,5.4,0,0,0,10,12,1,9,1,1,0,1,0,Matches
Thiaguinho,br BRA,MF,20.0,6.3,1,0,0,18,12,0,6,16,10,0,0,0,Matches
Marquinhos Gabriel,br BRA,"FW,MF",27.0,4.1,1,0,0,9,10,0,28,2,2,0,0,0,Matches
Paulo Roberto,br BRA,MF,30.0,3.6,2,0,0,5,2,0,4,14,6,0,0,0,Matches
Renê Júnior,br BRA,MF,28.0,3.4,0,0,0,11,5,0,2,6,9,0,0,0,Matches
Emerson Sheik,qa QAT,FW,39.0,4.0,3,0,0,8,15,2,14,4,4,0,0,0,Matches
Jonathas,br BRA,FW,28.0,3.3,0,0,0,9,6,1,1,0,4,0,0,0,Matches
Marllon Borges,br BRA,DF,25.0,3.0,0,0,0,1,3,0,0,7,6,0,0,0,Matches
Junior Dutra,br BRA,"FW,MF",29.0,1.7,1,0,0,6,4,0,6,1,3,0,0,0,Matches
Juninho Capixaba,br BRA,"DF,MF",20.0,1.5,1,0,0,3,0,0,8,1,7,0,0,0,Matches
Sergio Díaz,py PAR,FW,19.0,1.0,0,0,0,1,1,0,0,1,0,0,0,0,Matches
Rafael Bilu,br BRA,MF,18.0,0.1,0,0,0,2,1,0,1,0,0,0,0,0,Matches
Rodrigo Figueiredo,br BRA,MF,21.0,0.1,0,0,0,0,1,0,1,0,0,0,0,0,Matches
Matheus Matias,br BRA,FW,19.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Colin Kazim-Richards,tr TUR,"FW,MF",31.0,0.1,1,0,0,1,0,0,0,0,1,0,0,0,Matches
Squad Total,,,26.6,38.0,79,3,2,541,566,46,700,504,436,1,5,1,
Opponent Total,,,27.0,38.0,85,4,2,605,496,62,748,560,475,3,1,1,
