Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Rodrigo Garro,ar ARG,"MF,FW",26.0,36,35,2995.0,33.3,10.0,10.0,20.0,9.0,1.0,1.0,8.0,0.0,6.0,5.2,7.4,12.6,64.0,246.0,169.0,0.3,0.3,0.6,0.27,0.57,0.18,0.22,0.4,0.16,0.38,Matches
Raniele,br BRA,"MF,DF",27.0,33,28,2290.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.4,1.4,0.9,2.4,20.0,72.0,26.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.09,0.06,0.09,Matches
Cacá,br BRA,DF,24.0,26,26,2298.0,25.5,4.0,1.0,5.0,4.0,0.0,0.0,4.0,1.0,4.3,4.3,0.2,4.6,9.0,45.0,1.0,0.16,0.04,0.2,0.16,0.2,0.17,0.01,0.18,0.17,0.18,Matches
Yuri Alberto,br BRA,FW,22.0,29,25,2197.0,24.4,15.0,4.0,19.0,12.0,3.0,3.0,6.0,1.0,10.7,8.3,1.9,10.2,52.0,31.0,172.0,0.61,0.16,0.78,0.49,0.66,0.44,0.08,0.51,0.34,0.42,Matches
Matheuzinho,br BRA,DF,23.0,31,23,2244.0,24.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.7,1.7,1.6,3.3,43.0,99.0,124.0,0.04,0.04,0.08,0.04,0.08,0.07,0.06,0.13,0.07,0.13,Matches
Hugo Souza,br BRA,GK,25.0,22,22,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hugo,br BRA,DF,26.0,25,22,1822.0,20.2,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,1.6,2.4,26.0,72.0,65.0,0.0,0.2,0.2,0.0,0.2,0.04,0.08,0.12,0.04,0.12,Matches
Breno,br BRA,MF,18.0,29,22,1780.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.4,1.4,1.0,2.4,24.0,118.0,55.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,Matches
Félix Torres Caicedo,ec ECU,DF,27.0,22,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,0.8,1.6,5.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches
