Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Fábio Santos,br BRA,DF,28.0,35,35,3071.0,34.1,4.0,3.0,7.0,2.0,2.0,3.0,5.0,1.0,0.12,0.09,0.21,0.06,0.15,Matches
Cássio,br BRA,GK,26.0,35,35,3068.0,34.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
Gil,br BRA,DF,26.0,34,34,3050.0,33.9,4.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
Fagner,br BRA,DF,24.0,35,34,2976.0,33.1,2.0,1.0,3.0,2.0,0.0,0.0,9.0,1.0,0.06,0.03,0.09,0.06,0.09,Matches
Ralf,br BRA,MF,29.0,30,30,2683.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Petros,br BRA,MF,24.0,28,28,2264.0,25.2,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,0.08,0.04,0.12,0.08,0.12,Matches
Paolo Guerrero,pe PER,FW,30.0,28,26,2362.0,26.2,12.0,5.0,17.0,12.0,0.0,0.0,7.0,1.0,0.46,0.19,0.65,0.46,0.65,Matches
Elías,br BRA,MF,28.0,24,24,2091.0,23.2,3.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,0.13,0.04,0.17,0.13,0.17,Matches
Renato Augusto,br BRA,MF,25.0,30,22,2093.0,23.3,1.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,0.04,0.26,0.3,0.04,0.3,Matches
Jádson,br BRA,MF,30.0,30,20,1711.0,19.0,4.0,7.0,11.0,2.0,2.0,2.0,3.0,0.0,0.21,0.37,0.58,0.11,0.47,Matches
Anderson Martins,br BRA,DF,26.0,17,17,1517.0,16.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Bruno Henrique,br BRA,MF,24.0,25,16,1417.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Cléber,br BRA,DF,23.0,15,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Malcom,br BRA,"FW,MF",16.0,20,14,1203.0,13.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches
Luciano,br BRA,"FW,MF",20.0,33,13,1316.0,14.6,6.0,2.0,8.0,6.0,0.0,0.0,6.0,0.0,0.41,0.14,0.55,0.41,0.55,Matches
Ángel Romero,py PAR,"FW,MF",21.0,21,11,997.0,11.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Felipe,br BRA,DF,24.0,11,10,878.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Romarinho,br BRA,"FW,MF",23.0,17,9,916.0,10.2,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.29,0.1,0.39,0.29,0.39,Matches
Danilo,br BRA,MF,34.0,23,5,617.0,6.9,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.29,0.44,0.73,0.29,0.73,Matches
Guilherme,br BRA,MF,22.0,5,5,424.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches
Walter,br BRA,GK,26.0,4,3,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
