Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Fagner,br BRA,DF,26.0,33.0,1,16,3,18.8,0.49,0.09,0.06,0.33,,0,0,Matches
Uendel,br BRA,DF,27.0,31.3,2,18,7,38.9,0.58,0.22,0.11,0.29,,0,0,Matches
Marquinhos Gabriel,br BRA,"FW,MF",25.0,29.4,5,53,21,39.6,1.8,0.71,0.08,0.19,,1,2,Matches
Fabián Balbuena,py PAR,DF,24.0,28.2,0,26,8,30.8,0.92,0.28,0.0,0.0,,0,0,Matches
Giovanni Augusto,br BRA,MF,26.0,24.8,3,46,20,43.5,1.85,0.81,0.04,0.1,,1,1,Matches
Rodriguinho Marinho,br BRA,"FW,MF",27.0,25.3,4,48,14,29.2,1.9,0.55,0.08,0.29,,0,0,Matches
Ángel Romero,py PAR,"FW,MF",23.0,22.0,5,43,14,32.6,1.96,0.64,0.12,0.36,,0,0,Matches
Bruno Henrique,br BRA,MF,26.0,20.6,4,31,11,35.5,1.51,0.53,0.13,0.36,,0,0,Matches
Cássio,br BRA,GK,28.0,19.8,0,1,0,0.0,0.05,0.0,0.0,,,0,0,Matches
Walter,br BRA,GK,28.0,17.7,0,0,0,,0.0,0.0,,,,0,0,Matches
Guilherme,br BRA,"FW,MF",27.0,16.5,6,30,12,40.0,1.82,0.73,0.2,0.5,,0,0,Matches
Marlone,br BRA,MF,23.0,15.5,6,29,12,41.4,1.87,0.77,0.17,0.42,,1,1,Matches
Vilson,br BRA,"DF,MF",27.0,14.0,1,10,3,30.0,0.71,0.21,0.1,0.33,,0,0,Matches
Yago,br BRA,DF,23.0,13.7,0,7,0,0.0,0.51,0.0,0.0,,,0,0,Matches
Guilherme Camacho,br BRA,MF,25.0,12.7,1,11,4,36.4,0.87,0.32,0.09,0.25,,0,0,Matches
Cristian Baroni,br BRA,MF,32.0,10.4,0,12,4,33.3,1.15,0.38,0.0,0.0,,0,0,Matches
Pedro Henrique,br BRA,DF,20.0,11.6,0,5,3,60.0,0.43,0.26,0.0,0.0,,0,0,Matches
Luciano,br BRA,"FW,MF",22.0,9.5,1,28,8,28.6,2.95,0.84,0.04,0.13,,0,0,Matches
Elías,br BRA,MF,30.0,7.7,1,7,1,14.3,0.9,0.13,0.14,1.0,,0,0,Matches
Lucca,br BRA,"FW,MF",25.0,9.5,3,26,8,30.8,2.74,0.84,0.12,0.38,,0,0,Matches
Felipe,br BRA,DF,26.0,7.0,0,3,3,100.0,0.43,0.43,0.0,0.0,,0,0,Matches
Guilherme Arana,br BRA,"DF,MF",18.0,8.0,0,7,0,0.0,0.87,0.0,0.0,,,0,0,Matches
André,br BRA,FW,25.0,5.9,1,7,4,57.1,1.19,0.68,0.14,0.25,,0,0,Matches
Willians,br BRA,MF,30.0,5.7,0,5,1,20.0,0.88,0.18,0.0,0.0,,0,0,Matches
Léo Príncipe,br BRA,DF,19.0,4.8,1,2,1,50.0,0.41,0.21,0.5,1.0,,0,0,Matches
Gustavo,br BRA,FW,21.0,4.8,0,10,2,20.0,2.07,0.41,0.0,0.0,,0,0,Matches
Danilo,br BRA,MF,36.0,2.6,1,2,2,100.0,0.77,0.77,0.5,0.5,,0,0,Matches
Léo Santos,br BRA,DF,17.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Marciel,br BRA,MF,20.0,0.8,0,1,0,0.0,1.2,0.0,0.0,,,0,0,Matches
Rildo,br BRA,"FW,MF",26.0,1.5,1,5,2,40.0,3.24,1.29,0.2,0.5,,0,0,Matches
Caíque França,br BRA,GK,20.0,0.5,0,0,0,,0.0,0.0,,,,0,0,Matches
Maycon,br BRA,MF,18.0,0.4,0,0,0,,0.0,0.0,,,,0,0,Matches
Léo Jabá,br BRA,"FW,MF",17.0,0.2,0,1,1,100.0,4.5,4.5,0.0,0.0,,0,0,Matches
Jean,br BRA,MF,21.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,26.0,38.0,47,490,169,34.5,12.89,4.45,0.09,0.26,,3,4,
Opponent Total,,,27.0,38.0,41,413,145,35.1,10.87,3.82,0.09,0.25,,5,6,
