Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2019-02-14,21:30,Sudamericana,First stage,Thu,Home,D,1,1,ar Racing Club,,,47,,Ralf,4-1-4-1,4-1-3-2,Víctor Carrillo,Match Report,Leg 1 of 2
2019-02-27,21:30,Sudamericana,First stage,Wed,Away,D,1 (5),1 (4),ar Racing Club,,,32,,Fagner,4-1-3-2,4-1-3-2,Wilmar Roldán,Match Report,Leg 2 of 2; Corinthians won; Corinthians won on penalty kicks following extra time
2019-04-28,16:00,Série A,Matchweek 1,Sun,Away,L,2,3,Bahia,0.4,1.4,56,29294.0,Fagner,4-1-4-1,4-2-3-1,Wilton Sampaio,Match Report,
2019-05-01,16:00,Série A,Matchweek 2,Wed,Home,W,1,0,Chapecoense,0.8,0.4,51,30442.0,Ramiro Benetti,4-1-4-1,4-4-1-1,Ricardo Marques Ribeiro,Match Report,
2019-05-04,19:00,Série A,Matchweek 3,Sat,Away,D,1,1,Vasco da Gama,1.2,1.9,53,25779.0,Cássio,4-1-4-1,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,
2019-05-11,19:00,Série A,Matchweek 4,Sat,Home,D,0,0,Grêmio,0.9,0.3,48,36360.0,Ralf,4-1-4-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2019-05-19,16:00,Série A,Matchweek 5,Sun,Away,W,2,0,Ath Paranaense,1.1,1.3,38,18284.0,Danilo Avelar,4-2-3-1,4-4-2,Wagner do Nascimento Magalhaes,Match Report,
2019-05-23,19:15,Sudamericana,Second stage,Thu,Home,W,2,0,ve Deportivo Lara,,,63,,Cássio,4-1-4-1,4-1-4-1,Cristián Garay,Match Report,Leg 1 of 2
2019-05-26,19:00,Série A,Matchweek 6,Sun,Home,W,1,0,São Paulo,1.2,0.4,41,39378.0,Fagner,4-1-4-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2019-05-30,16:00,Sudamericana,Second stage,Thu,Away,W,2,0,ve Deportivo Lara,,,49,,Ralf,4-1-4-1,4-5-1,Wilmar Roldán,Match Report,Leg 2 of 2; Corinthians won
