Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Cássio,br BRA,GK,31.0,31.8,8,0.25,6,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Manoel,br BRA,DF,28.0,31.0,15,0.48,13,1,0,1,0,0,1,0.03,0,0,0,1,0,0,Matches
Gil,br BRA,DF,31.0,29.0,11,0.38,6,2,0,3,0,0,0,0.0,0,0,0,0,0,0,Matches
Fagner,br BRA,DF,29.0,28.4,84,2.95,59,13,4,0,6,2,10,0.35,7,2,0,0,1,0,Matches
Pedrinho,br BRA,MF,20.0,24.1,118,4.89,88,6,13,5,3,3,10,0.41,6,0,2,2,0,0,Matches
Júnior Urso,br BRA,MF,29.0,23.6,51,2.16,39,0,8,3,1,0,2,0.08,1,0,1,0,0,0,Matches
Danilo Avelar,br BRA,DF,29.0,24.2,36,1.49,27,4,1,1,3,0,2,0.08,1,0,0,1,0,0,Matches
Clayson,br BRA,MF,23.0,22.3,100,4.48,62,14,7,5,12,0,11,0.49,4,4,2,1,0,0,Matches
Ralf,br BRA,MF,34.0,21.3,23,1.08,19,0,0,2,0,2,5,0.23,4,0,0,1,0,0,Matches
Mateus Vital,br BRA,"MF,FW",20.0,21.9,77,3.52,51,2,13,2,6,3,6,0.27,3,0,2,0,1,0,Matches
Vágner Love,br BRA,"FW,MF",34.0,19.5,69,3.53,47,0,6,5,9,2,4,0.2,1,0,0,2,1,0,Matches
Junior Sornoza,ec ECU,MF,25.0,15.1,61,4.04,37,16,2,6,0,0,1,0.07,0,1,0,0,0,0,Matches
Gabriel,br BRA,MF,26.0,15.3,34,2.23,32,0,0,0,1,1,1,0.07,1,0,0,0,0,0,Matches
Mauro Boselli,ar ARG,FW,33.0,15.0,21,1.4,19,1,0,1,0,0,3,0.2,2,0,0,1,0,0,Matches
Carlos Augusto,br BRA,DF,20.0,13.3,25,1.87,22,1,0,0,2,0,0,0.0,0,0,0,0,0,0,Matches
Ramiro Benetti,br BRA,MF,25.0,10.9,27,2.48,22,4,1,0,0,0,1,0.09,1,0,0,0,0,0,Matches
Janderson,br BRA,"MF,FW",19.0,10.8,39,3.6,26,0,5,3,5,0,4,0.37,3,0,1,0,0,0,Matches
Gustavo,br BRA,FW,24.0,11.3,33,2.92,20,0,1,7,4,1,3,0.27,1,0,0,2,0,0,Matches
Michel,br BRA,DF,28.0,7.7,14,1.81,13,0,1,0,0,0,1,0.13,0,0,1,0,0,0,Matches
Walter,br BRA,GK,31.0,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jádson,br BRA,MF,35.0,7.4,19,2.56,10,7,0,1,1,0,1,0.13,1,0,0,0,0,0,Matches
Bruno Méndez,uy URU,DF,19.0,5.8,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Henrique,br BRA,DF,32.0,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Marllon Borges,br BRA,DF,26.0,4.0,1,0.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Everaldo,br BRA,MF,24.0,3.7,11,2.96,7,0,1,0,3,0,0,0.0,0,0,0,0,0,0,Matches
Pedro Henrique,br BRA,DF,23.0,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Matheus Jesus,br BRA,MF,21.0,2.3,4,1.75,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Richard,br BRA,MF,24.0,1.0,4,4.04,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
André Luis,br BRA,MF,21.0,0.7,2,2.81,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Régis,br BRA,"MF,FW",26.0,1.0,4,4.0,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Piton,br BRA,DF,18.0,0.5,2,4.0,2,0,0,0,0,0,1,2.0,1,0,0,0,0,0,Matches
Renê Júnior,br BRA,MF,29.0,0.3,1,3.1,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Caíque França,br BRA,GK,23.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.0,38.0,895,23.55,641,73,63,45,59,14,67,1.76,37,7,9,11,3,0,
Opponent Total,,,27.4,38.0,881,23.18,654,79,55,40,46,7,57,1.5,40,3,4,4,5,1,
