Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Rodrigo Garro,ar ARG,"MF,FW",26.0,33.3,1389,1923,72.2,25520,8967,612,716,85.5,553,697,79.3,186,379,49.1,10,7.4,8.3,2.6,106,197,71,13,246,Matches
Raniele,br BRA,"MF,DF",27.0,25.4,664,853,77.8,11408,3803,286,344,83.1,312,373,83.6,46,75,61.3,0,0.9,1.1,-0.9,20,62,3,0,72,Matches
Cacá,br BRA,DF,24.0,25.5,1031,1167,88.3,21103,6567,295,318,92.8,568,611,93.0,150,202,74.3,1,0.2,0.2,0.8,6,39,2,1,45,Matches
Yuri Alberto,br BRA,FW,22.0,24.4,297,412,72.1,3809,706,175,224,78.1,81,98,82.7,11,20,55.0,4,1.9,1.3,2.1,22,19,13,0,31,Matches
Matheuzinho,br BRA,DF,23.0,24.9,1090,1308,83.3,18615,6408,494,541,91.3,488,548,89.1,83,151,55.0,1,1.6,2.0,-0.6,28,80,28,13,99,Matches
Hugo Souza,br BRA,GK,25.0,22.0,455,606,75.1,11606,7610,102,103,99.0,216,218,99.1,131,275,47.6,0,0.0,0.0,0.0,0,4,0,0,1,Matches
Hugo,br BRA,DF,26.0,20.2,725,929,78.0,11268,5188,385,444,86.7,288,365,78.9,39,77,50.6,4,1.6,0.4,2.4,18,64,4,1,72,Matches
Breno,br BRA,MF,18.0,19.8,758,885,85.6,13213,4269,358,396,90.4,285,316,90.2,89,121,73.6,0,1.0,1.4,-1.0,16,107,12,1,118,Matches
Félix Torres Caicedo,ec ECU,DF,27.0,19.0,780,917,85.1,15141,5310,255,293,87.0,428,476,89.9,87,123,70.7,0,0.8,0.6,-0.8,5,48,2,0,60,Matches
André Ramalho,br BRA,DF,31.0,16.5,764,862,88.6,15900,5978,210,227,92.5,445,471,94.5,104,154,67.5,1,0.3,0.3,0.7,3,45,2,0,53,Matches
Gustavo Henrique,br BRA,DF,30.0,16.4,674,772,87.3,13738,4345,183,198,92.4,415,446,93.0,74,121,61.2,0,0.2,0.1,-0.2,3,18,1,0,25,Matches
Wesley,br BRA,FW,18.0,16.0,298,401,74.3,5016,1306,153,184,83.2,109,135,80.7,28,50,56.0,1,2.4,2.1,-1.4,29,25,24,6,45,Matches
Matheus Bidu,br BRA,DF,24.0,16.7,814,953,85.4,13922,5121,405,432,93.8,336,373,90.1,66,111,59.5,1,0.9,1.7,0.1,16,65,17,9,63,Matches
Ángel Romero,py PAR,FW,31.0,16.1,405,544,74.4,6079,1648,227,261,87.0,122,157,77.7,31,53,58.5,4,2.8,2.3,1.2,22,42,18,6,53,Matches
Fagner,br BRA,DF,34.0,10.1,391,509,76.8,7063,3111,164,188,87.2,181,216,83.8,40,80,50.0,1,2.2,1.7,-1.2,17,25,18,12,39,Matches
Igor Coronado,br BRA,"MF,FW",31.0,15.3,638,867,73.6,11501,3854,291,335,86.9,239,303,78.9,86,156,55.1,2,4.0,4.2,-2.0,42,89,34,12,114,Matches
